#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
       15694    -4.11654    -4.75778  0.00134383
       15695    -4.21443    -4.75774  0.00134419
       15696    -4.17942    -4.75771   0.0013446
       15697     -4.1361    -4.75767   0.0013451
       15698    -4.42931    -4.75764  0.00134518
       15699    -4.43621    -4.75762  0.00134525
       15700    -4.37377     -4.7576  0.00134539
       15701    -4.43481    -4.75758  0.00134546
       15702    -4.52908    -4.75756  0.00134545
       15703    -4.63221    -4.75756  0.00134539
       15704    -4.60997    -4.75755  0.00134534
       15705    -4.72865    -4.75755  0.00134525
       15706    -4.83578    -4.75755  0.00134517
       15707      -4.774    -4.75755  0.00134509
       15708    -4.68902    -4.75755  0.00134501
       15709    -4.56441    -4.75753  0.00134498
       15710    -4.76359    -4.75754   0.0013449
       15711    -4.81708    -4.75754  0.00134482
       15712     -4.6002    -4.75753  0.00134477
       15713    -4.67126    -4.75752  0.00134469
       15714    -4.74788    -4.75752  0.00134461
       15715    -4.62102    -4.75751  0.00134455
       15716    -4.52219     -4.7575  0.00134455
       15717    -4.53255    -4.75748  0.00134454
       15718    -4.69532    -4.75748  0.00134446
       15719    -4.82456    -4.75749  0.00134438
       15720    -4.68421    -4.75748   0.0013443
       15721    -4.66694    -4.75747  0.00134423
       15722     -4.8012    -4.75748  0.00134415
       15723    -4.88662    -4.75749  0.00134409
       15724    -4.99893     -4.7575  0.00134409
       15725    -4.81487     -4.7575  0.00134401
       15726     -4.8925    -4.75751  0.00134395
       15727    -4.75649    -4.75751  0.00134386
       15728    -4.81074    -4.75752  0.00134378
       15729    -4.70633    -4.75751   0.0013437
       15730    -4.86391    -4.75752  0.00134363
       15731    -4.83838    -4.75753  0.00134356
       15732    -4.78581    -4.75753  0.00134347
       15733    -4.63385    -4.75752  0.00134341
       15734    -4.68332    -4.75751  0.00134333
       15735    -4.71701    -4.75751  0.00134325
       15736    -4.53895     -4.7575  0.00134324
       15737     -4.5071    -4.75748  0.00134325
       15738    -4.64509    -4.75747  0.00134318
       15739    -4.71958    -4.75747   0.0013431
       15740    -4.79999    -4.75748  0.00134301
       15741    -4.89856    -4.75748  0.00134296
       15742    -5.00016     -4.7575  0.00134296
       15743    -4.81633     -4.7575  0.00134288
       15744    -4.75178     -4.7575   0.0013428
       15745    -4.68028     -4.7575  0.00134272
       15746    -4.68505    -4.75749  0.00134264
       15747    -4.64069    -4.75749  0.00134258
       15748    -4.82598    -4.75749   0.0013425
       15749    -4.80512    -4.75749  0.00134242
       15750    -4.57881    -4.75748  0.00134238
       15751    -4.71709    -4.75748   0.0013423
       15752    -4.73969    -4.75748  0.00134221
       15753    -4.68959    -4.75747  0.00134213
       15754    -4.68731    -4.75747  0.00134206
       15755    -4.53401    -4.75746  0.00134205
       15756    -4.43853    -4.75744  0.00134211
       15757    -4.32704    -4.75741  0.00134231
       15758    -4.32888    -4.75738   0.0013425
       15759    -4.29475    -4.75735  0.00134273
       15760    -4.34561    -4.75733   0.0013429
       15761    -4.19077    -4.75729   0.0013433
       15762     -4.3961    -4.75727  0.00134341
       15763     -4.4764    -4.75725  0.00134344
       15764    -4.54521    -4.75724  0.00134342
       15765    -4.61393    -4.75723  0.00134337
       15766     -4.6049    -4.75722  0.00134332
       15767    -4.66968    -4.75721  0.00134324
       15768    -4.73149    -4.75721  0.00134316
       15769    -4.72472    -4.75721  0.00134308
       15770    -4.76845    -4.75721  0.00134299
       15771    -4.79574    -4.75721  0.00134291
       15772    -4.82515    -4.75721  0.00134283
       15773    -4.81387    -4.75722  0.00134275
       15774     -4.7779    -4.75722  0.00134267
       15775    -4.74983    -4.75722  0.00134258
       15776    -4.82991    -4.75722   0.0013425
       15777    -4.86248    -4.75723  0.00134243
       15778    -4.73359    -4.75723  0.00134235
       15779    -4.54049    -4.75722  0.00134234
       15780    -4.35736    -4.75719  0.00134249
       15781    -4.57634    -4.75718  0.00134245
       15782    -4.62294    -4.75717   0.0013424
       15783    -4.66878    -4.75716  0.00134232
       15784    -4.58038    -4.75715  0.00134228
       15785    -4.67978    -4.75715  0.00134221
       15786    -4.52941    -4.75713   0.0013422
       15787    -4.67176    -4.75713  0.00134213
       15788    -4.67671    -4.75712  0.00134205
       15789    -4.73915    -4.75712  0.00134197
       15790    -4.70412    -4.75712  0.00134189
       15791    -4.55172    -4.75711  0.00134186
       15792    -4.72323     -4.7571  0.00134178
       15793     -4.9323    -4.75711  0.00134174
       15794    -5.00476    -4.75713  0.00134175
       15795     -4.9357    -4.75714  0.00134171
       15796    -5.05496    -4.75716  0.00134176
       15797    -5.00223    -4.75718  0.00134176
       15798    -5.06219     -4.7572  0.00134182
       15799    -4.96138    -4.75721  0.00134179
       15800    -4.94411    -4.75722  0.00134176
       15801    -4.82904    -4.75722  0.00134168
       15802    -4.84622    -4.75723  0.00134161
       15803    -4.68505    -4.75723  0.00134153
       15804    -4.68926    -4.75722  0.00134146
       15805    -4.65008    -4.75721  0.00134139
       15806    -4.77205    -4.75722   0.0013413
       15807    -4.85325    -4.75722  0.00134123
       15808    -4.71414    -4.75722  0.00134115
       15809    -4.77298    -4.75722  0.00134107
       15810    -4.80731    -4.75722  0.00134098
       15811    -4.70818    -4.75722   0.0013409
       15812     -4.6612    -4.75721  0.00134083
       15813    -4.58364     -4.7572  0.00134079
       15814     -4.5906    -4.75719  0.00134075
       15815    -4.71218    -4.75719  0.00134067
       15816    -4.71263    -4.75719  0.00134059
       15817    -4.70733    -4.75718   0.0013405
       15818    -4.78956    -4.75719  0.00134042
       15819    -4.85633    -4.75719  0.00134035
       15820    -4.85351     -4.7572  0.00134028
       15821     -4.7789     -4.7572   0.0013402
       15822    -4.82273     -4.7572  0.00134012
       15823    -4.91254    -4.75721  0.00134007
       15824     -4.9769    -4.75723  0.00134006
       15825    -4.93682    -4.75724  0.00134002
       15826    -5.04952    -4.75726  0.00134006
       15827    -4.99454    -4.75727  0.00134006
       15828    -4.91888    -4.75728  0.00134002
       15829    -4.89227    -4.75729  0.00133996
       15830    -4.86215     -4.7573  0.00133989
       15831    -4.91776    -4.75731  0.00133984
       15832    -4.82991    -4.75731  0.00133977
       15833    -4.79999    -4.75731  0.00133969
       15834      -4.784    -4.75732   0.0013396
       15835    -4.92295    -4.75733  0.00133956
       15836    -4.85024    -4.75733  0.00133949
       15837    -4.71984    -4.75733   0.0013394
       15838    -4.78156    -4.75733  0.00133932
       15839    -4.67898    -4.75733  0.00133924
       15840    -4.72865    -4.75733  0.00133916
       15841    -4.38794     -4.7573  0.00133928
       15842    -4.52983    -4.75729  0.00133927
       15843    -4.66212    -4.75728   0.0013392
       15844    -4.62659    -4.75727  0.00133914
       15845    -4.58491    -4.75726   0.0013391
       15846    -4.77158    -4.75726  0.00133902
       15847    -4.90864    -4.75727  0.00133897
       15848    -5.01918    -4.75729  0.00133898
       15849    -4.92415     -4.7573  0.00133894
       15850    -4.78875     -4.7573  0.00133886
       15851    -4.83273    -4.75731  0.00133878
       15852    -4.98784    -4.75732  0.00133878
       15853    -4.90724    -4.75733  0.00133873
       15854    -4.77373    -4.75733  0.00133864
       15855    -4.75583    -4.75733  0.00133856
       15856    -4.68227    -4.75733  0.00133848
       15857    -4.87752    -4.75733  0.00133842
       15858    -4.94049    -4.75735  0.00133838
       15859    -4.92229    -4.75736  0.00133834
       15860    -5.03633    -4.75737  0.00133837
       15861    -5.02914    -4.75739   0.0013384
       15862    -4.95447     -4.7574  0.00133837
       15863    -4.97886    -4.75742  0.00133836
       15864    -4.93877    -4.75743  0.00133832
       15865    -5.01951    -4.75745  0.00133834
       15866     -5.0632    -4.75746  0.00133839
       15867    -5.00623    -4.75748   0.0013384
       15868     -5.0064     -4.7575  0.00133841
       15869    -5.10175    -4.75752   0.0013385
       15870     -5.1096    -4.75754   0.0013386
       15871    -4.94294    -4.75755  0.00133857
       15872    -4.86302    -4.75756   0.0013385
       15873    -4.90727    -4.75757  0.00133845
       15874    -4.88772    -4.75758  0.00133839
       15875     -4.7617    -4.75758   0.0013383
       15876     -4.7964    -4.75758  0.00133822
       15877     -4.9035    -4.75759  0.00133817
       15878    -4.99116     -4.7576  0.00133817
       15879      -4.798     -4.7576  0.00133808
       15880    -4.66701     -4.7576  0.00133801
       15881    -4.72501     -4.7576  0.00133793
       15882    -4.81212     -4.7576  0.00133785
       15883    -4.52076    -4.75759  0.00133785
       15884    -4.43379    -4.75757  0.00133792
       15885    -4.57709    -4.75755  0.00133788
       15886     -4.6424    -4.75755  0.00133782
       15887    -4.76453    -4.75755  0.00133774
       15888    -4.82869    -4.75755  0.00133766
       15889    -4.85131    -4.75756  0.00133759
       15890    -4.79638    -4.75756  0.00133751
       15891    -4.81538    -4.75756  0.00133743
       15892    -4.75685    -4.75756  0.00133734
       15893    -4.86199    -4.75757  0.00133727
       15894    -4.90759    -4.75758  0.00133722
       15895     -4.9264    -4.75759  0.00133718
       15896    -4.80586    -4.75759   0.0013371
       15897    -4.73713    -4.75759  0.00133702
       15898    -4.78871    -4.75759  0.00133693
       15899    -4.78109     -4.7576  0.00133685
       15900    -4.77757     -4.7576  0.00133677
       15901     -4.7353     -4.7576  0.00133668
       15902    -4.83071     -4.7576  0.00133661
       15903    -4.80833     -4.7576  0.00133653
       15904    -4.79426    -4.75761  0.00133645
       15905    -4.69731     -4.7576  0.00133637
       15906    -4.81284    -4.75761  0.00133629
       15907    -4.91489    -4.75761  0.00133624
       15908    -4.91529    -4.75762  0.00133619
       15909    -4.84758    -4.75763  0.00133612
       15910    -4.79246    -4.75763  0.00133604
       15911     -4.8741    -4.75764  0.00133598
       15912    -4.67884    -4.75764   0.0013359
       15913    -4.77683    -4.75764  0.00133582
       15914    -4.75611    -4.75764  0.00133573
       15915    -4.68714    -4.75763  0.00133566
       15916    -4.59801    -4.75762  0.00133561
       15917    -4.52456    -4.75761  0.00133561
       15918    -4.58965     -4.7576  0.00133556
       15919    -4.71358    -4.75759  0.00133548
       15920     -4.7118    -4.75759   0.0013354
       15921    -4.53404    -4.75758  0.00133539
       15922    -4.36105    -4.75755  0.00133554
       15923    -4.59569    -4.75754   0.0013355
       15924    -4.64263    -4.75753  0.00133543
       15925    -4.69913    -4.75753  0.00133535
       15926    -4.78722    -4.75753  0.00133527
       15927     -4.6236    -4.75752  0.00133521
       15928    -4.62536    -4.75752  0.00133515
       15929    -4.75454    -4.75752  0.00133507
       15930    -4.92004    -4.75753  0.00133503
       15931    -4.91013    -4.75754  0.00133498
       15932    -4.91916    -4.75755  0.00133493
       15933    -4.88083    -4.75755  0.00133487
       15934    -4.80642    -4.75756  0.00133479
       15935    -5.00237    -4.75757  0.00133479
       15936    -4.96485    -4.75758  0.00133477
       15937    -5.01255     -4.7576  0.00133479
       15938    -4.90815    -4.75761  0.00133474
       15939    -4.93216    -4.75762   0.0013347
       15940     -4.8341    -4.75763  0.00133462
       15941    -4.76463    -4.75763  0.00133454
       15942     -4.7264    -4.75762  0.00133446
       15943    -4.68741    -4.75762  0.00133438
       15944     -4.6761    -4.75762  0.00133431
       15945    -4.70109    -4.75761  0.00133423
       15946    -4.70034    -4.75761  0.00133415
       15947    -4.86052    -4.75761  0.00133408
       15948     -4.8868    -4.75762  0.00133402
       15949    -4.73902    -4.75762  0.00133394
       15950    -4.57663    -4.75761   0.0013339
       15951    -4.47688    -4.75759  0.00133393
       15952    -4.32509    -4.75757  0.00133413
       15953    -4.48483    -4.75755  0.00133415
       15954    -4.58803    -4.75754  0.00133411
       15955    -4.54737    -4.75752  0.00133409
       15956    -4.75958    -4.75752  0.00133401
       15957    -4.85624    -4.75753  0.00133394
       15958    -4.86941    -4.75754  0.00133387
       15959    -4.96013    -4.75755  0.00133385
       15960    -5.10513    -4.75757  0.00133395
       15961    -4.96822    -4.75759  0.00133393
       15962     -4.7949    -4.75759  0.00133385
       15963    -4.72831    -4.75759  0.00133376
       15964    -4.60606    -4.75758  0.00133371
       15965    -4.64236    -4.75757  0.00133365
       15966     -4.7105    -4.75757  0.00133357
       15967    -4.81149    -4.75757  0.00133349
       15968    -4.97424    -4.75758  0.00133348
       15969    -4.80188    -4.75759  0.00133339
       15970    -4.78613    -4.75759  0.00133331
       15971    -4.86515    -4.75759  0.00133325
       15972    -4.78745     -4.7576  0.00133316
       15973    -4.76884     -4.7576  0.00133308
       15974    -4.77659     -4.7576    0.001333
       15975    -4.80135     -4.7576  0.00133292
       15976    -4.62587    -4.75759  0.00133286
       15977     -4.7699    -4.75759  0.00133278
       15978    -5.04382    -4.75761  0.00133281
       15979    -4.99575    -4.75763  0.00133281
       15980    -4.93922    -4.75764  0.00133278
       15981    -4.98521    -4.75765  0.00133277
       15982    -4.70264    -4.75765  0.00133269
       15983    -4.83165    -4.75765  0.00133262
       15984    -4.85056    -4.75766  0.00133255
       15985    -4.77341    -4.75766  0.00133246
       15986    -4.83065    -4.75766  0.00133239
       15987    -4.85693    -4.75767  0.00133232
       15988    -4.80394    -4.75767  0.00133224
       15989    -4.83959    -4.75768  0.00133216
       15990    -4.76111    -4.75768  0.00133208
       15991    -4.91836    -4.75769  0.00133204
       15992    -4.98901     -4.7577  0.00133203
       15993    -4.91371    -4.75771  0.00133198
       15994    -4.97653    -4.75773  0.00133197
       15995    -4.81832    -4.75773  0.00133189
       15996    -4.56691    -4.75772  0.00133186
       15997    -4.74066    -4.75772  0.00133178
       15998    -4.64856    -4.75771  0.00133171
       15999    -4.48681    -4.75769  0.00133174
       16000    -4.43411    -4.75767  0.00133181
       16001    -4.33997    -4.75765  0.00133198
       16002    -4.63618    -4.75764  0.00133192
       16003    -4.54573    -4.75763   0.0013319
       16004    -4.45331    -4.75761  0.00133195
       16005     -4.5619     -4.7576  0.00133193
       16006    -4.47481    -4.75758  0.00133196
       16007    -4.64631    -4.75757   0.0013319
       16008    -4.61257    -4.75756  0.00133184
       16009    -4.69637    -4.75756  0.00133177
       16010    -4.91602    -4.75757  0.00133172
       16011    -4.99092    -4.75758  0.00133172
       16012     -4.7589    -4.75758  0.00133163
       16013    -4.66666    -4.75758  0.00133156
       16014    -4.77342    -4.75758  0.00133148
       16015    -4.65205    -4.75757  0.00133141
       16016    -4.74536    -4.75757  0.00133133
       16017    -4.90267    -4.75758  0.00133128
       16018    -4.85942    -4.75759  0.00133121
       16019    -4.71653    -4.75758  0.00133113
       16020    -4.65289    -4.75758  0.00133106
       16021    -4.57858    -4.75757  0.00133103
       16022    -4.71941    -4.75756  0.00133094
       16023    -4.75274    -4.75756  0.00133086
       16024    -4.98226    -4.75758  0.00133085
       16025    -4.86707    -4.75758  0.00133079
       16026    -4.82758    -4.75759  0.00133071
       16027    -4.73388    -4.75759  0.00133063
       16028    -4.76231    -4.75759  0.00133055
       16029    -4.82374    -4.75759  0.00133047
       16030    -4.94092     -4.7576  0.00133044
       16031    -4.90586    -4.75761  0.00133038
       16032     -4.8544    -4.75762  0.00133032
       16033    -4.88005    -4.75763  0.00133025
       16034    -4.68096    -4.75762  0.00133018
       16035    -4.69021    -4.75762   0.0013301
       16036    -4.68743    -4.75761  0.00133003
       16037    -4.62343     -4.7576  0.00132997
       16038     -4.6143    -4.75759  0.00132992
       16039    -4.87259     -4.7576  0.00132985
       16040    -4.84184    -4.75761  0.00132978
       16041    -5.02109    -4.75762   0.0013298
       16042    -4.80549    -4.75763  0.00132972
       16043    -4.72488    -4.75762  0.00132964
       16044    -4.78125    -4.75763  0.00132956
       16045    -4.64449    -4.75762  0.00132949
       16046     -4.6751    -4.75761  0.00132942
       16047    -4.71872    -4.75761  0.00132934
       16048    -4.72043    -4.75761  0.00132926
       16049    -4.77723    -4.75761  0.00132918
       16050    -4.74694    -4.75761  0.00132909
       16051    -4.75242    -4.75761  0.00132901
       16052    -4.67751     -4.7576  0.00132894
       16053    -4.61341     -4.7576  0.00132889
       16054    -4.47277    -4.75758  0.00132892
       16055    -4.53337    -4.75756  0.00132891
       16056    -4.57431    -4.75755  0.00132888
       16057    -4.50256    -4.75754  0.00132889
       16058    -4.66328    -4.75753  0.00132882
       16059    -4.74694    -4.75753  0.00132874
       16060    -4.81327    -4.75753  0.00132866
       16061    -4.82933    -4.75754  0.00132858
       16062    -4.83235    -4.75754  0.00132851
       16063    -4.69071    -4.75754  0.00132843
       16064    -4.69247    -4.75753  0.00132836
       16065     -4.7247    -4.75753  0.00132828
       16066    -4.77178    -4.75753  0.00132819
       16067     -4.5853    -4.75752  0.00132815
       16068    -4.77522    -4.75752  0.00132807
       16069    -4.57512    -4.75751  0.00132804
       16070    -4.71223    -4.75751  0.00132796
       16071    -4.67072     -4.7575  0.00132789
       16072    -4.66261     -4.7575  0.00132782
       16073    -4.62815    -4.75749  0.00132776
       16074    -4.64769    -4.75748  0.00132769
       16075    -4.66711    -4.75748  0.00132762
       16076    -4.71489    -4.75747  0.00132754
       16077    -4.67007    -4.75747  0.00132747
       16078    -4.54978    -4.75746  0.00132745
       16079    -4.65311    -4.75745  0.00132739
       16080    -4.72347    -4.75745   0.0013273
       16081    -4.70747    -4.75744  0.00132723
       16082    -4.64665    -4.75744  0.00132716
       16083       -4.78    -4.75744  0.00132708
       16084    -4.92472    -4.75745  0.00132704
       16085    -4.91374    -4.75746  0.00132699
       16086    -4.79398    -4.75746  0.00132691
       16087     -4.9818    -4.75748   0.0013269
       16088    -4.94381    -4.75749  0.00132687
       16089    -4.85897    -4.75749   0.0013268
       16090    -4.75114    -4.75749  0.00132672
       16091    -4.90761     -4.7575  0.00132667
       16092    -4.73329     -4.7575  0.00132659
       16093    -4.78003     -4.7575  0.00132651
       16094    -4.90539    -4.75751  0.00132646
       16095    -4.87584    -4.75752  0.00132639
       16096    -4.93148    -4.75753  0.00132636
       16097     -5.0212    -4.75755  0.00132637
       16098    -4.98173    -4.75756  0.00132636
       16099     -4.7594    -4.75756  0.00132628
       16100    -4.83272    -4.75756  0.00132621
       16101    -4.62505    -4.75756  0.00132615
       16102    -4.70048    -4.75755  0.00132607
       16103    -4.68699    -4.75755    0.001326
       16104    -4.72766    -4.75755  0.00132592
       16105     -4.6799    -4.75754  0.00132584
       16106    -4.47144    -4.75752  0.00132588
       16107    -4.56704    -4.75751  0.00132585
       16108    -4.49948     -4.7575  0.00132587
       16109    -4.47119    -4.75748   0.0013259
       16110    -4.55472    -4.75747  0.00132588
       16111    -4.61512    -4.75746  0.00132583
       16112    -4.60596    -4.75745  0.00132578
       16113    -4.51756    -4.75743  0.00132578
       16114    -4.58332    -4.75742  0.00132574
       16115     -4.5973    -4.75741   0.0013257
       16116     -4.5647     -4.7574  0.00132567
       16117    -4.85568    -4.75741   0.0013256
       16118    -4.79202    -4.75741  0.00132552
       16119    -4.77526    -4.75741  0.00132544
       16120    -4.66125     -4.7574  0.00132537
       16121    -4.69065     -4.7574  0.00132529
       16122    -4.73387     -4.7574  0.00132521
       16123    -4.66435    -4.75739  0.00132514
       16124    -4.50273    -4.75738  0.00132515
       16125    -4.65873    -4.75737  0.00132509
       16126    -4.61777    -4.75736  0.00132503
       16127    -4.73676    -4.75736  0.00132495
       16128    -4.82387    -4.75736  0.00132487
       16129    -4.89884    -4.75737  0.00132482
       16130    -4.76439    -4.75737  0.00132474
       16131    -4.62872    -4.75737  0.00132468
       16132    -4.63543    -4.75736  0.00132462
       16133    -4.64645    -4.75735  0.00132456
       16134    -4.75618    -4.75735  0.00132447
       16135    -4.58739    -4.75734  0.00132443
       16136    -4.32264    -4.75731  0.00132463
       16137    -4.42058    -4.75729  0.00132471
       16138    -4.59124    -4.75728  0.00132467
       16139    -4.52469    -4.75727  0.00132466
       16140    -4.68384    -4.75726  0.00132459
       16141    -4.67736    -4.75726  0.00132452
       16142    -4.72599    -4.75726  0.00132443
       16143    -4.79245    -4.75726  0.00132435
       16144    -4.69539    -4.75726  0.00132428
       16145    -4.68203    -4.75725   0.0013242
       16146    -4.53156    -4.75724   0.0013242
       16147     -4.5566    -4.75722  0.00132417
       16148    -4.54234    -4.75721  0.00132416
       16149    -4.51988     -4.7572  0.00132416
       16150    -4.61186    -4.75719  0.00132411
       16151    -4.64534    -4.75718  0.00132404
       16152    -4.41435    -4.75716  0.00132413
       16153    -4.40958    -4.75714  0.00132422
       16154    -4.52643    -4.75712  0.00132422
       16155    -4.49404    -4.75711  0.00132424
       16156    -4.62195     -4.7571  0.00132418
       16157    -4.63459    -4.75709  0.00132412
       16158    -4.77085    -4.75709  0.00132404
       16159    -4.62614    -4.75708  0.00132398
       16160    -4.62878    -4.75708  0.00132392
       16161     -4.7893    -4.75708  0.00132384
       16162    -4.74886    -4.75708  0.00132376
       16163    -4.93873    -4.75709  0.00132373
       16164    -4.94475     -4.7571   0.0013237
       16165    -4.74505     -4.7571  0.00132361
       16166    -4.78617     -4.7571  0.00132353
       16167    -4.72565     -4.7571  0.00132345
       16168    -4.91278    -4.75711  0.00132341
       16169    -4.84729    -4.75711  0.00132334
       16170    -4.68709    -4.75711  0.00132326
       16171    -4.72694    -4.75711  0.00132318
       16172    -4.88591    -4.75712  0.00132312
       16173    -4.96001    -4.75713   0.0013231
       16174    -4.92015    -4.75714  0.00132306
       16175    -4.93311    -4.75715  0.00132302
       16176    -4.86067    -4.75716  0.00132295
       16177    -4.80875    -4.75716  0.00132288
       16178    -4.72263    -4.75716   0.0013228
       16179    -4.79099    -4.75716  0.00132272
       16180    -4.83063    -4.75716  0.00132264
       16181    -4.85967    -4.75717  0.00132257
       16182    -4.83635    -4.75717   0.0013225
       16183    -4.68183    -4.75717  0.00132243
       16184    -4.72471    -4.75717  0.00132235
       16185    -4.83001    -4.75717  0.00132227
       16186    -4.71185    -4.75717   0.0013222
       16187    -4.52888    -4.75716  0.00132219
       16188    -4.52249    -4.75714  0.00132219
       16189    -4.58339    -4.75713  0.00132215
       16190    -4.46774    -4.75711  0.00132219
       16191    -4.55985     -4.7571  0.00132216
       16192    -4.69686     -4.7571  0.00132209
       16193    -4.54669    -4.75708  0.00132207
       16194    -4.58958    -4.75707  0.00132203
       16195    -4.61339    -4.75706  0.00132198
       16196     -4.7106    -4.75706   0.0013219
       16197    -4.76178    -4.75706  0.00132182
       16198    -4.75622    -4.75706  0.00132173
       16199    -4.85151    -4.75707  0.00132166
       16200    -4.78671    -4.75707  0.00132158
       16201    -4.83763    -4.75707  0.00132151
       16202    -4.94938    -4.75709  0.00132148
       16203     -4.8582    -4.75709  0.00132142
       16204    -4.74804    -4.75709  0.00132134
       16205    -4.83562     -4.7571  0.00132126
       16206    -4.85904     -4.7571   0.0013212
       16207    -4.85877    -4.75711  0.00132113
       16208    -4.76823    -4.75711  0.00132105
       16209    -4.73396    -4.75711  0.00132097
       16210    -4.58351     -4.7571  0.00132093
       16211    -4.60464    -4.75709  0.00132088
       16212    -4.52686    -4.75707  0.00132088
       16213     -4.6208    -4.75707  0.00132082
       16214    -4.68294    -4.75706  0.00132075
       16215    -4.59857    -4.75705   0.0013207
       16216    -4.71677    -4.75705  0.00132062
       16217    -4.84238    -4.75705  0.00132055
       16218    -4.82378    -4.75706  0.00132048
       16219    -4.73373    -4.75706   0.0013204
       16220    -4.78676    -4.75706  0.00132032
       16221    -4.91152    -4.75707  0.00132027
       16222    -4.85383    -4.75707   0.0013202
       16223    -5.03905    -4.75709  0.00132024
       16224    -4.91478     -4.7571  0.00132019
       16225    -4.93941    -4.75711  0.00132016
       16226    -4.99037    -4.75713  0.00132015
       16227    -5.08557    -4.75715  0.00132023
       16228    -4.97748    -4.75716  0.00132022
       16229    -4.91125    -4.75717  0.00132017
       16230    -4.84689    -4.75718   0.0013201
       16231    -4.80638    -4.75718  0.00132002
       16232    -4.80511    -4.75718  0.00131994
       16233    -4.78852    -4.75718  0.00131986
       16234    -4.76217    -4.75718  0.00131978
       16235    -4.91559    -4.75719  0.00131974
       16236    -4.91308     -4.7572  0.00131969
       16237    -5.04993    -4.75722  0.00131973
       16238    -4.86086    -4.75723  0.00131967
       16239    -4.90707    -4.75724  0.00131962
       16240    -5.01202    -4.75725  0.00131963
       16241    -5.08318    -4.75727   0.0013197
       16242    -5.04574    -4.75729  0.00131974
       16243    -5.09372    -4.75731  0.00131982
       16244    -5.07093    -4.75733  0.00131988
       16245    -5.07181    -4.75735  0.00131994
       16246     -5.1124    -4.75737  0.00132004
       16247    -5.16464     -4.7574   0.0013202
       16248    -5.22562    -4.75743  0.00132043
       16249    -5.22356    -4.75745  0.00132066
       16250    -5.14706    -4.75748   0.0013208
       16251    -5.10982     -4.7575  0.00132089
       16252    -5.14144    -4.75752  0.00132102
       16253    -5.07555    -4.75754  0.00132109
       16254    -5.04365    -4.75756  0.00132112
       16255      -5.077    -4.75758  0.00132119
       16256    -4.99059     -4.7576  0.00132118
       16257    -4.95513    -4.75761  0.00132116
       16258    -5.05295    -4.75763   0.0013212
       16259    -5.15478    -4.75765  0.00132135
       16260    -5.12688    -4.75767  0.00132146
       16261    -5.16443     -4.7577  0.00132162
       16262    -5.10955    -4.75772  0.00132171
       16263     -5.0929    -4.75774  0.00132179
       16264    -5.13608    -4.75776  0.00132191
       16265    -5.13721    -4.75779  0.00132204
       16266    -5.04698     -4.7578  0.00132208
       16267    -5.01565    -4.75782  0.00132209
       16268    -5.02292    -4.75784  0.00132211
       16269    -5.03728    -4.75785  0.00132214
       16270    -5.01492    -4.75787  0.00132215
       16271     -5.0047    -4.75788  0.00132216
       16272    -5.05425     -4.7579   0.0013222
       16273    -5.01556    -4.75792  0.00132222
       16274     -4.9762    -4.75793   0.0013222
       16275    -5.06779    -4.75795  0.00132226
       16276    -5.01965    -4.75797  0.00132228
       16277    -4.83874    -4.75797   0.0013222
       16278    -4.73531    -4.75797  0.00132212
       16279    -4.87602    -4.75798  0.00132206
       16280    -4.87114    -4.75798    0.001322
       16281    -4.89997    -4.75799  0.00132195
       16282    -4.78012    -4.75799  0.00132187
       16283    -4.88141      -4.758  0.00132181
       16284    -5.01234    -4.75802  0.00132182
       16285    -4.94125    -4.75803  0.00132179
       16286    -4.85129    -4.75804  0.00132172
       16287    -4.84347    -4.75804  0.00132165
       16288    -4.90081    -4.75805  0.00132159
       16289    -4.94886    -4.75806  0.00132156
       16290     -4.8545    -4.75807   0.0013215
       16291     -4.9564    -4.75808  0.00132147
       16292    -4.80521    -4.75808  0.00132139
       16293    -4.87608    -4.75809  0.00132133
       16294    -4.91839     -4.7581  0.00132129
       16295    -4.82695     -4.7581  0.00132121
       16296      -4.947    -4.75811  0.00132118
       16297    -4.96235    -4.75813  0.00132116
       16298    -5.01031    -4.75814  0.00132117
       16299    -4.82595    -4.75815   0.0013211
       16300    -4.85277    -4.75815  0.00132103
       16301    -4.97721    -4.75817  0.00132102
       16302    -4.84313    -4.75817  0.00132095
       16303    -4.87828    -4.75818  0.00132088
       16304    -4.81078    -4.75818  0.00132081
       16305    -4.85414    -4.75819  0.00132074
       16306    -4.85189    -4.75819  0.00132067
       16307    -4.68463    -4.75819   0.0013206
       16308    -4.63358    -4.75818  0.00132054
       16309    -4.69901    -4.75818  0.00132046
       16310    -4.88504    -4.75819   0.0013204
       16311    -4.71908    -4.75818  0.00132033
       16312    -4.69723    -4.75818  0.00132025
       16313    -4.87887    -4.75819  0.00132019
       16314    -4.90719     -4.7582  0.00132014
       16315    -4.88126     -4.7582  0.00132008
       16316    -4.99204    -4.75822  0.00132008
       16317    -5.01418    -4.75823  0.00132009
       16318     -4.8634    -4.75824  0.00132003
       16319    -4.91767    -4.75825  0.00131998
       16320    -4.75393    -4.75825   0.0013199
       16321    -4.72966    -4.75825  0.00131982
       16322    -4.81937    -4.75825  0.00131974
       16323    -4.75947    -4.75825  0.00131966
       16324    -4.82732    -4.75826  0.00131959
       16325    -4.72231    -4.75825  0.00131951
       16326    -4.70573    -4.75825  0.00131943
       16327    -4.79899    -4.75825  0.00131936
       16328    -4.85579    -4.75826  0.00131929
