#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        3227     1.59494     1.70473  0.00303067
        3228     1.59699     1.70469  0.00302992
        3229     1.59895     1.70466  0.00302915
        3230     1.60081     1.70463  0.00302839
        3231     1.60259      1.7046  0.00302762
        3232     1.60429     1.70456  0.00302684
        3233     1.60592     1.70453  0.00302605
        3234     1.60748      1.7045  0.00302527
        3235     1.60899     1.70447  0.00302448
        3236     1.61047     1.70445  0.00302368
        3237     1.61191     1.70442  0.00302288
        3238     1.61334     1.70439  0.00302208
        3239     1.61478     1.70436  0.00302127
        3240     1.61623     1.70433  0.00302046
        3241     1.61772     1.70431  0.00301965
        3242     1.61926     1.70428  0.00301883
        3243     1.62086     1.70425  0.00301801
        3244     1.62254     1.70423  0.00301719
        3245      1.6243      1.7042  0.00301636
        3246     1.62616     1.70418  0.00301552
        3247     1.62814     1.70416  0.00301469
        3248     1.63023     1.70413  0.00301384
        3249     1.63244     1.70411    0.003013
        3250     1.63479     1.70409  0.00301214
        3251     1.63727     1.70407  0.00301129
        3252     1.63989     1.70405  0.00301043
        3253     1.64265     1.70403  0.00300956
        3254     1.64554     1.70401  0.00300869
        3255     1.64857       1.704  0.00300781
        3256     1.65174     1.70398  0.00300693
        3257     1.65504     1.70397  0.00300605
        3258     1.65845     1.70395  0.00300516
        3259     1.66197     1.70394  0.00300426
        3260      1.6656     1.70393  0.00300336
        3261     1.66931     1.70392  0.00300246
        3262      1.6731     1.70391  0.00300156
        3263     1.67694      1.7039  0.00300065
        3264     1.68082     1.70389  0.00299974
        3265     1.68471     1.70389  0.00299882
        3266     1.68859     1.70388  0.00299791
        3267     1.69245     1.70388  0.00299699
        3268     1.69625     1.70388  0.00299608
        3269     1.69996     1.70387  0.00299516
        3270     1.70356     1.70387  0.00299424
        3271     1.70702     1.70388  0.00299333
        3272     1.71031     1.70388  0.00299242
        3273     1.71341     1.70388   0.0029915
        3274     1.71629     1.70388  0.00299059
        3275     1.71891     1.70389  0.00298968
        3276     1.72127     1.70389  0.00298877
        3277     1.72334      1.7039  0.00298787
        3278      1.7251     1.70391  0.00298696
        3279     1.72652     1.70391  0.00298606
        3280     1.72762     1.70392  0.00298516
        3281     1.72836     1.70393  0.00298426
        3282     1.72876     1.70394  0.00298336
        3283     1.72881     1.70394  0.00298246
        3284     1.72852     1.70395  0.00298156
        3285     1.72791     1.70396  0.00298066
        3286     1.72699     1.70396  0.00297976
        3287      1.7258     1.70397  0.00297886
        3288     1.72436     1.70398  0.00297796
        3289     1.72271     1.70398  0.00297706
        3290     1.72088     1.70399  0.00297616
        3291     1.71893     1.70399  0.00297526
        3292      1.7169       1.704  0.00297436
        3293     1.71485       1.704  0.00297346
        3294     1.71282       1.704  0.00297256
        3295     1.71087     1.70401  0.00297166
        3296     1.70905     1.70401  0.00297076
        3297      1.7074     1.70401  0.00296986
        3298     1.70597     1.70401  0.00296895
        3299      1.7048     1.70401  0.00296805
        3300     1.70392     1.70401  0.00296716
        3301     1.70337     1.70401  0.00296626
        3302     1.70317     1.70401  0.00296536
        3303     1.70333     1.70401  0.00296446
        3304     1.70386     1.70401  0.00296356
        3305     1.70476     1.70401  0.00296267
        3306     1.70604     1.70401  0.00296177
        3307     1.70768     1.70401  0.00296088
        3308     1.70967     1.70401  0.00295998
        3309       1.712     1.70401  0.00295909
        3310     1.71463     1.70402  0.00295819
        3311     1.71754     1.70402   0.0029573
        3312     1.72072     1.70403  0.00295642
        3313     1.72413     1.70403  0.00295553
        3314     1.72775     1.70404  0.00295465
        3315     1.73154     1.70405  0.00295377
        3316     1.73548     1.70406  0.00295289
        3317     1.73955     1.70407  0.00295202
        3318     1.74372     1.70408  0.00295115
        3319     1.74796     1.70409   0.0029503
        3320     1.75226     1.70411  0.00294944
        3321     1.75659     1.70412   0.0029486
        3322     1.76093     1.70414  0.00294776
        3323     1.76528     1.70416  0.00294693
        3324      1.7696     1.70418  0.00294611
        3325     1.77388      1.7042   0.0029453
        3326      1.7781     1.70422  0.00294449
        3327     1.78225     1.70425   0.0029437
        3328      1.7863     1.70427  0.00294292
        3329     1.79024      1.7043  0.00294215
        3330     1.79405     1.70432  0.00294139
        3331     1.79771     1.70435  0.00294064
        3332      1.8012     1.70438   0.0029399
        3333     1.80451     1.70441  0.00293917
        3334     1.80761     1.70444  0.00293846
        3335     1.81049     1.70447  0.00293775
        3336     1.81312      1.7045  0.00293705
        3337     1.81549     1.70454  0.00293635
        3338     1.81759     1.70457  0.00293567
        3339     1.81939     1.70461  0.00293499
        3340     1.82088     1.70464  0.00293432
        3341     1.82204     1.70468  0.00293365
        3342     1.82288     1.70471  0.00293299
        3343     1.82337     1.70475  0.00293232
        3344     1.82351     1.70478  0.00293166
        3345     1.82329     1.70482    0.002931
        3346     1.82271     1.70485  0.00293034
        3347     1.82178     1.70489  0.00292967
        3348      1.8205     1.70492    0.002929
        3349     1.81886     1.70496  0.00292832
        3350     1.81689     1.70499  0.00292764
        3351      1.8146     1.70502  0.00292695
        3352       1.812     1.70506  0.00292625
        3353     1.80911     1.70509  0.00292554
        3354     1.80595     1.70512  0.00292482
        3355     1.80254     1.70515  0.00292409
        3356     1.79892     1.70517  0.00292336
        3357     1.79511      1.7052  0.00292261
        3358     1.79114     1.70523  0.00292185
        3359     1.78705     1.70525  0.00292108
        3360     1.78285     1.70527   0.0029203
        3361      1.7786     1.70529  0.00291952
        3362     1.77433     1.70532  0.00291872
        3363     1.77006     1.70533  0.00291791
        3364     1.76584     1.70535   0.0029171
        3365     1.76169     1.70537  0.00291628
        3366     1.75766     1.70538  0.00291546
        3367     1.75377      1.7054  0.00291463
        3368     1.75005     1.70541  0.00291379
        3369     1.74653     1.70542  0.00291295
        3370     1.74323     1.70544  0.00291211
        3371     1.74018     1.70545  0.00291127
        3372      1.7374     1.70546  0.00291042
        3373      1.7349     1.70546  0.00290957
        3374     1.73269     1.70547  0.00290872
        3375     1.73078     1.70548  0.00290786
        3376     1.72918     1.70549  0.00290701
        3377     1.72788     1.70549  0.00290616
        3378     1.72688      1.7055  0.00290531
        3379     1.72618     1.70551  0.00290445
        3380     1.72575     1.70551   0.0029036
        3381     1.72559     1.70552  0.00290275
        3382     1.72568     1.70552  0.00290189
        3383       1.726     1.70553  0.00290104
        3384     1.72653     1.70554  0.00290019
        3385     1.72724     1.70554  0.00289934
        3386      1.7281     1.70555  0.00289849
        3387      1.7291     1.70556  0.00289765
        3388      1.7302     1.70556   0.0028968
        3389     1.73137     1.70557  0.00289595
        3390      1.7326     1.70558  0.00289511
        3391     1.73385     1.70559  0.00289427
        3392     1.73509      1.7056  0.00289343
        3393     1.73632     1.70561  0.00289259
        3394      1.7375     1.70561  0.00289175
        3395     1.73862     1.70562  0.00289092
        3396     1.73966     1.70563  0.00289008
        3397      1.7406     1.70564  0.00288925
        3398     1.74143     1.70566  0.00288842
        3399     1.74215     1.70567  0.00288759
        3400     1.74273     1.70568  0.00288676
        3401     1.74319     1.70569  0.00288594
        3402      1.7435      1.7057  0.00288511
        3403     1.74368     1.70571  0.00288428
        3404     1.74372     1.70572  0.00288346
        3405     1.74363     1.70573  0.00288263
        3406      1.7434     1.70574  0.00288181
        3407     1.74304     1.70575  0.00288098
        3408     1.74256     1.70577  0.00288016
        3409     1.74197     1.70578  0.00287933
        3410     1.74126     1.70579   0.0028785
        3411     1.74045      1.7058  0.00287768
        3412     1.73954     1.70581  0.00287685
        3413     1.73854     1.70582  0.00287603
        3414     1.73746     1.70583   0.0028752
        3415     1.73631     1.70583  0.00287437
        3416     1.73508     1.70584  0.00287354
        3417     1.73379     1.70585  0.00287271
        3418     1.73244     1.70586  0.00287188
        3419     1.73104     1.70587  0.00287105
        3420     1.72957     1.70587  0.00287022
        3421     1.72805     1.70588  0.00286939
        3422     1.72647     1.70589  0.00286856
        3423     1.72482     1.70589  0.00286772
        3424      1.7231      1.7059  0.00286689
        3425     1.72131      1.7059  0.00286606
        3426     1.71943      1.7059  0.00286522
        3427     1.71746     1.70591  0.00286439
        3428      1.7154     1.70591  0.00286355
        3429     1.71324     1.70591  0.00286272
        3430     1.71097     1.70591  0.00286189
        3431     1.70859     1.70591  0.00286105
        3432     1.70609     1.70591  0.00286022
        3433     1.70347     1.70591  0.00285939
        3434     1.70073     1.70591  0.00285855
        3435     1.69788     1.70591  0.00285772
        3436     1.69492     1.70591  0.00285689
        3437     1.69186      1.7059  0.00285606
        3438     1.68872      1.7059  0.00285524
        3439      1.6855     1.70589  0.00285441
        3440     1.68222     1.70589  0.00285359
        3441      1.6789     1.70588  0.00285277
        3442     1.67555     1.70587  0.00285196
        3443     1.67221     1.70586  0.00285115
        3444     1.66888     1.70585  0.00285034
        3445     1.66559     1.70584  0.00284954
        3446     1.66236     1.70582  0.00284874
        3447      1.6592     1.70581  0.00284794
        3448     1.65615      1.7058  0.00284715
        3449     1.65322     1.70578  0.00284637
        3450     1.65043     1.70576  0.00284559
        3451     1.64779     1.70575  0.00284481
        3452     1.64531     1.70573  0.00284404
        3453     1.64301     1.70571  0.00284328
        3454     1.64091     1.70569  0.00284252
        3455     1.63899     1.70567  0.00284176
        3456     1.63727     1.70565  0.00284101
        3457     1.63576     1.70563  0.00284026
        3458     1.63444     1.70561  0.00283951
        3459     1.63332     1.70559  0.00283876
        3460     1.63239     1.70557  0.00283802
        3461     1.63165     1.70555  0.00283728
        3462     1.63109     1.70553  0.00283655
        3463     1.63069     1.70551  0.00283581
        3464     1.63046     1.70549  0.00283507
        3465     1.63037     1.70546  0.00283434
        3466     1.63041     1.70544   0.0028336
        3467     1.63056     1.70542  0.00283287
        3468     1.63081      1.7054  0.00283213
        3469     1.63115     1.70538   0.0028314
        3470     1.63155     1.70536  0.00283066
        3471     1.63199     1.70534  0.00282992
        3472     1.63248     1.70531  0.00282919
        3473     1.63297     1.70529  0.00282845
        3474     1.63348     1.70527  0.00282771
        3475     1.63397     1.70525  0.00282697
        3476     1.63445     1.70523  0.00282623
        3477     1.63489     1.70521  0.00282549
        3478      1.6353     1.70519  0.00282475
        3479     1.63566     1.70517  0.00282401
        3480     1.63598     1.70515  0.00282327
        3481     1.63624     1.70513  0.00282253
        3482     1.63646     1.70511  0.00282178
        3483     1.63663     1.70509  0.00282104
        3484     1.63677     1.70507   0.0028203
        3485     1.63686     1.70505  0.00281956
        3486     1.63693     1.70503  0.00281882
        3487     1.63699     1.70501  0.00281808
        3488     1.63703     1.70499  0.00281734
        3489     1.63707     1.70498   0.0028166
        3490     1.63713     1.70496  0.00281586
        3491     1.63721     1.70494  0.00281512
        3492     1.63732     1.70492  0.00281438
        3493     1.63748      1.7049  0.00281364
        3494     1.63769     1.70488   0.0028129
        3495     1.63797     1.70486  0.00281216
        3496     1.63831     1.70484  0.00281142
        3497     1.63873     1.70482  0.00281068
        3498     1.63924      1.7048  0.00280994
        3499     1.63982     1.70478   0.0028092
        3500     1.64049     1.70477  0.00280845
        3501     1.64123     1.70475  0.00280771
        3502     1.64205     1.70473  0.00280696
        3503     1.64294     1.70471  0.00280622
        3504      1.6439     1.70469  0.00280547
        3505     1.64491     1.70468  0.00280472
        3506     1.64597     1.70466  0.00280397
        3507     1.64707     1.70464  0.00280322
        3508      1.6482     1.70463  0.00280247
        3509     1.64934     1.70461  0.00280171
        3510     1.65049      1.7046  0.00280096
        3511     1.65162     1.70458   0.0028002
        3512     1.65273     1.70457  0.00279944
        3513      1.6538     1.70455  0.00279868
        3514     1.65483     1.70454  0.00279792
        3515     1.65581     1.70452  0.00279716
        3516     1.65672     1.70451   0.0027964
        3517     1.65756      1.7045  0.00279564
        3518     1.65831     1.70448  0.00279487
        3519     1.65898     1.70447  0.00279411
        3520     1.65956     1.70446  0.00279334
        3521     1.66003     1.70445  0.00279258
        3522      1.6604     1.70443  0.00279181
        3523     1.66067     1.70442  0.00279105
        3524     1.66083     1.70441  0.00279028
        3525     1.66089      1.7044  0.00278952
        3526     1.66084     1.70438  0.00278876
        3527     1.66068     1.70437  0.00278799
        3528     1.66042     1.70436  0.00278723
        3529     1.66005     1.70435  0.00278647
        3530     1.65959     1.70433  0.00278571
        3531     1.65904     1.70432  0.00278495
        3532     1.65839     1.70431  0.00278419
        3533     1.65766      1.7043  0.00278343
        3534     1.65685     1.70428  0.00278268
        3535     1.65597     1.70427  0.00278192
        3536     1.65502     1.70425  0.00278117
        3537     1.65402     1.70424  0.00278042
        3538     1.65296     1.70423  0.00277967
        3539     1.65187     1.70421  0.00277893
        3540     1.65073      1.7042  0.00277818
        3541     1.64958     1.70418  0.00277744
        3542      1.6484     1.70416   0.0027767
        3543     1.64721     1.70415  0.00277597
        3544     1.64602     1.70413  0.00277523
        3545     1.64483     1.70412   0.0027745
        3546     1.64366      1.7041  0.00277377
        3547     1.64251     1.70408  0.00277304
        3548     1.64138     1.70406  0.00277232
        3549     1.64028     1.70405  0.00277159
        3550     1.63921     1.70403  0.00277087
        3551     1.63818     1.70401  0.00277015
        3552      1.6372     1.70399  0.00276944
        3553     1.63626     1.70397  0.00276872
        3554     1.63537     1.70395  0.00276801
        3555     1.63452     1.70393   0.0027673
        3556     1.63372     1.70391   0.0027666
        3557     1.63296     1.70389  0.00276589
        3558     1.63226     1.70387  0.00276519
        3559      1.6316     1.70385  0.00276448
        3560     1.63099     1.70383  0.00276378
        3561     1.63043     1.70381  0.00276308
        3562     1.62992     1.70379  0.00276239
        3563     1.62945     1.70377  0.00276169
        3564     1.62903     1.70375  0.00276099
        3565     1.62864     1.70373   0.0027603
        3566      1.6283     1.70371  0.00275961
        3567       1.628     1.70368  0.00275891
        3568     1.62772     1.70366  0.00275822
        3569     1.62748     1.70364  0.00275753
        3570     1.62725     1.70362  0.00275684
        3571     1.62705      1.7036  0.00275615
        3572     1.62686     1.70358  0.00275547
        3573     1.62667     1.70356  0.00275478
        3574     1.62647     1.70353  0.00275409
        3575     1.62627     1.70351  0.00275341
        3576     1.62604     1.70349  0.00275272
        3577     1.62579     1.70347  0.00275204
        3578      1.6255     1.70345  0.00275136
        3579     1.62517     1.70343  0.00275067
        3580     1.62479      1.7034  0.00274999
        3581     1.62435     1.70338  0.00274931
        3582     1.62385     1.70336  0.00274864
        3583     1.62328     1.70334  0.00274796
        3584     1.62265     1.70331  0.00274729
        3585     1.62195     1.70329  0.00274661
        3586     1.62118     1.70327  0.00274594
        3587     1.62034     1.70325  0.00274527
        3588     1.61944     1.70322  0.00274461
        3589     1.61849      1.7032  0.00274395
        3590     1.61749     1.70317  0.00274329
        3591     1.61645     1.70315  0.00274263
        3592     1.61538     1.70313  0.00274197
        3593      1.6143      1.7031  0.00274132
        3594     1.61322     1.70308  0.00274067
        3595     1.61216     1.70305  0.00274003
        3596     1.61113     1.70303  0.00273938
        3597     1.61014       1.703  0.00273874
        3598     1.60922     1.70297  0.00273811
        3599     1.60837     1.70295  0.00273747
        3600     1.60762     1.70292  0.00273684
        3601     1.60697     1.70289  0.00273621
        3602     1.60643     1.70287  0.00273558
        3603     1.60602     1.70284  0.00273495
        3604     1.60573     1.70281  0.00273433
        3605     1.60557     1.70279   0.0027337
        3606     1.60554     1.70276  0.00273308
        3607     1.60563     1.70273  0.00273245
        3608     1.60583     1.70271  0.00273183
        3609     1.60613     1.70268   0.0027312
        3610     1.60652     1.70265  0.00273057
        3611     1.60697     1.70263  0.00272995
        3612     1.60746      1.7026  0.00272932
        3613     1.60797     1.70257  0.00272869
        3614     1.60847     1.70255  0.00272806
        3615     1.60894     1.70252  0.00272743
        3616     1.60935      1.7025  0.00272679
        3617     1.60967     1.70247  0.00272616
        3618     1.60988     1.70244  0.00272553
        3619     1.60996     1.70242  0.00272489
        3620     1.60987     1.70239  0.00272426
        3621     1.60961     1.70237  0.00272363
        3622     1.60915     1.70234    0.002723
        3623     1.60848     1.70232  0.00272237
        3624      1.6076     1.70229  0.00272174
        3625     1.60648     1.70226  0.00272112
        3626     1.60512     1.70224   0.0027205
        3627     1.60353     1.70221  0.00271989
        3628     1.60169     1.70218  0.00271928
        3629     1.59962     1.70215  0.00271868
        3630     1.59732     1.70213  0.00271808
        3631     1.59479      1.7021  0.00271749
        3632     1.59204     1.70207  0.00271692
        3633     1.58909     1.70203  0.00271635
        3634     1.58596       1.702  0.00271579
        3635     1.58266     1.70197  0.00271524
        3636      1.5792     1.70194   0.0027147
        3637     1.57561      1.7019  0.00271418
        3638     1.57192     1.70187  0.00271367
        3639     1.56816     1.70183  0.00271317
        3640     1.56433     1.70179  0.00271269
        3641     1.56049     1.70175  0.00271222
        3642     1.55665     1.70171  0.00271177
        3643     1.55285     1.70167  0.00271133
        3644     1.54911     1.70163  0.00271091
        3645     1.54548     1.70159   0.0027105
        3646     1.54197     1.70154  0.00271011
        3647     1.53863      1.7015  0.00270974
        3648     1.53547     1.70145  0.00270938
        3649     1.53253     1.70141  0.00270903
        3650     1.52983     1.70136   0.0027087
        3651     1.52738     1.70131  0.00270837
        3652     1.52521     1.70126  0.00270806
        3653     1.52332     1.70121  0.00270776
        3654     1.52174     1.70117  0.00270746
        3655     1.52047     1.70112  0.00270717
        3656      1.5195     1.70107  0.00270689
        3657     1.51884     1.70102  0.00270661
        3658     1.51847     1.70097  0.00270633
        3659     1.51839     1.70092  0.00270605
        3660     1.51859     1.70087  0.00270577
        3661     1.51903     1.70082  0.00270548
        3662     1.51972     1.70077   0.0027052
        3663     1.52061     1.70072   0.0027049
        3664     1.52168     1.70067  0.00270461
        3665     1.52291     1.70062   0.0027043
        3666     1.52428     1.70057  0.00270399
        3667     1.52575     1.70053  0.00270368
        3668     1.52731     1.70048  0.00270335
        3669     1.52892     1.70043  0.00270302
        3670     1.53058     1.70039  0.00270268
        3671     1.53226     1.70034  0.00270233
        3672     1.53394     1.70029  0.00270198
        3673     1.53561     1.70025  0.00270161
        3674     1.53727      1.7002  0.00270124
        3675      1.5389     1.70016  0.00270086
        3676     1.54049     1.70012  0.00270048
        3677     1.54205     1.70007  0.00270009
        3678     1.54356     1.70003  0.00269969
        3679     1.54504     1.69999  0.00269928
        3680     1.54647     1.69995  0.00269887
        3681     1.54787     1.69991  0.00269845
        3682     1.54924     1.69987  0.00269803
        3683     1.55058     1.69983   0.0026976
        3684      1.5519     1.69979  0.00269717
        3685     1.55321     1.69975  0.00269673
        3686     1.55452     1.69971  0.00269629
        3687     1.55584     1.69967  0.00269584
        3688     1.55718     1.69963  0.00269538
        3689     1.55854     1.69959  0.00269492
        3690     1.55994     1.69955  0.00269446
        3691     1.56141     1.69951  0.00269399
        3692     1.56294     1.69948  0.00269351
        3693     1.56456     1.69944  0.00269303
        3694     1.56628     1.69941  0.00269254
        3695     1.56812     1.69937  0.00269205
        3696     1.57009     1.69933  0.00269155
        3697     1.57221      1.6993  0.00269104
        3698      1.5745     1.69927  0.00269052
        3699     1.57698     1.69923     0.00269
        3700     1.57965      1.6992  0.00268947
        3701     1.58254     1.69917  0.00268893
        3702     1.58565     1.69914  0.00268837
        3703       1.589     1.69911  0.00268781
        3704      1.5926     1.69908  0.00268724
        3705     1.59645     1.69905  0.00268666
        3706     1.60055     1.69903  0.00268606
        3707      1.6049       1.699  0.00268546
        3708     1.60951     1.69898  0.00268484
        3709     1.61436     1.69895  0.00268422
        3710     1.61944     1.69893  0.00268358
        3711     1.62473     1.69891  0.00268293
        3712     1.63023     1.69889  0.00268227
        3713     1.63592     1.69888   0.0026816
        3714     1.64176     1.69886  0.00268092
        3715     1.64773     1.69885  0.00268024
        3716     1.65381     1.69884  0.00267954
        3717     1.65997     1.69883  0.00267884
        3718     1.66617     1.69882  0.00267814
        3719     1.67238     1.69881  0.00267743
        3720     1.67856      1.6988  0.00267671
        3721      1.6847      1.6988    0.002676
        3722     1.69075      1.6988  0.00267528
        3723     1.69668      1.6988  0.00267456
        3724     1.70245      1.6988  0.00267384
        3725     1.70805      1.6988  0.00267313
        3726     1.71343      1.6988  0.00267241
        3727     1.71858     1.69881   0.0026717
        3728     1.72346     1.69882  0.00267099
        3729     1.72806     1.69882  0.00267029
        3730     1.73235     1.69883  0.00266958
        3731     1.73631     1.69884  0.00266889
        3732     1.73993     1.69885   0.0026682
        3733     1.74317     1.69887  0.00266751
        3734     1.74604     1.69888  0.00266682
        3735     1.74852     1.69889  0.00266614
        3736     1.75059     1.69891  0.00266546
        3737     1.75225     1.69892  0.00266479
        3738     1.75349     1.69894  0.00266412
        3739     1.75431     1.69895  0.00266345
        3740     1.75469     1.69896  0.00266277
        3741     1.75464     1.69898   0.0026621
        3742     1.75417     1.69899  0.00266143
        3743     1.75326     1.69901  0.00266076
        3744     1.75192     1.69902  0.00266009
        3745     1.75017     1.69904  0.00265941
        3746       1.748     1.69905  0.00265874
        3747     1.74545     1.69906  0.00265806
        3748     1.74251     1.69907  0.00265737
        3749     1.73921     1.69908  0.00265668
        3750     1.73556     1.69909  0.00265599
        3751      1.7316      1.6991   0.0026553
        3752     1.72734     1.69911   0.0026546
        3753     1.72282     1.69912   0.0026539
        3754     1.71807     1.69912   0.0026532
        3755     1.71312     1.69913   0.0026525
        3756     1.70802     1.69913  0.00265179
        3757      1.7028     1.69913  0.00265109
        3758      1.6975     1.69913  0.00265038
        3759     1.69218     1.69913  0.00264968
        3760     1.68687     1.69912  0.00264897
        3761     1.68161     1.69912  0.00264827
        3762     1.67646     1.69911  0.00264758
        3763     1.67146     1.69911  0.00264688
        3764     1.66666      1.6991  0.00264619
        3765     1.66209     1.69909  0.00264551
        3766     1.65779     1.69908  0.00264483
        3767      1.6538     1.69906  0.00264415
        3768     1.65015     1.69905  0.00264348
        3769     1.64685     1.69904  0.00264282
        3770     1.64394     1.69902  0.00264216
        3771     1.64142     1.69901   0.0026415
        3772     1.63929     1.69899  0.00264085
        3773     1.63756     1.69898   0.0026402
        3774     1.63622     1.69896  0.00263955
        3775     1.63525     1.69894  0.00263891
        3776     1.63463     1.69892  0.00263826
        3777     1.63433     1.69891  0.00263762
        3778     1.63432     1.69889  0.00263698
        3779     1.63455     1.69887  0.00263633
        3780     1.63498     1.69886  0.00263569
        3781     1.63557     1.69884  0.00263505
        3782     1.63626     1.69882   0.0026344
        3783     1.63701     1.69881  0.00263376
        3784     1.63775     1.69879  0.00263311
        3785     1.63844     1.69877  0.00263246
        3786     1.63903     1.69876  0.00263181
        3787     1.63948     1.69874  0.00263117
        3788     1.63973     1.69873  0.00263052
        3789     1.63975     1.69871  0.00262987
        3790     1.63951      1.6987  0.00262922
        3791     1.63898     1.69868  0.00262858
        3792     1.63813     1.69866  0.00262793
        3793     1.63695     1.69865  0.00262729
        3794     1.63543     1.69863  0.00262665
        3795     1.63356     1.69861  0.00262601
        3796     1.63135      1.6986  0.00262538
        3797     1.62881     1.69858  0.00262475
        3798     1.62595     1.69856  0.00262413
        3799     1.62281     1.69854  0.00262352
        3800     1.61941     1.69852  0.00262291
        3801     1.61578      1.6985  0.00262231
        3802     1.61197     1.69847  0.00262172
        3803     1.60801     1.69845  0.00262114
        3804     1.60395     1.69843  0.00262057
        3805     1.59985      1.6984  0.00262001
        3806     1.59575     1.69837  0.00261946
        3807      1.5917     1.69834  0.00261892
        3808     1.58776     1.69832  0.00261839
        3809     1.58398     1.69829  0.00261788
        3810      1.5804     1.69825  0.00261737
        3811     1.57709     1.69822  0.00261688
        3812     1.57408     1.69819  0.00261639
        3813     1.57143     1.69816  0.00261592
        3814     1.56918     1.69812  0.00261545
        3815     1.56738     1.69809  0.00261499
        3816     1.56605     1.69805  0.00261453
        3817     1.56524     1.69802  0.00261408
        3818     1.56496     1.69798  0.00261363
        3819     1.56525     1.69795  0.00261318
        3820     1.56612     1.69792  0.00261272
        3821     1.56758     1.69788  0.00261226
        3822     1.56964     1.69785  0.00261179
        3823     1.57229     1.69781  0.00261131
        3824     1.57552     1.69778  0.00261083
        3825     1.57931     1.69775  0.00261033
        3826     1.58364     1.69772  0.00260982
        3827     1.58848     1.69769  0.00260929
        3828     1.59378     1.69767  0.00260875
        3829     1.59951     1.69764  0.00260819
        3830     1.60562     1.69762  0.00260762
        3831     1.61206     1.69759  0.00260704
        3832     1.61877     1.69757  0.00260644
        3833     1.62572     1.69756  0.00260583
        3834     1.63284     1.69754   0.0026052
        3835     1.64009     1.69752  0.00260457
        3836     1.64741     1.69751  0.00260392
        3837     1.65476      1.6975  0.00260326
        3838     1.66209     1.69749   0.0026026
        3839     1.66937     1.69748  0.00260193
        3840     1.67656     1.69748  0.00260126
        3841     1.68362     1.69747  0.00260059
        3842     1.69053     1.69747  0.00259991
        3843     1.69726     1.69747  0.00259924
        3844     1.70379     1.69747  0.00259856
        3845     1.71011     1.69748  0.00259789
        3846     1.71618     1.69748  0.00259721
        3847     1.72202     1.69749  0.00259655
        3848      1.7276      1.6975  0.00259588
        3849     1.73291      1.6975  0.00259523
        3850     1.73796     1.69752  0.00259457
        3851     1.74274     1.69753  0.00259393
        3852     1.74725     1.69754  0.00259329
        3853     1.75148     1.69755  0.00259265
        3854     1.75545     1.69757  0.00259202
        3855     1.75915     1.69758   0.0025914
        3856     1.76259      1.6976  0.00259078
        3857     1.76577     1.69762  0.00259017
        3858     1.76869     1.69764  0.00258956
        3859     1.77136     1.69766  0.00258896
        3860     1.77379     1.69768  0.00258837
        3861     1.77598      1.6977  0.00258778
        3862     1.77794     1.69772  0.00258719
        3863     1.77968     1.69774  0.00258661
        3864      1.7812     1.69776  0.00258603
        3865     1.78251     1.69778  0.00258545
        3866     1.78362      1.6978  0.00258488
        3867     1.78453     1.69783  0.00258431
        3868     1.78526     1.69785  0.00258374
        3869     1.78581     1.69787  0.00258317
        3870     1.78619      1.6979   0.0025826
        3871     1.78641     1.69792  0.00258204
        3872     1.78648     1.69794  0.00258147
        3873     1.78641     1.69796  0.00258091
        3874      1.7862     1.69799  0.00258034
        3875     1.78588     1.69801  0.00257977
        3876     1.78544     1.69803  0.00257921
        3877      1.7849     1.69805  0.00257864
        3878     1.78427     1.69808  0.00257807
        3879     1.78356      1.6981   0.0025775
        3880     1.78279     1.69812  0.00257693
        3881     1.78197     1.69814  0.00257635
        3882     1.78112     1.69816  0.00257578
        3883     1.78024     1.69818   0.0025752
        3884     1.77937     1.69821  0.00257462
        3885     1.77851     1.69823  0.00257404
        3886     1.77768     1.69825  0.00257346
        3887     1.77689     1.69827  0.00257288
        3888     1.77616     1.69829   0.0025723
        3889     1.77551     1.69831  0.00257171
        3890     1.77494     1.69833  0.00257113
        3891     1.77448     1.69835  0.00257054
        3892     1.77412     1.69837  0.00256995
        3893     1.77387     1.69838  0.00256937
        3894     1.77374      1.6984  0.00256878
        3895     1.77373     1.69842  0.00256819
        3896     1.77383     1.69844  0.00256761
        3897     1.77405     1.69846  0.00256702
        3898     1.77436     1.69848  0.00256644
        3899     1.77476      1.6985  0.00256585
        3900     1.77525     1.69852  0.00256527
        3901     1.77579     1.69854  0.00256469
        3902     1.77638     1.69856  0.00256411
        3903     1.77699     1.69858  0.00256353
        3904     1.77761      1.6986  0.00256295
        3905     1.77821     1.69862  0.00256238
        3906     1.77877     1.69864  0.00256181
        3907     1.77927     1.69866  0.00256123
        3908      1.7797     1.69868  0.00256066
        3909     1.78003      1.6987  0.00256009
        3910     1.78025     1.69873  0.00255952
        3911     1.78034     1.69875  0.00255895
        3912     1.78028     1.69877  0.00255838
        3913     1.78008     1.69879  0.00255781
        3914     1.77971     1.69881  0.00255724
        3915     1.77918     1.69883  0.00255667
        3916     1.77848     1.69885   0.0025561
        3917     1.77762     1.69887  0.00255553
        3918     1.77659     1.69889  0.00255495
        3919     1.77542     1.69891  0.00255437
        3920      1.7741     1.69893   0.0025538
        3921     1.77266     1.69895  0.00255321
        3922      1.7711     1.69896  0.00255263
        3923     1.76944     1.69898  0.00255204
        3924      1.7677       1.699  0.00255145
        3925     1.76591     1.69902  0.00255086
