#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
       13583      1.1031     1.11262 0.000627752
       13584     1.10132     1.11262 0.000627707
       13585     1.09976     1.11261 0.000627661
       13586     1.09842     1.11261 0.000627616
       13587     1.09732     1.11261 0.000627571
       13588     1.09646     1.11261 0.000627525
       13589     1.09585     1.11261 0.000627481
       13590     1.09549     1.11261 0.000627436
       13591     1.09539     1.11261 0.000627391
       13592     1.09553     1.11261 0.000627346
       13593     1.09591     1.11261 0.000627301
       13594     1.09653      1.1126 0.000627256
       13595     1.09736      1.1126 0.000627211
       13596      1.0984      1.1126 0.000627165
       13597     1.09962      1.1126  0.00062712
       13598       1.101      1.1126 0.000627074
       13599     1.10253      1.1126 0.000627029
       13600     1.10416      1.1126 0.000626983
       13601     1.10589      1.1126 0.000626937
       13602     1.10769      1.1126 0.000626891
       13603     1.10951      1.1126 0.000626845
       13604     1.11136      1.1126 0.000626799
       13605     1.11319      1.1126 0.000626753
       13606     1.11497      1.1126 0.000626707
       13607      1.1167      1.1126 0.000626661
       13608     1.11833      1.1126 0.000626615
       13609     1.11986      1.1126 0.000626569
       13610     1.12126      1.1126 0.000626523
       13611     1.12252      1.1126 0.000626478
       13612     1.12362      1.1126 0.000626432
       13613     1.12456      1.1126 0.000626387
       13614     1.12532      1.1126 0.000626342
       13615     1.12591      1.1126 0.000626296
       13616     1.12632      1.1126 0.000626251
       13617     1.12654     1.11261 0.000626206
       13618     1.12659     1.11261 0.000626161
       13619     1.12647     1.11261 0.000626116
       13620     1.12618     1.11261 0.000626071
       13621     1.12574     1.11261 0.000626025
       13622     1.12516     1.11261  0.00062598
       13623     1.12445     1.11261 0.000625935
       13624     1.12362     1.11261 0.000625889
       13625     1.12269     1.11261 0.000625844
       13626     1.12167     1.11261 0.000625798
       13627     1.12058     1.11261 0.000625753
       13628     1.11944     1.11261 0.000625707
       13629     1.11825     1.11262 0.000625661
       13630     1.11703     1.11262 0.000625615
       13631     1.11579     1.11262 0.000625569
       13632     1.11454     1.11262 0.000625524
       13633     1.11331     1.11262 0.000625478
       13634     1.11208     1.11262 0.000625432
       13635     1.11088     1.11262 0.000625386
       13636     1.10971     1.11262  0.00062534
       13637     1.10857     1.11262 0.000625294
       13638     1.10747     1.11261 0.000625249
       13639     1.10642     1.11261 0.000625203
       13640     1.10541     1.11261 0.000625157
       13641     1.10445     1.11261 0.000625112
       13642     1.10355     1.11261 0.000625066
       13643     1.10269     1.11261 0.000625021
       13644     1.10188     1.11261 0.000624976
       13645     1.10112     1.11261  0.00062493
       13646      1.1004     1.11261 0.000624885
       13647     1.09973     1.11261  0.00062484
       13648      1.0991     1.11261 0.000624795
       13649     1.09851     1.11261  0.00062475
       13650     1.09794     1.11261 0.000624705
       13651      1.0974      1.1126 0.000624661
       13652     1.09688      1.1126 0.000624616
       13653     1.09636      1.1126 0.000624571
       13654     1.09585      1.1126 0.000624527
       13655     1.09533      1.1126 0.000624482
       13656      1.0948      1.1126 0.000624438
       13657     1.09425      1.1126 0.000624394
       13658     1.09367      1.1126 0.000624349
       13659     1.09306     1.11259 0.000624305
       13660     1.09241     1.11259 0.000624261
       13661     1.09171     1.11259 0.000624218
       13662     1.09096     1.11259 0.000624174
       13663     1.09015     1.11259  0.00062413
       13664     1.08929     1.11259 0.000624087
       13665     1.08838     1.11258 0.000624044
       13666     1.08741     1.11258 0.000624001
       13667     1.08639     1.11258 0.000623958
       13668     1.08533     1.11258 0.000623916
       13669     1.08422     1.11258 0.000623874
       13670     1.08308     1.11257 0.000623832
       13671     1.08191     1.11257  0.00062379
       13672     1.08072     1.11257 0.000623749
       13673     1.07953     1.11257 0.000623708
       13674     1.07834     1.11256 0.000623667
       13675     1.07717     1.11256 0.000623627
       13676     1.07603     1.11256 0.000623587
       13677     1.07494     1.11256 0.000623548
       13678      1.0739     1.11255 0.000623508
       13679     1.07293     1.11255  0.00062347
       13680     1.07204     1.11255 0.000623431
       13681     1.07125     1.11255 0.000623393
       13682     1.07057     1.11254 0.000623355
       13683        1.07     1.11254 0.000623317
       13684     1.06956     1.11254 0.000623279
       13685     1.06925     1.11253 0.000623242
       13686     1.06909     1.11253 0.000623204
       13687     1.06907     1.11253 0.000623167
       13688     1.06919     1.11252 0.000623129
       13689     1.06947     1.11252 0.000623092
       13690     1.06989     1.11252 0.000623054
       13691     1.07044     1.11251 0.000623016
       13692     1.07114     1.11251 0.000622978
       13693     1.07196     1.11251  0.00062294
       13694     1.07289      1.1125 0.000622901
       13695     1.07394      1.1125 0.000622862
       13696     1.07508      1.1125 0.000622822
       13697     1.07631      1.1125 0.000622782
       13698     1.07761     1.11249 0.000622742
       13699     1.07898     1.11249 0.000622701
       13700     1.08041     1.11249  0.00062266
       13701     1.08188     1.11249 0.000622619
       13702     1.08339     1.11249 0.000622577
       13703     1.08494     1.11248 0.000622535
       13704     1.08651     1.11248 0.000622492
       13705      1.0881     1.11248  0.00062245
       13706     1.08971     1.11248 0.000622406
       13707     1.09134     1.11248 0.000622363
       13708     1.09298     1.11247 0.000622319
       13709     1.09464     1.11247 0.000622275
       13710     1.09631     1.11247 0.000622231
       13711     1.09799     1.11247 0.000622186
       13712     1.09969     1.11247 0.000622142
       13713      1.1014     1.11247 0.000622097
       13714     1.10312     1.11247 0.000622052
       13715     1.10485     1.11247 0.000622007
       13716     1.10658     1.11247 0.000621961
       13717      1.1083     1.11247 0.000621916
       13718     1.11002     1.11247 0.000621871
       13719     1.11172     1.11247 0.000621826
       13720     1.11339     1.11247  0.00062178
       13721     1.11503     1.11247 0.000621735
       13722     1.11662     1.11247  0.00062169
       13723     1.11815     1.11247 0.000621645
       13724     1.11961     1.11247 0.000621599
       13725     1.12099     1.11247 0.000621554
       13726     1.12227     1.11247  0.00062151
       13727     1.12345     1.11247 0.000621465
       13728     1.12452     1.11247  0.00062142
       13729     1.12546     1.11247 0.000621376
       13730     1.12627     1.11247 0.000621331
       13731     1.12694     1.11247 0.000621287
       13732     1.12747     1.11248 0.000621243
       13733     1.12786     1.11248 0.000621198
       13734      1.1281     1.11248 0.000621154
       13735     1.12821     1.11248  0.00062111
       13736     1.12819     1.11248 0.000621066
       13737     1.12804     1.11248 0.000621022
       13738     1.12778     1.11248 0.000620977
       13739     1.12742     1.11248 0.000620933
       13740     1.12698     1.11248 0.000620889
       13741     1.12646     1.11249 0.000620845
       13742     1.12589     1.11249   0.0006208
       13743     1.12529     1.11249 0.000620756
       13744     1.12467     1.11249 0.000620711
       13745     1.12407     1.11249 0.000620667
       13746     1.12349     1.11249 0.000620622
       13747     1.12296     1.11249 0.000620577
       13748     1.12249     1.11249 0.000620532
       13749     1.12211     1.11249 0.000620488
       13750     1.12183     1.11249 0.000620443
       13751     1.12167     1.11249 0.000620398
       13752     1.12164     1.11249 0.000620353
       13753     1.12176      1.1125 0.000620309
       13754     1.12203      1.1125 0.000620264
       13755     1.12246      1.1125 0.000620219
       13756     1.12306      1.1125 0.000620175
       13757     1.12384      1.1125  0.00062013
       13758     1.12479      1.1125 0.000620086
       13759     1.12593      1.1125 0.000620041
       13760     1.12723      1.1125 0.000619997
       13761     1.12872      1.1125 0.000619953
       13762     1.13036      1.1125  0.00061991
       13763     1.13217      1.1125 0.000619866
       13764     1.13412     1.11251 0.000619823
       13765      1.1362     1.11251 0.000619781
       13766     1.13841     1.11251 0.000619738
       13767     1.14072     1.11251 0.000619697
       13768     1.14313     1.11251 0.000619656
       13769     1.14561     1.11252 0.000619615
       13770     1.14816     1.11252 0.000619576
       13771     1.15074     1.11252 0.000619537
       13772     1.15334     1.11253 0.000619499
       13773     1.15594     1.11253 0.000619462
       13774     1.15852     1.11253 0.000619426
       13775     1.16107     1.11254 0.000619391
       13776     1.16357     1.11254 0.000619357
       13777       1.166     1.11254 0.000619325
       13778     1.16834     1.11255 0.000619293
       13779     1.17058     1.11255 0.000619262
       13780     1.17271     1.11256 0.000619233
       13781      1.1747     1.11256 0.000619204
       13782     1.17656     1.11256 0.000619177
       13783     1.17826     1.11257  0.00061915
       13784      1.1798     1.11257 0.000619124
       13785     1.18117     1.11258   0.0006191
       13786     1.18237     1.11258 0.000619075
       13787     1.18339     1.11259 0.000619052
       13788     1.18421     1.11259 0.000619029
       13789     1.18485      1.1126 0.000619006
       13790     1.18529     1.11261 0.000618983
       13791     1.18553     1.11261 0.000618961
       13792     1.18558     1.11262 0.000618939
       13793     1.18544     1.11262 0.000618917
       13794      1.1851     1.11263 0.000618894
       13795     1.18458     1.11263 0.000618871
       13796     1.18388     1.11264 0.000618848
       13797       1.183     1.11264 0.000618824
       13798     1.18195     1.11265 0.000618799
       13799     1.18074     1.11265 0.000618774
       13800     1.17937     1.11266 0.000618748
       13801     1.17787     1.11266 0.000618722
       13802     1.17623     1.11267 0.000618694
       13803     1.17449     1.11267 0.000618665
       13804     1.17263     1.11267 0.000618636
       13805      1.1707     1.11268 0.000618605
       13806     1.16868     1.11268 0.000618574
       13807     1.16662     1.11269 0.000618541
       13808     1.16451     1.11269 0.000618508
       13809     1.16237     1.11269 0.000618473
       13810     1.16023      1.1127 0.000618438
       13811     1.15809      1.1127 0.000618402
       13812     1.15598      1.1127 0.000618365
       13813      1.1539     1.11271 0.000618328
       13814     1.15188     1.11271  0.00061829
       13815     1.14992     1.11271 0.000618251
       13816     1.14803     1.11272 0.000618211
       13817     1.14623     1.11272 0.000618171
       13818     1.14454     1.11272 0.000618131
       13819     1.14294     1.11272  0.00061809
       13820     1.14146     1.11272 0.000618049
       13821      1.1401     1.11273 0.000618007
       13822     1.13887     1.11273 0.000617965
       13823     1.13777     1.11273 0.000617923
       13824      1.1368     1.11273 0.000617881
       13825     1.13597     1.11273 0.000617839
       13826     1.13527     1.11273 0.000617796
       13827      1.1347     1.11274 0.000617753
       13828     1.13426     1.11274 0.000617711
       13829     1.13395     1.11274 0.000617668
       13830     1.13376     1.11274 0.000617625
       13831     1.13368     1.11274 0.000617582
       13832     1.13371     1.11274  0.00061754
       13833     1.13384     1.11275 0.000617497
       13834     1.13405     1.11275 0.000617454
       13835     1.13434     1.11275 0.000617411
       13836     1.13469     1.11275 0.000617369
       13837     1.13509     1.11275 0.000617326
       13838     1.13553     1.11275 0.000617284
       13839     1.13599     1.11276 0.000617242
       13840     1.13645     1.11276 0.000617199
       13841      1.1369     1.11276 0.000617157
       13842     1.13732     1.11276 0.000617115
       13843      1.1377     1.11276 0.000617073
       13844     1.13803     1.11276 0.000617031
       13845     1.13828     1.11277  0.00061699
       13846     1.13844     1.11277 0.000616948
       13847      1.1385     1.11277 0.000616906
       13848     1.13845     1.11277 0.000616864
       13849     1.13827     1.11277 0.000616822
       13850     1.13796     1.11278 0.000616781
       13851     1.13751     1.11278 0.000616739
       13852     1.13692     1.11278 0.000616697
       13853     1.13618     1.11278 0.000616654
       13854     1.13529     1.11278 0.000616612
       13855     1.13426     1.11278 0.000616569
       13856     1.13307     1.11278 0.000616527
       13857     1.13175     1.11279 0.000616484
       13858      1.1303     1.11279 0.000616441
       13859     1.12872     1.11279 0.000616397
       13860     1.12703     1.11279 0.000616354
       13861     1.12524     1.11279  0.00061631
       13862     1.12337     1.11279 0.000616266
       13863     1.12142     1.11279 0.000616222
       13864     1.11941     1.11279 0.000616177
       13865     1.11736     1.11279 0.000616133
       13866     1.11529     1.11279 0.000616089
       13867      1.1132     1.11279 0.000616044
       13868     1.11112     1.11279    0.000616
       13869     1.10906     1.11279 0.000615955
       13870     1.10703     1.11279 0.000615911
       13871     1.10504     1.11279 0.000615867
       13872     1.10311     1.11279 0.000615823
       13873     1.10123     1.11279 0.000615779
       13874     1.09944     1.11279 0.000615736
       13875     1.09772     1.11279 0.000615692
       13876     1.09609     1.11279 0.000615649
       13877     1.09454     1.11279 0.000615606
       13878      1.0931     1.11278 0.000615563
       13879     1.09175     1.11278 0.000615521
       13880      1.0905     1.11278 0.000615478
       13881     1.08936     1.11278 0.000615436
       13882     1.08832     1.11278 0.000615395
       13883      1.0874     1.11278 0.000615353
       13884     1.08658     1.11277 0.000615312
       13885     1.08587     1.11277  0.00061527
       13886     1.08527     1.11277 0.000615229
       13887     1.08478     1.11277 0.000615188
       13888     1.08441     1.11277 0.000615147
       13889     1.08416     1.11276 0.000615106
       13890     1.08402     1.11276 0.000615066
       13891       1.084     1.11276 0.000615025
       13892     1.08411     1.11276 0.000614984
       13893     1.08433     1.11276 0.000614943
       13894     1.08468     1.11275 0.000614902
       13895     1.08514     1.11275 0.000614861
       13896     1.08573     1.11275  0.00061482
       13897     1.08644     1.11275 0.000614779
       13898     1.08726     1.11275 0.000614737
       13899     1.08819     1.11274 0.000614696
       13900     1.08922     1.11274 0.000614654
       13901     1.09033     1.11274 0.000614612
       13902     1.09151     1.11274 0.000614569
       13903     1.09275     1.11274 0.000614527
       13904     1.09402     1.11274 0.000614484
       13905     1.09529     1.11274 0.000614441
       13906     1.09656     1.11273 0.000614398
       13907     1.09778     1.11273 0.000614355
       13908     1.09894     1.11273 0.000614311
       13909         1.1     1.11273 0.000614268
       13910     1.10094     1.11273 0.000614224
       13911     1.10174     1.11273 0.000614181
       13912     1.10237     1.11273 0.000614137
       13913      1.1028     1.11273 0.000614093
       13914     1.10304     1.11273 0.000614049
       13915     1.10305     1.11273 0.000614006
       13916     1.10284     1.11273 0.000613962
       13917      1.1024     1.11273 0.000613918
       13918     1.10171     1.11272 0.000613875
       13919      1.1008     1.11272 0.000613831
       13920     1.09965     1.11272 0.000613788
       13921     1.09829     1.11272 0.000613745
       13922     1.09672     1.11272 0.000613702
       13923     1.09495     1.11272 0.000613659
       13924       1.093     1.11272 0.000613616
       13925     1.09089     1.11272 0.000613574
       13926     1.08864     1.11271 0.000613533
       13927     1.08626     1.11271 0.000613492
       13928     1.08378     1.11271 0.000613451
       13929     1.08123     1.11271 0.000613411
       13930     1.07861     1.11271 0.000613372
       13931     1.07597      1.1127 0.000613334
       13932     1.07332      1.1127 0.000613296
       13933     1.07069      1.1127  0.00061326
       13934      1.0681     1.11269 0.000613224
       13935      1.0656     1.11269 0.000613189
       13936     1.06319     1.11269 0.000613156
       13937     1.06091     1.11268 0.000613123
       13938     1.05879     1.11268 0.000613091
       13939     1.05687     1.11268  0.00061306
       13940     1.05515     1.11267  0.00061303
       13941     1.05369     1.11267 0.000613001
       13942     1.05249     1.11266 0.000612972
       13943     1.05159     1.11266 0.000612944
       13944     1.05102     1.11265 0.000612916
       13945     1.05079     1.11265 0.000612888
       13946     1.05092     1.11265  0.00061286
       13947     1.05144     1.11264 0.000612831
       13948     1.05234     1.11264 0.000612803
       13949     1.05365     1.11263 0.000612773
       13950     1.05537     1.11263 0.000612743
       13951     1.05749     1.11262 0.000612712
       13952     1.06002     1.11262  0.00061268
       13953     1.06294     1.11262 0.000612646
       13954     1.06623     1.11261 0.000612611
       13955      1.0699     1.11261 0.000612575
       13956      1.0739     1.11261 0.000612537
       13957     1.07822     1.11261 0.000612499
       13958     1.08282      1.1126 0.000612458
       13959     1.08767      1.1126 0.000612417
       13960     1.09274      1.1126 0.000612375
       13961       1.098      1.1126 0.000612332
       13962      1.1034      1.1126 0.000612288
       13963      1.1089      1.1126 0.000612245
       13964     1.11447      1.1126 0.000612201
       13965     1.12006      1.1126 0.000612157
       13966     1.12564      1.1126 0.000612114
       13967     1.13117      1.1126 0.000612072
       13968     1.13661      1.1126  0.00061203
       13969     1.14194      1.1126  0.00061199
       13970     1.14712     1.11261 0.000611951
       13971     1.15212     1.11261 0.000611914
       13972     1.15693     1.11261 0.000611878
       13973     1.16152     1.11262 0.000611845
       13974     1.16586     1.11262 0.000611813
       13975     1.16996     1.11262 0.000611783
       13976     1.17379     1.11263 0.000611755
       13977     1.17735     1.11263 0.000611728
       13978     1.18064     1.11264 0.000611704
       13979     1.18365     1.11264 0.000611681
       13980     1.18639     1.11265  0.00061166
       13981     1.18887     1.11265 0.000611641
       13982     1.19109     1.11266 0.000611623
       13983     1.19308     1.11267 0.000611606
       13984     1.19483     1.11267 0.000611591
       13985     1.19637     1.11268 0.000611576
       13986     1.19771     1.11268 0.000611563
       13987     1.19888     1.11269  0.00061155
       13988     1.19988      1.1127 0.000611538
       13989     1.20075      1.1127 0.000611527
       13990      1.2015     1.11271 0.000611516
       13991     1.20214     1.11272 0.000611506
       13992     1.20271     1.11272 0.000611496
       13993      1.2032     1.11273 0.000611486
       13994     1.20365     1.11273 0.000611477
       13995     1.20407     1.11274 0.000611468
       13996     1.20446     1.11275  0.00061146
       13997     1.20483     1.11275 0.000611451
       13998      1.2052     1.11276 0.000611443
       13999     1.20556     1.11277 0.000611435
       14000     1.20593     1.11277 0.000611428
       14001      1.2063     1.11278 0.000611421
       14002     1.20668     1.11279 0.000611414
       14003     1.20707     1.11279 0.000611407
       14004     1.20746      1.1128 0.000611401
       14005     1.20785     1.11281 0.000611395
       14006     1.20825     1.11281 0.000611389
       14007     1.20864     1.11282 0.000611384
       14008     1.20904     1.11283 0.000611379
       14009     1.20943     1.11284 0.000611374
       14010     1.20982     1.11284  0.00061137
       14011     1.21021     1.11285 0.000611366
       14012      1.2106     1.11286 0.000611362
       14013     1.21099     1.11286 0.000611358
       14014     1.21139     1.11287 0.000611355
       14015     1.21179     1.11288 0.000611352
       14016      1.2122     1.11288  0.00061135
       14017     1.21263     1.11289 0.000611347
       14018     1.21308      1.1129 0.000611346
       14019     1.21354     1.11291 0.000611344
       14020     1.21403     1.11291 0.000611343
       14021     1.21454     1.11292 0.000611342
       14022     1.21508     1.11293 0.000611342
       14023     1.21563     1.11293 0.000611343
       14024     1.21621     1.11294 0.000611343
       14025     1.21681     1.11295 0.000611345
       14026     1.21743     1.11296 0.000611346
       14027     1.21807     1.11296 0.000611349
       14028     1.21871     1.11297 0.000611352
       14029     1.21935     1.11298 0.000611355
       14030     1.21998     1.11299 0.000611359
       14031     1.22059     1.11299 0.000611364
       14032     1.22118       1.113 0.000611369
       14033     1.22173     1.11301 0.000611374
       14034     1.22224     1.11302  0.00061138
       14035     1.22269     1.11303 0.000611386
       14036     1.22307     1.11303 0.000611393
       14037     1.22338     1.11304   0.0006114
       14038     1.22361     1.11305 0.000611407
       14039     1.22374     1.11306 0.000611415
       14040     1.22378     1.11307 0.000611422
       14041      1.2237     1.11307 0.000611429
       14042     1.22352     1.11308 0.000611436
       14043     1.22322     1.11309 0.000611443
       14044      1.2228      1.1131 0.000611449
       14045     1.22226      1.1131 0.000611455
       14046     1.22161     1.11311  0.00061146
       14047     1.22084     1.11312 0.000611465
       14048     1.21995     1.11313 0.000611469
       14049     1.21895     1.11313 0.000611472
       14050     1.21784     1.11314 0.000611474
       14051     1.21663     1.11315 0.000611474
       14052     1.21533     1.11316 0.000611474
       14053     1.21394     1.11316 0.000611473
       14054     1.21246     1.11317  0.00061147
       14055     1.21092     1.11318 0.000611466
       14056      1.2093     1.11318 0.000611461
       14057     1.20763     1.11319 0.000611454
       14058     1.20591      1.1132 0.000611446
       14059     1.20415      1.1132 0.000611437
       14060     1.20235     1.11321 0.000611426
       14061     1.20053     1.11322 0.000611414
       14062     1.19869     1.11322 0.000611401
       14063     1.19684     1.11323 0.000611387
       14064     1.19499     1.11324 0.000611371
       14065     1.19315     1.11324 0.000611354
       14066     1.19132     1.11325 0.000611335
       14067     1.18951     1.11325 0.000611316
       14068     1.18773     1.11326 0.000611295
       14069     1.18599     1.11326 0.000611274
       14070     1.18429     1.11327 0.000611251
       14071     1.18265     1.11327 0.000611228
       14072     1.18107     1.11328 0.000611203
       14073     1.17956     1.11328 0.000611178
       14074     1.17813     1.11329 0.000611152
       14075     1.17679     1.11329 0.000611125
       14076     1.17555      1.1133 0.000611098
       14077     1.17443      1.1133  0.00061107
       14078     1.17342      1.1133 0.000611041
       14079     1.17253     1.11331 0.000611012
       14080     1.17178     1.11331 0.000610983
       14081     1.17116     1.11332 0.000610953
       14082     1.17067     1.11332 0.000610924
       14083     1.17031     1.11332 0.000610894
       14084     1.17009     1.11333 0.000610864
       14085     1.16998     1.11333 0.000610833
       14086     1.16999     1.11334 0.000610803
       14087     1.17009     1.11334 0.000610773
       14088     1.17029     1.11334 0.000610743
       14089     1.17055     1.11335 0.000610713
       14090     1.17087     1.11335 0.000610684
       14091     1.17122     1.11336 0.000610654
       14092     1.17158     1.11336 0.000610625
       14093     1.17193     1.11337 0.000610596
       14094     1.17226     1.11337 0.000610567
       14095     1.17253     1.11337 0.000610538
       14096     1.17274     1.11338 0.000610509
       14097     1.17287     1.11338  0.00061048
       14098      1.1729     1.11339 0.000610452
       14099     1.17282     1.11339 0.000610423
       14100     1.17262     1.11339 0.000610394
       14101      1.1723      1.1134 0.000610365
       14102     1.17184      1.1134 0.000610336
       14103     1.17126     1.11341 0.000610306
       14104     1.17056     1.11341 0.000610276
       14105     1.16974     1.11342 0.000610246
       14106     1.16881     1.11342 0.000610216
       14107     1.16779     1.11342 0.000610185
       14108     1.16669     1.11343 0.000610153
       14109     1.16552     1.11343 0.000610121
       14110      1.1643     1.11343 0.000610088
       14111     1.16304     1.11344 0.000610055
       14112     1.16177     1.11344 0.000610022
       14113      1.1605     1.11344 0.000609987
       14114     1.15924     1.11345 0.000609953
       14115     1.15801     1.11345 0.000609918
       14116     1.15681     1.11345 0.000609882
       14117     1.15566     1.11346 0.000609847
       14118     1.15456     1.11346  0.00060981
       14119     1.15353     1.11346 0.000609774
       14120     1.15255     1.11347 0.000609737
       14121     1.15165     1.11347   0.0006097
       14122     1.15081     1.11347 0.000609662
       14123     1.15004     1.11347 0.000609624
       14124     1.14933     1.11348 0.000609587
       14125      1.1487     1.11348 0.000609549
       14126     1.14813     1.11348  0.00060951
       14127     1.14763     1.11348 0.000609472
       14128     1.14718     1.11349 0.000609434
       14129     1.14679     1.11349 0.000609395
       14130     1.14645     1.11349 0.000609356
       14131     1.14615     1.11349 0.000609318
       14132     1.14589     1.11349 0.000609279
       14133     1.14564      1.1135  0.00060924
       14134     1.14539      1.1135 0.000609201
       14135     1.14514      1.1135 0.000609162
       14136     1.14485      1.1135 0.000609123
       14137     1.14452     1.11351 0.000609084
       14138     1.14412     1.11351 0.000609045
       14139     1.14364     1.11351 0.000609005
       14140     1.14305     1.11351 0.000608966
       14141     1.14234     1.11351 0.000608926
       14142     1.14149     1.11352 0.000608886
       14143      1.1405     1.11352 0.000608846
       14144     1.13935     1.11352 0.000608806
       14145     1.13804     1.11352 0.000608765
       14146     1.13656     1.11352 0.000608724
       14147     1.13493     1.11352 0.000608683
       14148     1.13314     1.11353 0.000608642
       14149      1.1312     1.11353   0.0006086
       14150     1.12912     1.11353 0.000608558
       14151     1.12691     1.11353 0.000608516
       14152     1.12459     1.11353 0.000608473
       14153     1.12217     1.11353 0.000608431
       14154     1.11967     1.11353 0.000608388
       14155      1.1171     1.11353 0.000608345
       14156     1.11449     1.11353 0.000608302
       14157     1.11185     1.11353 0.000608259
       14158      1.1092     1.11353 0.000608216
       14159     1.10655     1.11353 0.000608173
       14160     1.10392     1.11353 0.000608131
       14161     1.10133     1.11353 0.000608088
       14162      1.0988     1.11353 0.000608046
       14163     1.09635     1.11353 0.000608005
       14164     1.09398     1.11353 0.000607963
       14165     1.09172     1.11352 0.000607922
       14166     1.08959     1.11352 0.000607882
       14167     1.08759     1.11352 0.000607842
       14168     1.08576     1.11352 0.000607802
       14169     1.08409     1.11352 0.000607762
       14170     1.08262     1.11351 0.000607723
       14171     1.08135     1.11351 0.000607685
       14172     1.08029     1.11351 0.000607646
       14173     1.07946     1.11351 0.000607608
       14174     1.07886      1.1135  0.00060757
       14175     1.07849      1.1135 0.000607533
       14176     1.07837      1.1135 0.000607495
       14177     1.07848      1.1135 0.000607457
       14178     1.07882      1.1135 0.000607419
       14179     1.07939     1.11349 0.000607381
       14180     1.08017     1.11349 0.000607343
       14181     1.08116     1.11349 0.000607304
       14182     1.08232     1.11349 0.000607265
       14183     1.08366     1.11348 0.000607226
       14184     1.08515     1.11348 0.000607187
       14185     1.08677     1.11348 0.000607147
       14186     1.08851     1.11348 0.000607106
       14187     1.09034     1.11348 0.000607066
       14188     1.09226     1.11347 0.000607025
       14189     1.09425     1.11347 0.000606984
       14190     1.09629     1.11347 0.000606942
       14191     1.09837     1.11347   0.0006069
       14192     1.10049     1.11347 0.000606858
       14193     1.10264     1.11347 0.000606816
       14194     1.10481     1.11347 0.000606773
       14195     1.10699     1.11347 0.000606731
       14196     1.10918     1.11347 0.000606688
       14197     1.11138     1.11347 0.000606645
       14198     1.11357     1.11347 0.000606603
       14199     1.11575     1.11347  0.00060656
       14200     1.11792     1.11347 0.000606517
       14201     1.12008     1.11347 0.000606475
       14202      1.1222     1.11347 0.000606432
       14203     1.12429     1.11347  0.00060639
       14204     1.12634     1.11347 0.000606348
       14205     1.12833     1.11347 0.000606306
       14206     1.13027     1.11347 0.000606265
       14207     1.13213     1.11347 0.000606224
       14208     1.13391     1.11348 0.000606183
       14209      1.1356     1.11348 0.000606142
       14210     1.13718     1.11348 0.000606102
       14211     1.13866     1.11348 0.000606062
       14212     1.14003     1.11348 0.000606022
       14213     1.14127     1.11349 0.000605982
       14214     1.14239     1.11349 0.000605943
       14215     1.14337     1.11349 0.000605904
       14216     1.14423     1.11349 0.000605865
       14217     1.14494     1.11349 0.000605827
       14218     1.14553      1.1135 0.000605788
       14219     1.14598      1.1135  0.00060575
       14220      1.1463      1.1135 0.000605712
       14221     1.14649      1.1135 0.000605674
       14222     1.14656     1.11351 0.000605636
       14223     1.14652     1.11351 0.000605597
       14224     1.14636     1.11351 0.000605559
       14225      1.1461     1.11351 0.000605521
       14226     1.14574     1.11351 0.000605483
       14227      1.1453     1.11352 0.000605444
       14228     1.14478     1.11352 0.000605406
       14229      1.1442     1.11352 0.000605367
       14230     1.14356     1.11352 0.000605328
       14231     1.14288     1.11353 0.000605289
       14232     1.14216     1.11353  0.00060525
       14233     1.14143     1.11353 0.000605211
       14234     1.14068     1.11353 0.000605171
       14235     1.13994     1.11353 0.000605131
       14236      1.1392     1.11353 0.000605092
       14237     1.13849     1.11354 0.000605052
       14238     1.13782     1.11354 0.000605012
       14239     1.13719     1.11354 0.000604971
       14240     1.13661     1.11354 0.000604931
       14241     1.13609     1.11354 0.000604891
       14242     1.13564     1.11354  0.00060485
       14243     1.13526     1.11355  0.00060481
       14244     1.13496     1.11355 0.000604769
       14245     1.13473     1.11355 0.000604728
       14246     1.13458     1.11355 0.000604688
       14247      1.1345     1.11355 0.000604647
       14248      1.1345     1.11355 0.000604606
       14249     1.13456     1.11355 0.000604566
       14250     1.13468     1.11356 0.000604525
       14251     1.13485     1.11356 0.000604485
       14252     1.13505     1.11356 0.000604444
       14253     1.13528     1.11356 0.000604404
       14254     1.13553     1.11356 0.000604363
       14255     1.13577     1.11356 0.000604323
       14256       1.136     1.11357 0.000604282
       14257     1.13619     1.11357 0.000604242
       14258     1.13633     1.11357 0.000604202
       14259     1.13641     1.11357 0.000604162
       14260      1.1364     1.11357 0.000604121
       14261     1.13629     1.11357 0.000604081
       14262     1.13607     1.11358 0.000604041
       14263     1.13572     1.11358    0.000604
       14264     1.13521     1.11358  0.00060396
       14265     1.13455     1.11358 0.000603919
       14266     1.13371     1.11358 0.000603879
       14267     1.13268     1.11358 0.000603838
       14268     1.13146     1.11358 0.000603797
       14269     1.13003     1.11358 0.000603756
       14270     1.12839     1.11359 0.000603714
       14271     1.12652     1.11359 0.000603673
       14272     1.12443     1.11359 0.000603631
       14273     1.12211     1.11359 0.000603589
       14274     1.11958     1.11359 0.000603547
       14275     1.11682     1.11359 0.000603504
       14276     1.11384     1.11359 0.000603462
       14277     1.11066     1.11359  0.00060342
       14278     1.10727     1.11359 0.000603378
       14279     1.10371     1.11359 0.000603336
       14280     1.09997     1.11359 0.000603295
       14281     1.09607     1.11359 0.000603254
