#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         107    -5.33968    -6.12583   0.0541787
         108    -5.34411    -6.11859   0.0541583
         109    -5.34873    -6.11153   0.0541201
         110    -5.35378    -6.10464   0.0540647
         111    -5.35873    -6.09792   0.0539936
         112    -5.36354    -6.09136   0.0539082
         113    -5.36829    -6.08496   0.0538096
         114     -5.3728    -6.07871    0.053699
         115    -5.37702    -6.07261   0.0535776
         116    -5.38108    -6.06665   0.0534463
         117    -5.38542    -6.06083   0.0533057
         118    -5.38941    -6.05514   0.0531568
         119    -5.39348    -6.04958   0.0530001
         120    -5.39659    -6.04414    0.052837
         121    -5.39993    -6.03881   0.0526679
         122     -5.4026     -6.0336   0.0524937
         123    -5.40522    -6.02849    0.052315
         124    -5.40839    -6.02349   0.0521315
         125    -5.41107    -6.01859   0.0519442
         126    -5.41358    -6.01379   0.0517534
         127    -5.41548    -6.00908   0.0515599
         128    -5.41739    -6.00445   0.0513638
         129    -5.41888    -5.99992   0.0511659
         130    -5.42055    -5.99546    0.050966
         131    -5.42213    -5.99108   0.0507645
         132    -5.42424    -5.98679   0.0505612
         133    -5.42538    -5.98257    0.050357
         134    -5.42678    -5.97842   0.0501517
         135    -5.42782    -5.97434   0.0499458
         136    -5.42854    -5.97033   0.0497395
         137    -5.43043    -5.96639   0.0495323
         138    -5.43124    -5.96251   0.0493249
         139    -5.43234    -5.95869   0.0491173
         140    -5.43387    -5.95495   0.0489093
         141    -5.43507    -5.95126   0.0487012
         142    -5.43625    -5.94763   0.0484931
         143    -5.43771    -5.94407   0.0482849
         144    -5.43853    -5.94056   0.0480771
         145    -5.43947     -5.9371   0.0478696
         146    -5.44037     -5.9337   0.0476624
         147    -5.44184    -5.93035   0.0474555
         148     -5.4422    -5.92705   0.0472493
         149    -5.44342    -5.92381   0.0470436
         150    -5.44445    -5.92061   0.0468384
         151    -5.44527    -5.91746   0.0466339
         152    -5.44604    -5.91436   0.0464301
         153    -5.44677    -5.91131   0.0462271
         154    -5.44731    -5.90829    0.046025
         155    -5.44813    -5.90532   0.0458237
         156    -5.44848     -5.9024   0.0456234
         157    -5.44927    -5.89951    0.045424
         158    -5.45023    -5.89667   0.0452255
         159    -5.45075    -5.89386   0.0450279
         160    -5.45145     -5.8911   0.0448313
         161    -5.45281    -5.88837   0.0446354
         162    -5.45422    -5.88569   0.0444403
         163    -5.45509    -5.88305   0.0442461
         164     -5.4565    -5.88045   0.0440527
         165    -5.45767    -5.87789   0.0438601
         166    -5.45848    -5.87536   0.0436686
         167    -5.45981    -5.87287    0.043478
         168    -5.46166    -5.87043    0.043288
         169    -5.46296    -5.86802    0.043099
         170    -5.46415    -5.86564   0.0429109
         171    -5.46522     -5.8633   0.0427238
         172    -5.46688    -5.86099   0.0425375
         173    -5.46822    -5.85872   0.0423522
         174    -5.46906    -5.85648   0.0421679
         175    -5.46997    -5.85427   0.0419848
         176    -5.47154     -5.8521   0.0418025
         177    -5.47252    -5.84996   0.0416213
         178     -5.4735    -5.84784   0.0414412
         179    -5.47401    -5.84575   0.0412622
         180    -5.47387    -5.84369   0.0410847
         181    -5.47397    -5.84164   0.0409085
         182    -5.47416    -5.83962   0.0407335
         183    -5.47382    -5.83763   0.0405599
         184     -5.4731    -5.83564   0.0403878
         185    -5.47215    -5.83368   0.0402173
         186    -5.47158    -5.83173   0.0400482
         187     -5.4702     -5.8298   0.0398806
         188    -5.46876    -5.82788   0.0397147
         189    -5.46684    -5.82597   0.0395505
         190    -5.46505    -5.82407   0.0393879
         191    -5.46296    -5.82218   0.0392271
         192    -5.46119     -5.8203   0.0390678
         193    -5.45872    -5.81843   0.0389103
         194    -5.45617    -5.81656   0.0387545
         195    -5.45387     -5.8147   0.0386003
         196    -5.45169    -5.81285   0.0384478
         197     -5.4495      -5.811   0.0382968
         198    -5.44732    -5.80916   0.0381474
         199    -5.44533    -5.80734   0.0379995
         200    -5.44369    -5.80552    0.037853
         201    -5.44137    -5.80371    0.037708
         202    -5.43929     -5.8019   0.0375645
         203    -5.43747    -5.80011   0.0374223
         204    -5.43563    -5.79832   0.0372815
         205    -5.43376    -5.79654    0.037142
         206     -5.4325    -5.79477   0.0370037
         207    -5.43124    -5.79302   0.0368666
         208     -5.4297    -5.79127   0.0367307
         209    -5.42848    -5.78954    0.036596
         210    -5.42761    -5.78781   0.0364623
         211    -5.42708     -5.7861   0.0363295
         212    -5.42691    -5.78441   0.0361977
         213    -5.42681    -5.78273   0.0360666
         214    -5.42678    -5.78107   0.0359364
         215    -5.42745    -5.77942   0.0358069
         216    -5.42837     -5.7778    0.035678
         217    -5.42925    -5.77619   0.0355497
         218    -5.42981     -5.7746   0.0354221
         219    -5.43111    -5.77303   0.0352951
         220    -5.43256    -5.77149   0.0351686
         221    -5.43446    -5.76996   0.0350425
         222    -5.43684    -5.76846   0.0349167
         223    -5.43938    -5.76698   0.0347913
         224    -5.44269    -5.76554   0.0346661
         225    -5.44603    -5.76412   0.0345411
         226    -5.44983    -5.76273   0.0344163
         227    -5.45378    -5.76136   0.0342916
         228    -5.45803    -5.76003    0.034167
         229    -5.46238    -5.75873   0.0340425
         230    -5.46683    -5.75747   0.0339181
         231    -5.47181    -5.75623   0.0337938
         232    -5.47651    -5.75502   0.0336697
         233    -5.48272    -5.75385   0.0335454
         234     -5.4883    -5.75272   0.0334213
         235    -5.49364    -5.75162   0.0332972
         236    -5.49916    -5.75055   0.0331733
         237    -5.50483    -5.74951   0.0330495
         238     -5.5103    -5.74851    0.032926
         239    -5.51599    -5.74753   0.0328026
         240    -5.52125    -5.74659   0.0326794
         241    -5.52637    -5.74568   0.0325566
         242    -5.53146    -5.74479   0.0324341
         243    -5.53694    -5.74394   0.0323119
         244     -5.5416    -5.74311   0.0321901
         245    -5.54585     -5.7423   0.0320688
         246       -5.55    -5.74152    0.031948
         247    -5.55372    -5.74076   0.0318277
         248    -5.55687    -5.74002    0.031708
         249    -5.55988    -5.73929   0.0315889
         250    -5.56247    -5.73859   0.0314704
         251    -5.56508     -5.7379   0.0313526
         252    -5.56773    -5.73722   0.0312355
         253    -5.56966    -5.73656   0.0311191
         254    -5.57178    -5.73591   0.0310033
         255    -5.57352    -5.73527   0.0308883
         256    -5.57502    -5.73465   0.0307739
         257    -5.57616    -5.73403   0.0306604
         258    -5.57739    -5.73342   0.0305476
         259    -5.57798    -5.73282   0.0304355
         260    -5.57854    -5.73223   0.0303242
         261    -5.57834    -5.73164   0.0302138
         262    -5.57874    -5.73106   0.0301041
         263     -5.5787    -5.73048   0.0299952
         264    -5.57853     -5.7299   0.0298871
         265     -5.5781    -5.72933   0.0297798
         266    -5.57803    -5.72876   0.0296733
         267     -5.5774    -5.72819   0.0295676
         268    -5.57715    -5.72763   0.0294626
         269    -5.57682    -5.72707   0.0293584
         270    -5.57597    -5.72651    0.029255
         271    -5.57536    -5.72595   0.0291524
         272     -5.5747    -5.72539   0.0290505
         273    -5.57383    -5.72484   0.0289494
         274    -5.57323    -5.72429    0.028849
         275    -5.57152    -5.72373   0.0287495
         276    -5.57083    -5.72318   0.0286506
         277    -5.56994    -5.72262   0.0285526
         278    -5.56932    -5.72207   0.0284552
         279    -5.56805    -5.72152   0.0283585
         280    -5.56764    -5.72097   0.0282626
         281    -5.56689    -5.72042   0.0281673
         282    -5.56578    -5.71987   0.0280728
         283    -5.56402    -5.71932    0.027979
         284    -5.56265    -5.71877   0.0278859
         285    -5.56152    -5.71822   0.0277935
         286    -5.56002    -5.71767   0.0277018
         287    -5.55845    -5.71711   0.0276109
         288    -5.55711    -5.71656   0.0275206
         289    -5.55522      -5.716    0.027431
         290    -5.55339    -5.71544   0.0273422
         291    -5.55162    -5.71487    0.027254
         292     -5.5499    -5.71431   0.0271665
         293    -5.54792    -5.71374   0.0270797
         294    -5.54583    -5.71317   0.0269936
         295    -5.54348     -5.7126   0.0269083
         296     -5.5407    -5.71201   0.0268236
         297    -5.53826    -5.71143   0.0267397
         298     -5.5357    -5.71084   0.0266565
         299    -5.53287    -5.71024    0.026574
         300    -5.53008    -5.70964   0.0264922
         301    -5.52732    -5.70904   0.0264111
         302    -5.52401    -5.70843   0.0263307
         303    -5.52075    -5.70781   0.0262511
         304    -5.51784    -5.70718   0.0261722
         305     -5.5144    -5.70655    0.026094
         306    -5.51089    -5.70591   0.0260166
         307    -5.50731    -5.70526   0.0259399
         308    -5.50382    -5.70461   0.0258639
         309    -5.49984    -5.70395   0.0257887
         310    -5.49582    -5.70327   0.0257142
         311    -5.49207     -5.7026   0.0256405
         312    -5.48861    -5.70191   0.0255675
         313    -5.48498    -5.70122   0.0254952
         314    -5.48104    -5.70052   0.0254237
         315    -5.47771    -5.69981   0.0253528
         316    -5.47407    -5.69909   0.0252826
         317    -5.47044    -5.69837   0.0252131
         318    -5.46681    -5.69764   0.0251444
         319    -5.46348    -5.69691   0.0250763
         320    -5.45969    -5.69617   0.0250089
         321    -5.45591    -5.69542   0.0249421
         322    -5.45196    -5.69466   0.0248761
         323    -5.44831     -5.6939   0.0248108
         324    -5.44449    -5.69313   0.0247462
         325     -5.4411    -5.69236   0.0246822
         326    -5.43725    -5.69157   0.0246189
         327    -5.43352    -5.69078   0.0245562
         328    -5.42993    -5.68999   0.0244942
         329    -5.42647    -5.68919   0.0244329
         330      -5.423    -5.68838   0.0243722
         331    -5.41891    -5.68757   0.0243121
         332    -5.41513    -5.68675   0.0242527
         333    -5.41135    -5.68592    0.024194
         334     -5.4073    -5.68509   0.0241359
         335    -5.40329    -5.68424   0.0240785
         336    -5.39949     -5.6834   0.0240218
         337    -5.39591    -5.68254   0.0239656
         338    -5.39198    -5.68168   0.0239102
         339    -5.38801    -5.68082   0.0238553
         340    -5.38479    -5.67995    0.023801
         341    -5.38188    -5.67907   0.0237473
         342    -5.37884     -5.6782   0.0236941
         343    -5.37646    -5.67732   0.0236413
         344    -5.37385    -5.67643    0.023589
         345    -5.37164    -5.67555   0.0235372
         346    -5.36938    -5.67467   0.0234858
         347    -5.36724    -5.67378   0.0234348
         348    -5.36584    -5.67289   0.0233842
         349    -5.36459    -5.67201   0.0233339
         350    -5.36379    -5.67113   0.0232838
         351    -5.36345    -5.67025    0.023234
         352    -5.36312    -5.66938   0.0231843
         353     -5.3634    -5.66851   0.0231349
         354    -5.36445    -5.66766   0.0230854
         355     -5.3646     -5.6668   0.0230362
         356    -5.36565    -5.66596    0.022987
         357     -5.3673    -5.66512   0.0229378
         358    -5.36878    -5.66429   0.0228887
         359    -5.37053    -5.66347   0.0228396
         360    -5.37254    -5.66267   0.0227904
         361    -5.37494    -5.66187   0.0227412
         362    -5.37756    -5.66108    0.022692
         363    -5.38024    -5.66031   0.0226426
         364    -5.38296    -5.65955   0.0225932
         365     -5.3866     -5.6588   0.0225437
         366    -5.38993    -5.65806   0.0224941
         367    -5.39353    -5.65734   0.0224443
         368    -5.39679    -5.65664   0.0223945
         369    -5.39998    -5.65594   0.0223446
         370    -5.40339    -5.65526   0.0222947
         371    -5.40699    -5.65459   0.0222446
         372    -5.41047    -5.65393   0.0221945
         373    -5.41455    -5.65329   0.0221443
         374    -5.41847    -5.65266   0.0220939
         375    -5.42191    -5.65205   0.0220436
         376    -5.42545    -5.65144   0.0219932
         377    -5.42909    -5.65086   0.0219428
         378    -5.43236    -5.65028   0.0218923
         379     -5.4363    -5.64971   0.0218419
         380    -5.43939    -5.64916   0.0217914
         381    -5.44253    -5.64862   0.0217409
         382    -5.44571    -5.64809   0.0216905
         383    -5.44846    -5.64756   0.0216401
         384    -5.45184    -5.64705   0.0215898
         385    -5.45433    -5.64655   0.0215395
         386    -5.45668    -5.64606   0.0214893
         387    -5.45903    -5.64558   0.0214392
         388    -5.46107     -5.6451   0.0213892
         389    -5.46309    -5.64464   0.0213394
         390    -5.46494    -5.64417   0.0212896
         391    -5.46736    -5.64372     0.02124
         392    -5.46943    -5.64328   0.0211905
         393      -5.471    -5.64284   0.0211411
         394    -5.47236    -5.64241   0.0210918
         395    -5.47334    -5.64198   0.0210428
         396    -5.47364    -5.64155   0.0209939
         397    -5.47414    -5.64113   0.0209453
         398    -5.47408    -5.64071   0.0208969
         399    -5.47437     -5.6403   0.0208487
         400    -5.47454    -5.63988   0.0208007
         401    -5.47398    -5.63947   0.0207529
         402     -5.4733    -5.63905   0.0207054
         403    -5.47219    -5.63864   0.0206582
         404    -5.47066    -5.63822   0.0206112
         405    -5.46977    -5.63781   0.0205645
         406    -5.46772    -5.63739   0.0205181
         407    -5.46544    -5.63697   0.0204721
         408    -5.46265    -5.63654   0.0204263
         409    -5.45998    -5.63611    0.020381
         410    -5.45746    -5.63567   0.0203359
         411    -5.45436    -5.63523   0.0202912
         412    -5.45149    -5.63478   0.0202469
         413    -5.44873    -5.63433   0.0202028
         414    -5.44673    -5.63388   0.0201591
         415    -5.44418    -5.63342   0.0201157
         416    -5.44157    -5.63296   0.0200727
         417    -5.43863     -5.6325   0.0200299
         418    -5.43615    -5.63203   0.0199875
         419    -5.43403    -5.63155   0.0199454
         420    -5.43212    -5.63108   0.0199036
         421    -5.43014     -5.6306    0.019862
         422    -5.42886    -5.63012   0.0198207
         423    -5.42723    -5.62964   0.0197797
         424    -5.42628    -5.62917   0.0197388
         425    -5.42541    -5.62869   0.0196982
         426    -5.42443    -5.62821   0.0196578
         427    -5.42453    -5.62773   0.0196175
         428    -5.42448    -5.62725   0.0195774
         429    -5.42423    -5.62678   0.0195375
         430    -5.42421    -5.62631   0.0194978
         431    -5.42421    -5.62584   0.0194582
         432    -5.42406    -5.62537   0.0194187
         433    -5.42403    -5.62491   0.0193795
         434    -5.42393    -5.62445   0.0193403
         435    -5.42388    -5.62398   0.0193014
         436    -5.42311    -5.62352   0.0192626
         437    -5.42312    -5.62307    0.019224
         438    -5.42222    -5.62261   0.0191856
         439    -5.42147    -5.62215   0.0191473
         440    -5.41951    -5.62169   0.0191093
         441    -5.41845    -5.62123   0.0190716
         442    -5.41693    -5.62077    0.019034
         443    -5.41543     -5.6203   0.0189967
         444     -5.4138    -5.61984   0.0189596
         445     -5.4119    -5.61937   0.0189228
         446     -5.4096     -5.6189   0.0188862
         447    -5.40737    -5.61843   0.0188498
         448    -5.40568    -5.61795   0.0188138
         449     -5.4032    -5.61747   0.0187779
         450    -5.40084    -5.61699   0.0187424
         451    -5.39862    -5.61651   0.0187071
         452    -5.39595    -5.61602    0.018672
         453    -5.39391    -5.61553   0.0186373
         454     -5.3916    -5.61504   0.0186027
         455    -5.38978    -5.61454   0.0185684
         456    -5.38755    -5.61404   0.0185344
         457    -5.38554    -5.61354   0.0185006
         458    -5.38358    -5.61304    0.018467
         459     -5.3823    -5.61254   0.0184336
         460    -5.38048    -5.61203   0.0184004
         461    -5.37859    -5.61153   0.0183675
         462    -5.37707    -5.61102   0.0183347
         463    -5.37578    -5.61051   0.0183022
         464    -5.37382       -5.61   0.0182698
         465    -5.37226    -5.60949   0.0182377
         466    -5.37108    -5.60898   0.0182057
         467    -5.37031    -5.60847   0.0181739
         468    -5.36951    -5.60796   0.0181423
         469    -5.36882    -5.60745   0.0181107
         470    -5.36795    -5.60694   0.0180794
         471    -5.36722    -5.60643   0.0180482
         472    -5.36664    -5.60592   0.0180171
         473    -5.36622    -5.60541   0.0179861
         474    -5.36595    -5.60491   0.0179552
         475    -5.36585    -5.60441   0.0179245
         476    -5.36561     -5.6039   0.0178939
         477    -5.36584     -5.6034   0.0178633
         478    -5.36637    -5.60291   0.0178328
         479    -5.36675    -5.60242   0.0178024
         480    -5.36786    -5.60193    0.017772
         481    -5.36894    -5.60144   0.0177417
         482    -5.36981    -5.60096   0.0177114
         483     -5.3709    -5.60049   0.0176811
         484    -5.37218    -5.60001   0.0176509
         485    -5.37317    -5.59955   0.0176207
         486    -5.37401    -5.59908   0.0175905
         487    -5.37495    -5.59862   0.0175604
         488    -5.37612    -5.59817   0.0175304
         489    -5.37689    -5.59771   0.0175003
         490    -5.37815    -5.59727   0.0174704
         491    -5.37942    -5.59682   0.0174404
         492    -5.37946    -5.59638   0.0174106
         493    -5.38006    -5.59594   0.0173808
         494    -5.38002     -5.5955   0.0173511
         495     -5.3805    -5.59507   0.0173215
         496    -5.38046    -5.59464   0.0172919
         497    -5.37958     -5.5942   0.0172626
         498     -5.3789    -5.59377   0.0172333
         499    -5.37827    -5.59334   0.0172042
         500    -5.37709    -5.59291   0.0171752
         501    -5.37534    -5.59247   0.0171464
         502    -5.37364    -5.59204   0.0171178
         503    -5.37153     -5.5916   0.0170894
         504    -5.36918    -5.59116   0.0170612
         505    -5.36674    -5.59071   0.0170332
         506    -5.36438    -5.59027   0.0170054
         507     -5.3615    -5.58981   0.0169778
         508    -5.35796    -5.58936   0.0169506
         509    -5.35514     -5.5889   0.0169235
         510    -5.35125    -5.58843   0.0168967
         511    -5.34752    -5.58796   0.0168702
         512    -5.34367    -5.58748    0.016844
         513    -5.33988      -5.587   0.0168181
         514    -5.33557    -5.58651   0.0167925
         515    -5.33167    -5.58602   0.0167672
         516    -5.32776    -5.58552   0.0167422
         517     -5.3231    -5.58501   0.0167175
         518    -5.31909     -5.5845   0.0166931
         519    -5.31497    -5.58398    0.016669
         520    -5.31108    -5.58345   0.0166452
         521    -5.30773    -5.58292   0.0166217
         522    -5.30418    -5.58239   0.0165984
         523    -5.30089    -5.58185   0.0165754
         524    -5.29727    -5.58131   0.0165526
         525    -5.29392    -5.58076   0.0165302
         526    -5.29038    -5.58021   0.0165079
         527    -5.28711    -5.57965    0.016486
         528    -5.28379    -5.57909   0.0164643
         529    -5.28089    -5.57853   0.0164428
         530    -5.27839    -5.57796   0.0164215
         531    -5.27553    -5.57739   0.0164005
         532    -5.27261    -5.57682   0.0163797
         533    -5.27009    -5.57624    0.016359
         534    -5.26782    -5.57567   0.0163386
         535    -5.26565    -5.57509   0.0163183
         536    -5.26373     -5.5745   0.0162982
         537    -5.26132    -5.57392   0.0162783
         538    -5.25934    -5.57334   0.0162585
         539    -5.25749    -5.57275   0.0162389
         540    -5.25566    -5.57216   0.0162195
         541    -5.25384    -5.57158   0.0162002
         542    -5.25297    -5.57099   0.0161809
         543    -5.25154     -5.5704   0.0161618
         544    -5.25035    -5.56981   0.0161428
         545     -5.2503    -5.56922   0.0161238
         546    -5.25006    -5.56864   0.0161049
         547    -5.24979    -5.56806    0.016086
         548     -5.2495    -5.56748   0.0160672
         549    -5.24981     -5.5669   0.0160483
         550    -5.25089    -5.56632   0.0160294
         551    -5.25212    -5.56575   0.0160105
         552    -5.25366    -5.56519   0.0159914
         553    -5.25521    -5.56463   0.0159723
         554    -5.25752    -5.56407   0.0159531
         555    -5.25969    -5.56352   0.0159338
         556    -5.26261    -5.56298   0.0159143
         557    -5.26566    -5.56245   0.0158947
         558    -5.26854    -5.56192   0.0158749
         559    -5.27154     -5.5614    0.015855
         560    -5.27554    -5.56089   0.0158349
         561    -5.27933    -5.56039   0.0158147
         562    -5.28304     -5.5599   0.0157942
         563    -5.28725    -5.55941   0.0157736
         564    -5.29211    -5.55894   0.0157527
         565    -5.29698    -5.55847   0.0157317
         566    -5.30201    -5.55802   0.0157104
         567    -5.30687    -5.55758    0.015689
         568    -5.31199    -5.55715   0.0156673
         569    -5.31752    -5.55673   0.0156454
         570    -5.32344    -5.55632   0.0156233
         571    -5.32913    -5.55592    0.015601
         572    -5.33442    -5.55553   0.0155786
         573    -5.33976    -5.55515   0.0155559
         574    -5.34574    -5.55479   0.0155331
         575    -5.35144    -5.55444   0.0155101
         576    -5.35715    -5.55409    0.015487
         577    -5.36303    -5.55376   0.0154637
         578    -5.36861    -5.55344   0.0154402
         579    -5.37404    -5.55313   0.0154167
         580    -5.37992    -5.55283    0.015393
         581     -5.3858    -5.55255   0.0153692
         582    -5.39137    -5.55227   0.0153453
         583     -5.3974      -5.552   0.0153212
         584    -5.40343    -5.55175   0.0152971
         585    -5.40901     -5.5515   0.0152729
         586    -5.41459    -5.55127   0.0152486
         587    -5.42078    -5.55105   0.0152243
         588    -5.42652    -5.55084   0.0151999
         589    -5.43181    -5.55064   0.0151754
         590    -5.43785    -5.55044   0.0151509
         591    -5.44357    -5.55026   0.0151263
         592    -5.44898    -5.55009   0.0151017
         593    -5.45481    -5.54993   0.0150771
         594    -5.46016    -5.54978   0.0150525
         595    -5.46575    -5.54964   0.0150279
         596    -5.47066    -5.54951   0.0150032
         597    -5.47639    -5.54938   0.0149786
         598    -5.48127    -5.54927    0.014954
         599    -5.48616    -5.54916   0.0149294
         600    -5.49121    -5.54907   0.0149048
         601    -5.49594    -5.54898   0.0148803
         602    -5.50065     -5.5489   0.0148558
         603    -5.50471    -5.54883   0.0148313
         604    -5.50915    -5.54876   0.0148069
         605    -5.51337     -5.5487   0.0147826
         606     -5.5172    -5.54865   0.0147583
         607    -5.52063     -5.5486    0.014734
         608    -5.52396    -5.54856   0.0147098
         609    -5.52688    -5.54853   0.0146857
         610    -5.52939     -5.5485   0.0146617
         611    -5.53134    -5.54847   0.0146377
         612    -5.53305    -5.54844   0.0146138
         613    -5.53467    -5.54842     0.01459
         614    -5.53636     -5.5484   0.0145662
         615    -5.53768    -5.54838   0.0145426
         616    -5.53894    -5.54837    0.014519
         617    -5.54002    -5.54835   0.0144954
         618    -5.54168    -5.54834    0.014472
         619    -5.54229    -5.54833   0.0144486
         620    -5.54321    -5.54833   0.0144253
         621    -5.54372    -5.54832   0.0144021
         622    -5.54443    -5.54831   0.0143789
         623     -5.5449    -5.54831   0.0143559
         624    -5.54501     -5.5483   0.0143329
         625    -5.54551     -5.5483   0.0143099
         626    -5.54536    -5.54829   0.0142871
         627    -5.54533    -5.54829   0.0142643
         628    -5.54542    -5.54828   0.0142416
         629     -5.5455    -5.54828   0.0142189
         630     -5.5454    -5.54827   0.0141964
         631    -5.54559    -5.54827   0.0141739
         632    -5.54591    -5.54827   0.0141514
         633    -5.54606    -5.54826   0.0141291
         634    -5.54589    -5.54826   0.0141068
         635    -5.54599    -5.54826   0.0140846
         636     -5.5459    -5.54825   0.0140624
         637    -5.54623    -5.54825   0.0140404
         638    -5.54591    -5.54824   0.0140183
         639    -5.54524    -5.54824   0.0139964
         640    -5.54482    -5.54823   0.0139745
         641    -5.54419    -5.54823   0.0139527
         642    -5.54351    -5.54822    0.013931
         643    -5.54382    -5.54821   0.0139093
         644    -5.54333    -5.54821   0.0138877
         645    -5.54279     -5.5482   0.0138662
         646    -5.54235    -5.54819   0.0138448
         647    -5.54172    -5.54818   0.0138234
         648    -5.54107    -5.54817    0.013802
         649    -5.54054    -5.54816   0.0137808
         650    -5.53986    -5.54814   0.0137596
         651    -5.53933    -5.54813   0.0137384
         652    -5.53866    -5.54812   0.0137174
         653    -5.53802     -5.5481   0.0136964
         654    -5.53696    -5.54808   0.0136755
         655     -5.5361    -5.54806   0.0136546
         656    -5.53468    -5.54804   0.0136338
         657    -5.53437    -5.54802   0.0136131
         658    -5.53412      -5.548   0.0135924
         659    -5.53377    -5.54798   0.0135718
         660    -5.53302    -5.54796   0.0135512
         661    -5.53278    -5.54794   0.0135307
         662    -5.53258    -5.54791   0.0135103
         663    -5.53272    -5.54789     0.01349
         664    -5.53273    -5.54787   0.0134697
         665    -5.53275    -5.54784   0.0134494
         666    -5.53247    -5.54782   0.0134293
         667    -5.53217     -5.5478   0.0134091
