#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        7753     -5.5793     -5.4598  0.00142646
        7754    -5.57833    -5.45981  0.00142635
        7755    -5.57745    -5.45983  0.00142625
        7756    -5.57622    -5.45984  0.00142615
        7757    -5.57402    -5.45986  0.00142604
        7758    -5.57178    -5.45987  0.00142593
        7759    -5.56965    -5.45989  0.00142581
        7760    -5.56687     -5.4599   0.0014257
        7761    -5.56466    -5.45991  0.00142558
        7762    -5.56151    -5.45993  0.00142545
        7763    -5.55879    -5.45994  0.00142533
        7764    -5.55573    -5.45995   0.0014252
        7765    -5.55235    -5.45996  0.00142506
        7766    -5.54909    -5.45998  0.00142493
        7767     -5.5452    -5.45999  0.00142478
        7768    -5.54113       -5.46  0.00142464
        7769    -5.53674    -5.46001  0.00142449
        7770    -5.53248    -5.46002  0.00142434
        7771     -5.5285    -5.46003  0.00142418
        7772    -5.52405    -5.46003  0.00142402
        7773    -5.51927    -5.46004  0.00142386
        7774    -5.51462    -5.46005  0.00142369
        7775    -5.50935    -5.46005  0.00142352
        7776    -5.50421    -5.46006  0.00142335
        7777     -5.4989    -5.46007  0.00142318
        7778    -5.49344    -5.46007    0.001423
        7779    -5.48811    -5.46007  0.00142282
        7780    -5.48232    -5.46008  0.00142264
        7781    -5.47622    -5.46008  0.00142246
        7782    -5.47043    -5.46008  0.00142228
        7783    -5.46434    -5.46008   0.0014221
        7784    -5.45825    -5.46008  0.00142191
        7785    -5.45173    -5.46008  0.00142173
        7786    -5.44477    -5.46008  0.00142155
        7787    -5.43784    -5.46007  0.00142137
        7788    -5.43048    -5.46007  0.00142119
        7789    -5.42392    -5.46007  0.00142102
        7790    -5.41681    -5.46006  0.00142085
        7791     -5.4093    -5.46005  0.00142068
        7792    -5.40156    -5.46005  0.00142052
        7793    -5.39435    -5.46004  0.00142036
        7794    -5.38693    -5.46003  0.00142021
        7795    -5.37946    -5.46002  0.00142006
        7796     -5.3718    -5.46001  0.00141993
        7797    -5.36443    -5.45999   0.0014198
        7798    -5.35645    -5.45998  0.00141968
        7799    -5.34894    -5.45997  0.00141957
        7800    -5.34132    -5.45995  0.00141947
        7801     -5.3339    -5.45994  0.00141938
        7802    -5.32671    -5.45992   0.0014193
        7803    -5.31976     -5.4599  0.00141923
        7804    -5.31325    -5.45988  0.00141917
        7805    -5.30612    -5.45986  0.00141913
        7806    -5.29931    -5.45984  0.00141909
        7807    -5.29239    -5.45982  0.00141907
        7808    -5.28585     -5.4598  0.00141907
        7809    -5.28031    -5.45977  0.00141907
        7810    -5.27399    -5.45975  0.00141909
        7811    -5.26858    -5.45973  0.00141912
        7812    -5.26349     -5.4597  0.00141916
        7813     -5.2583    -5.45968  0.00141921
        7814    -5.25378    -5.45965  0.00141927
        7815    -5.24905    -5.45962  0.00141935
        7816    -5.24609    -5.45959  0.00141943
        7817    -5.24266    -5.45957  0.00141952
        7818    -5.23966    -5.45954  0.00141962
        7819    -5.23743    -5.45951  0.00141972
        7820     -5.2352    -5.45948  0.00141983
        7821    -5.23389    -5.45945  0.00141994
        7822    -5.23276    -5.45942  0.00142005
        7823    -5.23256    -5.45939  0.00142017
        7824    -5.23253    -5.45937  0.00142028
        7825    -5.23283    -5.45934   0.0014204
        7826     -5.2339    -5.45931  0.00142051
        7827    -5.23499    -5.45928  0.00142061
        7828    -5.23684    -5.45925  0.00142072
        7829     -5.2393    -5.45922  0.00142081
        7830    -5.24189     -5.4592   0.0014209
        7831    -5.24506    -5.45917  0.00142098
        7832    -5.24835    -5.45914  0.00142106
        7833    -5.25218    -5.45911  0.00142112
        7834    -5.25623    -5.45909  0.00142118
        7835    -5.26064    -5.45906  0.00142122
        7836    -5.26553    -5.45904  0.00142125
        7837    -5.27072    -5.45901  0.00142128
        7838    -5.27574    -5.45899  0.00142129
        7839    -5.28206    -5.45897  0.00142128
        7840    -5.28814    -5.45895  0.00142127
        7841    -5.29424    -5.45893  0.00142124
        7842    -5.30034    -5.45891  0.00142121
        7843    -5.30699    -5.45889  0.00142116
        7844    -5.31357    -5.45887   0.0014211
        7845    -5.32034    -5.45885  0.00142103
        7846    -5.32696    -5.45883  0.00142094
        7847    -5.33355    -5.45882  0.00142085
        7848    -5.33978     -5.4588  0.00142075
        7849    -5.34653    -5.45879  0.00142064
        7850    -5.35285    -5.45877  0.00142053
        7851    -5.35934    -5.45876   0.0014204
        7852    -5.36521    -5.45875  0.00142027
        7853     -5.3712    -5.45874  0.00142013
        7854    -5.37698    -5.45873  0.00141999
        7855    -5.38225    -5.45872  0.00141984
        7856    -5.38775    -5.45871  0.00141969
        7857    -5.39331     -5.4587  0.00141954
        7858    -5.39759    -5.45869  0.00141938
        7859    -5.40222    -5.45869  0.00141921
        7860    -5.40587    -5.45868  0.00141905
        7861    -5.41019    -5.45867  0.00141888
        7862    -5.41413    -5.45867  0.00141871
        7863     -5.4177    -5.45866  0.00141854
        7864    -5.42122    -5.45866  0.00141837
        7865    -5.42424    -5.45865   0.0014182
        7866    -5.42725    -5.45865  0.00141802
        7867    -5.42979    -5.45865  0.00141785
        7868    -5.43233    -5.45864  0.00141767
        7869    -5.43475    -5.45864  0.00141749
        7870    -5.43691    -5.45864  0.00141732
        7871    -5.43928    -5.45863  0.00141714
        7872    -5.44173    -5.45863  0.00141696
        7873    -5.44382    -5.45863  0.00141678
        7874    -5.44646    -5.45863   0.0014166
        7875    -5.44922    -5.45863  0.00141642
        7876    -5.45135    -5.45863  0.00141624
        7877    -5.45361    -5.45863  0.00141606
        7878     -5.4557    -5.45863  0.00141588
        7879    -5.45763    -5.45863   0.0014157
        7880       -5.46    -5.45863  0.00141552
        7881    -5.46189    -5.45863  0.00141534
        7882    -5.46391    -5.45863  0.00141517
        7883    -5.46606    -5.45863  0.00141499
        7884    -5.46847    -5.45863  0.00141481
        7885    -5.47007    -5.45863  0.00141463
        7886    -5.47161    -5.45863  0.00141445
        7887    -5.47308    -5.45863  0.00141427
        7888    -5.47492    -5.45864  0.00141409
        7889    -5.47666    -5.45864  0.00141392
        7890    -5.47828    -5.45864  0.00141374
        7891    -5.47949    -5.45864  0.00141356
        7892    -5.48132    -5.45865  0.00141339
        7893    -5.48241    -5.45865  0.00141321
        7894     -5.4832    -5.45865  0.00141304
        7895    -5.48399    -5.45866  0.00141286
        7896    -5.48463    -5.45866  0.00141268
        7897    -5.48527    -5.45866  0.00141251
        7898    -5.48561    -5.45867  0.00141234
        7899    -5.48626    -5.45867  0.00141216
        7900    -5.48616    -5.45867  0.00141199
        7901    -5.48578    -5.45868  0.00141181
        7902    -5.48573    -5.45868  0.00141164
        7903    -5.48512    -5.45868  0.00141146
        7904    -5.48487    -5.45869  0.00141129
        7905    -5.48394    -5.45869  0.00141111
        7906    -5.48295    -5.45869  0.00141094
        7907    -5.48238    -5.45869  0.00141076
        7908    -5.48225     -5.4587  0.00141059
        7909    -5.48153     -5.4587  0.00141041
        7910    -5.48068     -5.4587  0.00141024
        7911    -5.48034    -5.45871  0.00141006
        7912    -5.47948    -5.45871  0.00140988
        7913    -5.47902    -5.45871  0.00140971
        7914    -5.47854    -5.45871  0.00140953
        7915     -5.4785    -5.45872  0.00140936
        7916    -5.47832    -5.45872  0.00140918
        7917    -5.47863    -5.45872  0.00140901
        7918    -5.47959    -5.45872  0.00140883
        7919    -5.48059    -5.45873  0.00140865
        7920    -5.48135    -5.45873  0.00140848
        7921    -5.48185    -5.45873  0.00140831
        7922    -5.48362    -5.45874  0.00140813
        7923    -5.48558    -5.45874  0.00140796
        7924    -5.48712    -5.45874  0.00140778
        7925    -5.48883    -5.45875  0.00140761
        7926    -5.49069    -5.45875  0.00140744
        7927    -5.49374    -5.45876  0.00140727
        7928    -5.49585    -5.45876   0.0014071
        7929    -5.49819    -5.45876  0.00140693
        7930    -5.50074    -5.45877  0.00140676
        7931    -5.50317    -5.45878   0.0014066
        7932    -5.50577    -5.45878  0.00140643
        7933    -5.50834    -5.45879  0.00140627
        7934    -5.51087    -5.45879  0.00140611
        7935    -5.51304     -5.4588  0.00140595
        7936    -5.51557    -5.45881  0.00140579
        7937    -5.51739    -5.45882  0.00140563
        7938    -5.51908    -5.45882  0.00140547
        7939    -5.52078    -5.45883  0.00140532
        7940    -5.52277    -5.45884  0.00140516
        7941    -5.52399    -5.45885  0.00140501
        7942    -5.52533    -5.45886  0.00140486
        7943    -5.52694    -5.45886  0.00140471
        7944    -5.52822    -5.45887  0.00140456
        7945    -5.52916    -5.45888  0.00140441
        7946    -5.53006    -5.45889  0.00140426
        7947    -5.53094     -5.4589  0.00140411
        7948    -5.53088    -5.45891  0.00140397
        7949    -5.53096    -5.45892  0.00140382
        7950    -5.53104    -5.45893  0.00140367
        7951    -5.53113    -5.45894  0.00140352
        7952    -5.53109    -5.45895  0.00140338
        7953    -5.53049    -5.45895  0.00140323
        7954    -5.52981    -5.45896  0.00140308
        7955    -5.52966    -5.45897  0.00140293
        7956    -5.52842    -5.45898  0.00140278
        7957    -5.52836    -5.45899  0.00140263
        7958    -5.52786      -5.459  0.00140249
        7959    -5.52769    -5.45901  0.00140234
        7960    -5.52651    -5.45902  0.00140219
        7961    -5.52557    -5.45902  0.00140203
        7962    -5.52505    -5.45903  0.00140188
        7963    -5.52481    -5.45904  0.00140173
        7964    -5.52519    -5.45905  0.00140158
        7965    -5.52559    -5.45906  0.00140143
        7966     -5.5256    -5.45907  0.00140128
        7967    -5.52644    -5.45907  0.00140113
        7968    -5.52721    -5.45908  0.00140098
        7969    -5.52809    -5.45909  0.00140083
        7970    -5.52967     -5.4591  0.00140068
        7971    -5.53168    -5.45911  0.00140053
        7972    -5.53334    -5.45912  0.00140039
        7973    -5.53557    -5.45913  0.00140025
        7974    -5.53806    -5.45914  0.00140011
        7975     -5.5408    -5.45915  0.00139997
        7976    -5.54362    -5.45916  0.00139983
        7977    -5.54665    -5.45917   0.0013997
        7978    -5.54958    -5.45918  0.00139957
        7979    -5.55298    -5.45919  0.00139944
        7980    -5.55652     -5.4592  0.00139932
        7981    -5.56017    -5.45922   0.0013992
        7982     -5.5642    -5.45923  0.00139909
        7983    -5.56812    -5.45924  0.00139898
        7984    -5.57175    -5.45926  0.00139888
        7985    -5.57594    -5.45927  0.00139878
        7986    -5.57947    -5.45929  0.00139868
        7987    -5.58304     -5.4593   0.0013986
        7988    -5.58647    -5.45932  0.00139851
        7989    -5.58971    -5.45934  0.00139843
        7990     -5.5932    -5.45935  0.00139836
        7991    -5.59627    -5.45937  0.00139829
        7992    -5.59891    -5.45939  0.00139822
        7993    -5.60106     -5.4594  0.00139816
        7994    -5.60332    -5.45942   0.0013981
        7995    -5.60459    -5.45944  0.00139804
        7996    -5.60545    -5.45946  0.00139799
        7997    -5.60647    -5.45948  0.00139793
        7998    -5.60658     -5.4595  0.00139788
        7999    -5.60622    -5.45951  0.00139782
        8000    -5.60537    -5.45953  0.00139777
        8001      -5.604    -5.45955  0.00139771
        8002    -5.60181    -5.45957  0.00139765
        8003    -5.59955    -5.45959  0.00139758
        8004    -5.59675     -5.4596  0.00139751
        8005    -5.59312    -5.45962  0.00139744
        8006    -5.58897    -5.45964  0.00139736
        8007    -5.58414    -5.45965  0.00139727
        8008     -5.5788    -5.45967  0.00139717
        8009    -5.57328    -5.45968  0.00139707
        8010    -5.56773    -5.45969  0.00139696
        8011    -5.56113    -5.45971  0.00139685
        8012    -5.55412    -5.45972  0.00139672
        8013    -5.54656    -5.45973  0.00139659
        8014    -5.53897    -5.45974  0.00139645
        8015    -5.53183    -5.45975   0.0013963
        8016    -5.52383    -5.45976  0.00139615
        8017    -5.51533    -5.45976    0.001396
        8018    -5.50654    -5.45977  0.00139583
        8019    -5.49796    -5.45977  0.00139567
        8020    -5.48967    -5.45978   0.0013955
        8021    -5.48113    -5.45978  0.00139533
        8022    -5.47285    -5.45978  0.00139515
        8023    -5.46475    -5.45978  0.00139498
        8024    -5.45689    -5.45978  0.00139481
        8025     -5.4495    -5.45978  0.00139463
        8026    -5.44187    -5.45978  0.00139446
        8027     -5.4351    -5.45978  0.00139429
        8028     -5.4288    -5.45977  0.00139412
        8029    -5.42316    -5.45977  0.00139396
        8030    -5.41773    -5.45976  0.00139379
        8031    -5.41285    -5.45976  0.00139363
        8032    -5.40852    -5.45975  0.00139347
        8033    -5.40474    -5.45974  0.00139332
        8034     -5.4015    -5.45974  0.00139316
        8035    -5.39862    -5.45973  0.00139301
        8036    -5.39654    -5.45972  0.00139286
        8037    -5.39505    -5.45971  0.00139271
        8038    -5.39323     -5.4597  0.00139256
        8039    -5.39177     -5.4597  0.00139241
        8040     -5.3911    -5.45969  0.00139226
        8041    -5.39009    -5.45968  0.00139212
        8042    -5.38977    -5.45967  0.00139197
        8043    -5.39023    -5.45966  0.00139183
        8044    -5.39037    -5.45965  0.00139168
        8045    -5.39076    -5.45964  0.00139153
        8046    -5.39135    -5.45963  0.00139139
        8047     -5.3915    -5.45963  0.00139124
        8048    -5.39193    -5.45962  0.00139109
        8049      -5.392    -5.45961  0.00139094
        8050      -5.392     -5.4596   0.0013908
        8051    -5.39158    -5.45959  0.00139065
        8052    -5.39164    -5.45958   0.0013905
        8053    -5.39216    -5.45958  0.00139035
        8054    -5.39161    -5.45957  0.00139021
        8055    -5.39104    -5.45956  0.00139006
        8056    -5.38967    -5.45955  0.00138992
        8057    -5.38901    -5.45954  0.00138977
        8058    -5.38785    -5.45953  0.00138963
        8059    -5.38604    -5.45952  0.00138948
        8060    -5.38417    -5.45951  0.00138934
        8061    -5.38301     -5.4595   0.0013892
        8062    -5.38135    -5.45949  0.00138906
        8063    -5.37965    -5.45949  0.00138893
        8064    -5.37776    -5.45947  0.00138879
        8065    -5.37526    -5.45946  0.00138866
        8066     -5.3726    -5.45945  0.00138853
        8067     -5.3698    -5.45944   0.0013884
        8068    -5.36749    -5.45943  0.00138828
        8069    -5.36432    -5.45942  0.00138815
        8070    -5.36137    -5.45941  0.00138804
        8071    -5.35882    -5.45939  0.00138792
        8072    -5.35577    -5.45938  0.00138781
        8073    -5.35257    -5.45937   0.0013877
        8074    -5.34952    -5.45936  0.00138759
        8075    -5.34607    -5.45934  0.00138749
        8076    -5.34282    -5.45933   0.0013874
        8077    -5.34041    -5.45931   0.0013873
        8078    -5.33781     -5.4593  0.00138721
        8079     -5.3355    -5.45928  0.00138712
        8080    -5.33274    -5.45927  0.00138704
        8081    -5.33061    -5.45925  0.00138696
        8082    -5.32823    -5.45923  0.00138688
        8083    -5.32622    -5.45922  0.00138681
        8084    -5.32416     -5.4592  0.00138674
        8085    -5.32267    -5.45918  0.00138667
        8086    -5.32087    -5.45917   0.0013866
        8087    -5.31983    -5.45915  0.00138654
        8088    -5.31973    -5.45913  0.00138648
        8089    -5.31952    -5.45911  0.00138641
        8090    -5.31954     -5.4591  0.00138635
        8091    -5.32054    -5.45908  0.00138628
        8092    -5.32149    -5.45906  0.00138621
        8093    -5.32271    -5.45905  0.00138615
        8094    -5.32436    -5.45903  0.00138607
        8095    -5.32583    -5.45901    0.001386
        8096     -5.3285      -5.459  0.00138592
        8097    -5.33177    -5.45898  0.00138584
        8098    -5.33532    -5.45897  0.00138575
        8099    -5.33915    -5.45895  0.00138566
        8100     -5.3434    -5.45894  0.00138556
        8101     -5.3485    -5.45892  0.00138546
        8102    -5.35354    -5.45891  0.00138535
        8103    -5.35894     -5.4589  0.00138523
        8104    -5.36497    -5.45889  0.00138511
        8105    -5.37085    -5.45888  0.00138498
        8106    -5.37731    -5.45887  0.00138485
        8107    -5.38355    -5.45886  0.00138471
        8108    -5.38983    -5.45885  0.00138457
        8109    -5.39657    -5.45884  0.00138442
        8110    -5.40373    -5.45883  0.00138426
        8111    -5.41096    -5.45883   0.0013841
        8112    -5.41823    -5.45882  0.00138394
        8113     -5.4258    -5.45882  0.00138378
        8114    -5.43332    -5.45882  0.00138361
        8115    -5.44062    -5.45881  0.00138344
        8116    -5.44764    -5.45881  0.00138327
        8117     -5.4545    -5.45881   0.0013831
        8118    -5.46118    -5.45881  0.00138293
        8119    -5.46765    -5.45881  0.00138276
        8120    -5.47373    -5.45881  0.00138259
        8121    -5.47999    -5.45882  0.00138242
        8122    -5.48566    -5.45882  0.00138226
        8123    -5.49057    -5.45882  0.00138209
        8124    -5.49487    -5.45883  0.00138193
        8125    -5.49958    -5.45883  0.00138177
        8126    -5.50472    -5.45884  0.00138161
        8127     -5.5089    -5.45885  0.00138146
        8128    -5.51273    -5.45885   0.0013813
        8129     -5.5153    -5.45886  0.00138115
        8130    -5.51828    -5.45887    0.001381
        8131    -5.52077    -5.45887  0.00138085
        8132    -5.52367    -5.45888   0.0013807
        8133    -5.52579    -5.45889  0.00138056
        8134    -5.52759     -5.4589  0.00138041
        8135    -5.52938    -5.45891  0.00138027
        8136    -5.53056    -5.45892  0.00138013
        8137    -5.53115    -5.45893  0.00137999
        8138    -5.53131    -5.45893  0.00137985
        8139    -5.53104    -5.45894  0.00137971
        8140     -5.5308    -5.45895  0.00137956
        8141    -5.53091    -5.45896  0.00137942
        8142    -5.53031    -5.45897  0.00137928
        8143    -5.52946    -5.45898  0.00137914
        8144     -5.5285    -5.45899    0.001379
        8145    -5.52743    -5.45899  0.00137885
        8146     -5.5261      -5.459  0.00137871
        8147    -5.52405    -5.45901  0.00137856
        8148    -5.52202    -5.45902  0.00137842
        8149    -5.51955    -5.45903  0.00137827
        8150     -5.5171    -5.45903  0.00137812
        8151    -5.51373    -5.45904  0.00137796
        8152     -5.5102    -5.45905  0.00137781
        8153    -5.50635    -5.45905  0.00137765
        8154    -5.50247    -5.45906  0.00137749
        8155    -5.49795    -5.45906  0.00137733
        8156    -5.49295    -5.45907  0.00137717
        8157    -5.48792    -5.45907    0.001377
        8158    -5.48211    -5.45907  0.00137684
        8159    -5.47673    -5.45908  0.00137667
        8160     -5.4706    -5.45908   0.0013765
        8161    -5.46433    -5.45908  0.00137634
        8162     -5.4578    -5.45908  0.00137617
        8163    -5.45103    -5.45908    0.001376
        8164     -5.4442    -5.45907  0.00137583
        8165    -5.43721    -5.45907  0.00137567
        8166    -5.42963    -5.45907   0.0013755
        8167    -5.42226    -5.45906  0.00137534
        8168    -5.41498    -5.45906  0.00137518
        8169    -5.40798    -5.45905  0.00137503
        8170    -5.40086    -5.45904  0.00137488
        8171     -5.3938    -5.45904  0.00137473
        8172    -5.38654    -5.45903  0.00137459
        8173    -5.37881    -5.45902  0.00137446
        8174    -5.37169    -5.45901  0.00137433
        8175    -5.36477      -5.459  0.00137421
        8176     -5.3579    -5.45898   0.0013741
        8177    -5.35157    -5.45897    0.001374
        8178    -5.34472    -5.45896   0.0013739
        8179    -5.33888    -5.45894  0.00137381
        8180    -5.33314    -5.45893  0.00137373
        8181    -5.32795    -5.45891  0.00137365
        8182    -5.32286    -5.45889  0.00137359
        8183    -5.31801    -5.45888  0.00137353
        8184    -5.31369    -5.45886  0.00137347
        8185    -5.30944    -5.45884  0.00137343
        8186    -5.30555    -5.45882  0.00137339
        8187    -5.30141     -5.4588  0.00137335
        8188    -5.29747    -5.45878  0.00137333
        8189    -5.29386    -5.45876  0.00137331
        8190    -5.29028    -5.45874  0.00137329
        8191    -5.28718    -5.45872  0.00137329
        8192    -5.28426     -5.4587  0.00137328
        8193    -5.28136    -5.45868  0.00137329
        8194    -5.27879    -5.45866  0.00137329
        8195    -5.27627    -5.45863  0.00137331
        8196    -5.27409    -5.45861  0.00137332
        8197    -5.27168    -5.45859  0.00137335
        8198    -5.26995    -5.45857  0.00137337
        8199    -5.26832    -5.45854   0.0013734
        8200     -5.2665    -5.45852  0.00137343
        8201    -5.26587     -5.4585  0.00137346
        8202    -5.26478    -5.45847   0.0013735
        8203    -5.26416    -5.45845  0.00137354
        8204    -5.26416    -5.45842  0.00137357
        8205    -5.26451     -5.4584  0.00137361
        8206    -5.26535    -5.45838  0.00137364
        8207    -5.26624    -5.45835  0.00137368
        8208    -5.26779    -5.45833   0.0013737
        8209    -5.26924    -5.45831  0.00137373
        8210    -5.27087    -5.45828  0.00137375
        8211    -5.27284    -5.45826  0.00137377
        8212    -5.27574    -5.45824  0.00137378
        8213    -5.27893    -5.45822  0.00137379
        8214    -5.28135     -5.4582  0.00137379
        8215    -5.28463    -5.45818  0.00137379
        8216    -5.28814    -5.45815  0.00137378
        8217    -5.29184    -5.45813  0.00137376
        8218    -5.29587    -5.45811  0.00137373
        8219    -5.30004     -5.4581   0.0013737
        8220    -5.30447    -5.45808  0.00137366
        8221    -5.30867    -5.45806  0.00137361
        8222    -5.31278    -5.45804  0.00137356
        8223    -5.31752    -5.45802   0.0013735
        8224    -5.32194    -5.45801  0.00137343
        8225    -5.32634    -5.45799  0.00137336
        8226    -5.33083    -5.45798  0.00137328
        8227    -5.33494    -5.45796  0.00137319
        8228     -5.3391    -5.45795   0.0013731
        8229    -5.34298    -5.45793  0.00137301
        8230    -5.34658    -5.45792   0.0013729
        8231    -5.35033    -5.45791   0.0013728
        8232    -5.35375    -5.45789  0.00137269
        8233    -5.35759    -5.45788  0.00137258
        8234    -5.36048    -5.45787  0.00137246
        8235    -5.36301    -5.45786  0.00137235
        8236    -5.36577    -5.45785  0.00137222
        8237    -5.36845    -5.45784   0.0013721
        8238    -5.37104    -5.45783  0.00137197
        8239    -5.37291    -5.45781  0.00137185
        8240    -5.37467     -5.4578  0.00137172
        8241     -5.3763    -5.45779  0.00137159
        8242    -5.37704    -5.45779  0.00137145
        8243    -5.37779    -5.45778  0.00137132
        8244    -5.37839    -5.45777  0.00137119
        8245    -5.37882    -5.45776  0.00137106
        8246    -5.37864    -5.45775  0.00137092
        8247    -5.37844    -5.45774  0.00137079
        8248    -5.37747    -5.45773  0.00137066
        8249    -5.37662    -5.45772  0.00137053
        8250     -5.3753    -5.45771   0.0013704
        8251     -5.3732     -5.4577  0.00137027
        8252    -5.37125    -5.45769  0.00137015
        8253    -5.36929    -5.45768  0.00137002
        8254    -5.36644    -5.45766   0.0013699
        8255    -5.36315    -5.45765  0.00136978
        8256    -5.35975    -5.45764  0.00136967
        8257    -5.35641    -5.45763  0.00136956
        8258    -5.35256    -5.45762  0.00136945
        8259    -5.34851     -5.4576  0.00136935
        8260    -5.34445    -5.45759  0.00136925
        8261    -5.34071    -5.45758  0.00136916
        8262    -5.33628    -5.45756  0.00136907
        8263     -5.3318    -5.45755  0.00136899
        8264    -5.32761    -5.45753  0.00136891
        8265    -5.32344    -5.45751  0.00136885
        8266    -5.31935     -5.4575  0.00136878
        8267    -5.31522    -5.45748  0.00136872
        8268    -5.31125    -5.45746  0.00136867
        8269    -5.30747    -5.45744  0.00136863
        8270    -5.30378    -5.45743  0.00136859
        8271    -5.30128    -5.45741  0.00136855
        8272    -5.29865    -5.45739  0.00136852
        8273    -5.29652    -5.45737  0.00136849
        8274    -5.29447    -5.45735  0.00136847
        8275    -5.29298    -5.45733  0.00136845
        8276    -5.29147    -5.45731  0.00136843
        8277    -5.29057    -5.45729  0.00136841
        8278    -5.29029    -5.45727   0.0013684
        8279    -5.29049    -5.45725  0.00136838
        8280    -5.29103    -5.45723  0.00136836
        8281    -5.29222    -5.45721  0.00136834
        8282    -5.29436    -5.45719  0.00136832
        8283    -5.29623    -5.45717  0.00136829
        8284     -5.2989    -5.45715  0.00136826
        8285    -5.30234    -5.45713  0.00136822
        8286    -5.30595    -5.45711  0.00136818
        8287    -5.30985    -5.45709  0.00136813
        8288    -5.31433    -5.45708  0.00136807
        8289    -5.31922    -5.45706  0.00136801
        8290    -5.32404    -5.45705  0.00136794
        8291    -5.32997    -5.45703  0.00136786
        8292    -5.33562    -5.45702  0.00136777
        8293    -5.34188      -5.457  0.00136768
        8294    -5.34885    -5.45699  0.00136757
        8295    -5.35591    -5.45698  0.00136746
        8296    -5.36272    -5.45696  0.00136735
        8297    -5.37015    -5.45695  0.00136722
        8298    -5.37742    -5.45694  0.00136709
        8299    -5.38463    -5.45694  0.00136695
        8300    -5.39191    -5.45693  0.00136681
        8301    -5.39893    -5.45692  0.00136666
        8302    -5.40611    -5.45691  0.00136651
        8303    -5.41341    -5.45691  0.00136636
        8304    -5.42112    -5.45691   0.0013662
        8305    -5.42859     -5.4569  0.00136604
        8306    -5.43536     -5.4569  0.00136588
        8307    -5.44261     -5.4569  0.00136572
        8308    -5.44986     -5.4569  0.00136555
        8309    -5.45634     -5.4569  0.00136539
        8310    -5.46309     -5.4569  0.00136522
        8311    -5.46935     -5.4569  0.00136506
        8312     -5.4748     -5.4569   0.0013649
        8313     -5.4808     -5.4569  0.00136474
        8314    -5.48597    -5.45691  0.00136458
        8315    -5.49167    -5.45691  0.00136442
        8316    -5.49701    -5.45692  0.00136426
        8317    -5.50213    -5.45692  0.00136411
        8318    -5.50659    -5.45693  0.00136396
        8319    -5.51145    -5.45693  0.00136381
        8320    -5.51597    -5.45694  0.00136366
        8321    -5.52016    -5.45695  0.00136352
        8322    -5.52433    -5.45696  0.00136338
        8323    -5.52806    -5.45697  0.00136325
        8324    -5.53224    -5.45697  0.00136311
        8325    -5.53631    -5.45698  0.00136298
        8326    -5.54042    -5.45699  0.00136285
        8327    -5.54413      -5.457  0.00136273
        8328    -5.54715    -5.45702  0.00136261
        8329    -5.55085    -5.45703  0.00136249
        8330    -5.55403    -5.45704  0.00136238
        8331    -5.55729    -5.45705  0.00136227
        8332    -5.56063    -5.45706  0.00136216
        8333     -5.5639    -5.45708  0.00136206
        8334    -5.56724    -5.45709  0.00136196
        8335     -5.5699     -5.4571  0.00136186
        8336    -5.57306    -5.45712  0.00136177
        8337    -5.57597    -5.45713  0.00136168
        8338    -5.57845    -5.45715   0.0013616
        8339    -5.58034    -5.45716  0.00136151
        8340    -5.58298    -5.45718  0.00136143
        8341     -5.5853    -5.45719  0.00136136
        8342    -5.58714    -5.45721  0.00136128
        8343    -5.58864    -5.45722  0.00136121
        8344    -5.59024    -5.45724  0.00136114
        8345    -5.59163    -5.45725  0.00136107
        8346     -5.5925    -5.45727  0.00136101
        8347    -5.59331    -5.45729  0.00136094
        8348    -5.59422     -5.4573  0.00136088
        8349    -5.59507    -5.45732  0.00136081
        8350    -5.59556    -5.45734  0.00136075
        8351    -5.59617    -5.45735  0.00136069
        8352      -5.596    -5.45737  0.00136063
        8353    -5.59566    -5.45739  0.00136057
        8354    -5.59532     -5.4574   0.0013605
        8355    -5.59471    -5.45742  0.00136044
        8356    -5.59383    -5.45743  0.00136038
        8357     -5.5933    -5.45745  0.00136031
        8358    -5.59241    -5.45747  0.00136024
        8359    -5.59251    -5.45748  0.00136018
        8360    -5.59106     -5.4575  0.00136011
        8361    -5.59004    -5.45752  0.00136004
        8362    -5.58931    -5.45753  0.00135997
        8363    -5.58874    -5.45755  0.00135989
        8364    -5.58802    -5.45756  0.00135982
        8365    -5.58702    -5.45758  0.00135975
        8366    -5.58604    -5.45759  0.00135967
        8367    -5.58539    -5.45761  0.00135959
        8368    -5.58431    -5.45762  0.00135952
        8369    -5.58295    -5.45764  0.00135944
        8370    -5.58222    -5.45765  0.00135935
        8371    -5.58105    -5.45767  0.00135927
        8372    -5.58019    -5.45768  0.00135919
        8373    -5.57949     -5.4577   0.0013591
        8374    -5.57864    -5.45771  0.00135902
        8375    -5.57792    -5.45773  0.00135893
        8376    -5.57689    -5.45774  0.00135884
        8377    -5.57614    -5.45775  0.00135876
        8378    -5.57537    -5.45777  0.00135867
        8379    -5.57472    -5.45778  0.00135858
        8380    -5.57372     -5.4578  0.00135848
        8381      -5.573    -5.45781  0.00135839
        8382    -5.57178    -5.45782   0.0013583
        8383    -5.57083    -5.45784   0.0013582
        8384    -5.57029    -5.45785  0.00135811
        8385    -5.56972    -5.45786  0.00135801
        8386    -5.56852    -5.45788  0.00135791
        8387     -5.5679    -5.45789  0.00135781
