#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.271043    0.271043           0
           2    0.273017     0.27203 0.000697978
           3    0.265093    0.269718  0.00194434
           4    0.276271    0.271356  0.00203452
           5    0.278151    0.272715  0.00203144
           6    0.268937    0.272085   0.0017878
           7    0.266701    0.271316  0.00168976
           8    0.270687    0.271237  0.00148037
           9    0.265104    0.270556   0.0014644
          10    0.269066    0.270407  0.00132551
          11    0.273522     0.27069  0.00123489
          12    0.268062    0.270471  0.00115124
          13    0.268226    0.270298  0.00107556
          14    0.272109    0.270428  0.00100647
          15    0.266547    0.270169 0.000972064
          16    0.273514    0.270378 0.000933524
          17    0.265687    0.270102 0.000918482
          18    0.270839    0.270143 0.000868367
          19    0.267807     0.27002 0.000831321
          20    0.269685    0.270003 0.000789924
          21    0.275105    0.270246 0.000788781
          22    0.271018    0.270281 0.000753706
          23    0.280063    0.270707 0.000832322
          24    0.271487    0.270739 0.000798277
          25    0.267291    0.270601 0.000778168
          26    0.272859    0.270688  0.00075307
          27    0.278117    0.270963 0.000773817
          28    0.273053    0.271038 0.000749772
          29    0.270444    0.271018 0.000724197
          30    0.269351    0.270962 0.000702184
          31     0.27948    0.271237 0.000731322
          32    0.267781    0.271129 0.000716397
          33    0.265627    0.270962 0.000713821
          34    0.269643    0.270923  0.00069388
          35    0.264598    0.270743 0.000697192
          36    0.267152    0.270643 0.000684921
          37    0.272037     0.27068 0.000667445
          38    0.265765    0.270551 0.000662295
          39    0.268226    0.270492 0.000647991
          40      0.2801    0.270732 0.000674851
          41    0.269771    0.270708 0.000658798
          42    0.269915    0.270689 0.000643383
          43    0.269315    0.270657 0.000629214
          44    0.262855     0.27048  0.00063941
          45    0.265047    0.270359 0.000636498
          46    0.272879    0.270414 0.000625013
          47    0.269961    0.270405  0.00061179
          48    0.278737    0.270578 0.000623188
          49    0.263916    0.270442 0.000625126
          50    0.278201    0.270597  0.00063159
          51    0.276868     0.27072  0.00063106
          52    0.274362     0.27079 0.000622798
          53    0.270947    0.270793 0.000611054
          54    0.265203     0.27069 0.000608446
          55    0.272529    0.270723 0.000598302
          56    0.272104    0.270748 0.000588126
          57    0.264676    0.270641 0.000587376
          58    0.263819    0.270524 0.000588909
          59    0.273624    0.270576 0.000581267
          60    0.270973    0.270583 0.000571617
          61    0.266241    0.270512  0.00056666
          62    0.264309    0.270412 0.000566283
          63     0.26662    0.270351 0.000560483
          64    0.275855    0.270437 0.000558282
          65    0.271111    0.270448 0.000549789
          66    0.264678     0.27036 0.000548366
          67    0.269139    0.270342 0.000540485
          68    0.266544    0.270286 0.000535414
          69    0.268032    0.270254  0.00052865
          70    0.282184    0.270424 0.000547884
          71    0.264329    0.270338 0.000546851
          72    0.277427    0.270437 0.000548046
          73    0.270785    0.270441 0.000540559
          74    0.278591    0.270552 0.000544358
          75    0.269919    0.270543 0.000537165
          76    0.274686    0.270598 0.000532855
          77    0.271387    0.270608 0.000526034
          78     0.27596    0.270677 0.000523745
          79     0.27193    0.270692 0.000517356
          80    0.275486    0.270752 0.000514347
          81    0.269914    0.270742 0.000508101
          82    0.270313    0.270737 0.000501931
          83    0.270536    0.270734  0.00049589
          84    0.266765    0.270687 0.000492232
          85    0.277619    0.270769 0.000493151
          86    0.268386    0.270741 0.000488194
          87    0.279334     0.27084 0.000492472
          88    0.280164    0.270946 0.000498143
          89    0.277389    0.271018  0.00049778
          90    0.274838     0.27106 0.000494056
          91    0.266866    0.271014 0.000490772
          92    0.276834    0.271078 0.000489497
          93    0.275061     0.27112 0.000486103
          94    0.271571    0.271125 0.000480956
          95    0.264776    0.271058 0.000480514
          96     0.26944    0.271042 0.000475804
          97    0.271937    0.271051 0.000470988
          98    0.267483    0.271014 0.000467587
          99     0.27508    0.271055 0.000464663
         100    0.266772    0.271013 0.000461987
