#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         394       -0.84   -0.920406  0.00355179
         395       -0.84   -0.920203  0.00354863
         396       -0.84       -0.92  0.00354544
         397       -0.92       -0.92  0.00353651
         398       -0.92       -0.92  0.00352762
         399       -0.92       -0.92  0.00351878
         400       -0.92       -0.92  0.00350999
         401       -0.92       -0.92  0.00350123
         402       -0.92       -0.92  0.00349252
         403       -0.92       -0.92  0.00348386
         404       -0.92       -0.92  0.00347523
         405       -0.92       -0.92  0.00346665
         406          -1   -0.920197  0.00346371
         407          -1   -0.920393  0.00346074
         408          -1   -0.920588  0.00345776
         409       -0.92   -0.920587   0.0034493
         410       -0.92   -0.920585  0.00344089
         411       -0.92   -0.920584  0.00343252
         412       -0.84   -0.920388  0.00342976
         413       -0.92   -0.920387  0.00342145
         414       -0.92   -0.920386  0.00341319
         415       -0.92   -0.920386  0.00340496
         416       -0.92   -0.920385  0.00339678
         417       -0.92   -0.920384  0.00338863
         418       -0.92   -0.920383  0.00338053
         419       -0.92   -0.920382  0.00337246
         420       -0.92   -0.920381  0.00336443
         421       -0.92    -0.92038  0.00335644
         422       -0.92   -0.920379  0.00334848
         423       -0.92   -0.920378  0.00334057
         424       -0.92   -0.920377  0.00333269
         425       -0.92   -0.920376  0.00332485
         426       -0.92   -0.920376  0.00331704
         427       -0.92   -0.920375  0.00330928
         428       -0.92   -0.920374  0.00330154
         429       -0.92   -0.920373  0.00329385
         430       -0.92   -0.920372  0.00328619
         431       -0.92   -0.920371  0.00327856
         432       -0.92    -0.92037  0.00327097
         433       -0.92    -0.92037  0.00326342
         434       -0.92   -0.920369   0.0032559
         435       -0.92   -0.920368  0.00324842
         436       -0.92   -0.920367  0.00324097
         437       -0.92   -0.920366  0.00323355
         438       -0.92   -0.920365  0.00322617
         439       -0.92   -0.920364  0.00321882
         440       -0.92   -0.920364   0.0032115
         441       -0.92   -0.920363  0.00320422
         442       -0.92   -0.920362  0.00319697
         443       -0.92   -0.920361  0.00318975
         444       -0.92    -0.92036  0.00318257
         445       -0.92    -0.92036  0.00317542
         446       -0.92   -0.920359   0.0031683
         447       -0.84   -0.920179  0.00316631
         448       -0.84       -0.92  0.00316429
         449       -0.84   -0.919822  0.00316226
         450       -0.92   -0.919822  0.00315523
         451       -0.92   -0.919823  0.00314824
         452       -0.92   -0.919823  0.00314127
         453       -0.92   -0.919823  0.00313434
         454       -0.92   -0.919824  0.00312743
         455       -0.92   -0.919824  0.00312056
         456       -0.92   -0.919825  0.00311372
         457       -0.92   -0.919825   0.0031069
         458       -0.92   -0.919825  0.00310012
         459       -0.92   -0.919826  0.00309336
         460       -0.92   -0.919826  0.00308664
         461       -0.84   -0.919653   0.0030848
         462       -0.84   -0.919481  0.00308293
         463       -0.84   -0.919309  0.00308105
         464       -0.84   -0.919138  0.00307915
         465       -0.84   -0.918968  0.00307723
         466       -0.84   -0.918798  0.00307529
         467       -0.84    -0.91863  0.00307333
         468       -0.84   -0.918462  0.00307135
         469       -0.84   -0.918294  0.00306935
         470       -0.92   -0.918298  0.00306282
         471       -0.92   -0.918301  0.00305632
         472       -0.92   -0.918305  0.00304985
         473       -0.92   -0.918309   0.0030434
         474       -0.92   -0.918312  0.00303699
         475       -0.92   -0.918316  0.00303059
         476       -0.92   -0.918319  0.00302423
         477       -0.92   -0.918323  0.00301789
         478       -0.92   -0.918326  0.00301158
         479       -0.92    -0.91833  0.00300529
         480       -0.92   -0.918333  0.00299904
         481       -0.92   -0.918337   0.0029928
         482       -0.92    -0.91834   0.0029866
         483       -0.92   -0.918344  0.00298041
         484       -0.92   -0.918347  0.00297426
         485       -0.92   -0.918351  0.00296813
         486       -0.92   -0.918354  0.00296202
         487       -0.92   -0.918357  0.00295594
         488       -0.92   -0.918361  0.00294989
         489       -0.84     -0.9182   0.0029482
         490       -0.84   -0.918041   0.0029465
         491       -0.84   -0.917882  0.00294479
         492       -0.92   -0.917886   0.0029388
         493       -0.92    -0.91789  0.00293285
         494       -0.92   -0.917895  0.00292691
         495       -0.92   -0.917899    0.002921
         496       -0.92   -0.917903  0.00291512
