#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.436639    0.436639           0
           2    0.461773    0.449206  0.00888616
           3    0.435306    0.444573  0.00702898
           4    0.476445    0.452541  0.00868383
           5    0.440455    0.450124  0.00727566
           6     0.43442    0.447506  0.00651685
           7    0.472543    0.451083  0.00649364
           8    0.430264    0.448481  0.00618143
           9    0.464105    0.450217   0.0057332
          10    0.455198    0.450715  0.00518147
          11    0.455163    0.451119  0.00472618
          12    0.437707    0.450001  0.00446253
          13    0.431096    0.448547  0.00434976
          14    0.432385    0.447393  0.00418946
          15    0.448669    0.447478  0.00391102
          16    0.480894    0.449566  0.00418725
          17    0.448731    0.449517  0.00394123
          18    0.432445    0.448569   0.0038347
          19    0.439479     0.44809  0.00366259
          20     0.44688     0.44803  0.00347996
          21    0.421594    0.446771  0.00353462
          22    0.472066    0.447921  0.00355605
          23    0.435495    0.447381  0.00344223
          24     0.41285    0.445942  0.00358691
          25    0.428563    0.445247  0.00351015
          26    0.408932     0.44385  0.00364245
          27    0.442419    0.443797  0.00350793
          28    0.440653    0.443685  0.00338444
          29    0.450587    0.443923  0.00327609
          30    0.440379    0.443805  0.00316902
          31    0.452409    0.444082  0.00307892
          32    0.448581    0.444223  0.00298591
          33    0.445219    0.444253  0.00289558
          34    0.439794    0.444122  0.00281339
          35    0.412111    0.443207  0.00287783
          36    0.457297    0.443599  0.00282438
          37    0.444999    0.443636   0.0027483
          38    0.456354    0.443971  0.00269627
          39    0.450259    0.444132  0.00263195
          40    0.456058     0.44443  0.00258299
          41    0.409057    0.443568  0.00266018
          42    0.429881    0.443242  0.00261673
          43    0.414006    0.442562  0.00264273
          44    0.435404    0.442399  0.00258767
          45    0.473972    0.443101  0.00262356
          46    0.449149    0.443232  0.00256982
          47    0.420248    0.442743  0.00256125
          48    0.441268    0.442713  0.00250807
          49    0.442096      0.4427  0.00245692
          50    0.447208     0.44279  0.00240944
          51    0.448458    0.442901  0.00236475
          52    0.429462    0.442643  0.00233336
          53    0.454934    0.442875  0.00230083
          54    0.447461     0.44296  0.00225979
          55    0.435024    0.442815   0.0022233
          56    0.421536    0.442435  0.00221583
          57    0.455155    0.442659  0.00218817
          58    0.425238    0.442358  0.00217096
          59    0.430938    0.442165  0.00214277
          60     0.44613    0.442231  0.00210808
          61    0.415814    0.441798  0.00211753
          62    0.433319    0.441661  0.00208779
          63    0.426157    0.441415  0.00206911
          64      0.4377    0.441357  0.00203759
          65    0.448319    0.441464  0.00200906
          66    0.416415    0.441084  0.00201415
          67    0.442764    0.441109  0.00198424
          68    0.435361    0.441025  0.00195686
          69    0.423567    0.440772  0.00194479
          70    0.423831     0.44053    0.001932
          71    0.444289    0.440583  0.00190552
          72     0.40772    0.440126  0.00193294
          73    0.443556    0.440173  0.00190704
          74    0.441671    0.440194  0.00188137
          75    0.428175    0.440033   0.0018631
          76    0.422041    0.439797  0.00185357
          77    0.440078      0.4398   0.0018295
          78    0.426954    0.439636  0.00181344
          79    0.433168    0.439554  0.00179233
          80    0.451098    0.439698  0.00177573
          81     0.45208    0.439851  0.00176037
          82    0.453049    0.440012  0.00174625
          83     0.43444    0.439945   0.0017265
          84    0.447506    0.440035  0.00170829
          85    0.450828    0.440162   0.0016929
          86    0.448488    0.440259  0.00167598
          87    0.441134    0.440269  0.00165675
          88    0.436325    0.440224  0.00163853
          89    0.423696    0.440038  0.00163061
          90    0.464006    0.440304  0.00163409
          91     0.44102    0.440312  0.00161616
          92    0.443433    0.440346  0.00159894
          93     0.44467    0.440393  0.00158243
          94    0.447645     0.44047  0.00156747
          95    0.447525    0.440544  0.00155273
          96    0.441178    0.440551  0.00153657
          97    0.468066    0.440834  0.00154669
          98     0.43705    0.440796  0.00153139
          99    0.433719    0.440724  0.00151759
         100    0.447109    0.440788  0.00150376
