#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.404624    0.404624           0
           2    0.398013    0.401319  0.00233734
           3     0.39511    0.399249  0.00229858
           4    0.406072    0.400955  0.00227018
           5    0.395421    0.399848  0.00206842
           6    0.391341     0.39843  0.00215552
           7    0.399497    0.398583  0.00185297
           8    0.390393    0.397559  0.00188301
           9    0.395734    0.397356  0.00168467
          10    0.394371    0.397058  0.00154243
          11    0.406652     0.39793  0.00163028
          12    0.409889    0.398927  0.00177307
          13    0.389479      0.3982  0.00177938
          14     0.39495    0.397968  0.00166735
          15    0.387664    0.397281  0.00169178
          16    0.397432     0.39729  0.00158607
          17    0.387179    0.396695  0.00160042
          18    0.411708    0.397529  0.00171511
          19    0.386908     0.39697  0.00171352
          20    0.403248    0.397284  0.00165634
          21    0.379655    0.396445  0.00177753
          22    0.382925     0.39583  0.00179984
          23    0.397218    0.395891  0.00172259
          24    0.383831    0.395388  0.00172254
          25    0.385337    0.394986  0.00169991
          26    0.401232    0.395226  0.00165142
          27     0.39878    0.395358  0.00159549
          28    0.402443    0.395611  0.00155845
          29    0.392777    0.395513  0.00150777
          30    0.386525    0.395214  0.00148698
          31       0.396    0.395239  0.00143923
          32    0.380352    0.394774  0.00146752
          33    0.392671     0.39471  0.00142443
          34    0.402843    0.394949  0.00140248
          35    0.394837    0.394946  0.00136241
          36    0.413891    0.395472  0.00142257
          37    0.390929     0.39535  0.00138941
          38    0.406213    0.395635  0.00138195
          39    0.379768    0.395229  0.00140513
          40    0.404707    0.395466  0.00138984
          41    0.385322    0.395218  0.00137778
          42    0.398422    0.395294  0.00134709
          43     0.39977    0.395399  0.00131978
          44    0.412804    0.395794  0.00134776
          45    0.407788    0.396061  0.00134391
          46    0.389395    0.395916  0.00132248
          47    0.387379    0.395734  0.00130676
          48    0.383488    0.395479   0.0013042
          49    0.391358    0.395395  0.00128029
          50    0.385023    0.395187  0.00127138
          51    0.391035    0.395106  0.00124906
          52    0.406904    0.395333  0.00124547
          53    0.400331    0.395427  0.00122554
          54    0.395645    0.395431  0.00120285
          55    0.385845    0.395257  0.00119354
          56    0.404609    0.395424  0.00118386
          57    0.391914    0.395362  0.00116469
          58    0.388502    0.395244   0.0011506
          59     0.40482    0.395406  0.00114248
          60    0.392629     0.39536  0.00112438
          61    0.400574    0.395446  0.00110919
          62    0.396321     0.39546  0.00109139
          63    0.393626    0.395431  0.00107446
          64    0.395834    0.395437  0.00105769
          65    0.378278    0.395173  0.00107385
          66    0.391845    0.395122  0.00105876
          67    0.381772    0.394923  0.00106155
          68    0.384582    0.394771  0.00105677
          69    0.390948    0.394716  0.00104291
          70    0.411498    0.394955  0.00105521
          71      0.4133    0.395214  0.00107151
          72    0.394844    0.395209  0.00105664
          73     0.39163     0.39516   0.0010433
          74    0.393495    0.395137  0.00102945
          75    0.396844     0.39516  0.00101597
          76    0.412697    0.395391  0.00102847
          77    0.396589    0.395406  0.00101523
          78    0.385111    0.395274  0.00101076
          79    0.380039    0.395081   0.0010162
          80    0.405331     0.39521  0.00101154
          81    0.396877     0.39523 0.000999262
          82    0.404892    0.395348 0.000993999
          83    0.390648    0.395291 0.000983635
          84    0.398432    0.395329 0.000972635
          85    0.391554    0.395284 0.000962205
          86    0.388915     0.39521 0.000953863
          87    0.397117    0.395232  0.00094315
          88    0.398008    0.395264  0.00093296
          89      0.3966    0.395279 0.000922598
          90    0.402002    0.395353 0.000915366
          91    0.394426    0.395343 0.000905364
          92    0.392095    0.395308 0.000896211
          93    0.406572    0.395429 0.000894722
          94    0.401718    0.395496 0.000887701
          95    0.385356    0.395389  0.00088475
          96    0.396905    0.395405 0.000875675
          97    0.396386    0.395415 0.000866706
          98    0.392804    0.395388 0.000858271
          99    0.404948    0.395485 0.000855016
         100    0.386152    0.395392 0.000851545
