#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.290588    0.290588           0
           2    0.294296    0.292442  0.00131078
           3    0.290153    0.291679  0.00107322
           4    0.296948    0.292996  0.00139619
           5    0.290344    0.292466  0.00121353
           6     0.28815    0.291746  0.00120571
           7    0.296333    0.292402  0.00119837
           8    0.287093    0.291738  0.00121851
           9    0.283192    0.290789  0.00140524
          10    0.295518    0.291261  0.00134193
          11     0.28875    0.291033  0.00123921
          12    0.292569    0.291161  0.00114253
          13     0.29169    0.291202  0.00105537
          14    0.298438    0.291719   0.0010993
          15    0.295894    0.291997  0.00106068
          16    0.304738    0.292793  0.00125828
          17    0.302377    0.293357  0.00130445
          18    0.285615    0.292927  0.00130097
          19    0.301578    0.293382  0.00130975
          20    0.297151    0.293571  0.00125774
          21    0.295537    0.293664  0.00120133
          22    0.288866    0.293446  0.00116635
          23    0.297251    0.293612  0.00112731
          24    0.287236    0.293346   0.0011112
          25     0.30328    0.293743  0.00113557
          26    0.307043    0.294255   0.0012016
          27    0.297254    0.294366  0.00116222
          28    0.286078     0.29407  0.00115779
          29    0.298835    0.294234  0.00112946
          30    0.275884    0.293623  0.00124649
          31    0.300643    0.293849  0.00122668
          32    0.291037    0.293761  0.00119149
          33    0.284383    0.293477   0.0011888
          34     0.29553    0.293537  0.00115536
          35    0.286304    0.293331  0.00114069
          36    0.298781    0.293482    0.001119
          37    0.285871    0.293276   0.0011075
          38    0.292221    0.293249  0.00107871
          39    0.295289    0.293301  0.00105232
          40    0.304652    0.293585  0.00106358
          41    0.298645    0.293708  0.00104478
          42    0.293141    0.293695  0.00101999
          43    0.295056    0.293726  0.00099676
          44    0.288455    0.293607 0.000981281
          45    0.301924    0.293791 0.000976727
          46    0.292072    0.293754 0.000956209
          47    0.293576     0.29375 0.000935871
          48    0.302385     0.29393 0.000933503
          49    0.291489     0.29388  0.00091578
          50    0.296911    0.293941 0.000899468
          51    0.296309    0.293987 0.000883029
          52    0.290779    0.293926 0.000868201
          53     0.29312     0.29391 0.000851953
          54    0.292392    0.293882  0.00083664
          55    0.296276    0.293926  0.00082256
          56    0.285219     0.29377 0.000822436
          57    0.295705    0.293804 0.000808707
          58    0.296998    0.293859 0.000796636
          59    0.292336    0.293834 0.000783552
          60    0.293955    0.293836 0.000770496
          61    0.286294    0.293712  0.00076772
          62    0.296376    0.293755 0.000756539
          63     0.28558    0.293625 0.000755575
          64      0.3012    0.293744 0.000752982
          65    0.289264    0.293675 0.000744545
          66    0.283582    0.293522 0.000748802
          67     0.28402     0.29338 0.000750935
          68    0.295062    0.293405 0.000740299
          69    0.297898     0.29347 0.000732428
          70    0.292752    0.293459 0.000722036
          71    0.290361    0.293416 0.000713185
          72    0.298278    0.293483 0.000706469
          73    0.306033    0.293655 0.000717402
          74    0.298103    0.293715 0.000710221
          75    0.288326    0.293644 0.000704377
          76    0.287498    0.293563 0.000699735
          77     0.30482    0.293709 0.000705754
          78    0.303561    0.293835 0.000707918
          79    0.295925    0.293862 0.000699451
          80    0.294062    0.293864 0.000690713
          81    0.284787    0.293752 0.000691217
          82    0.297214    0.293794 0.000684075
          83    0.293998    0.293797 0.000675838
          84    0.285432    0.293697 0.000675088
          85    0.292985    0.293689 0.000667198
          86    0.290877    0.293656 0.000660241
          87    0.307227    0.293812 0.000670825
          88    0.296595    0.293844 0.000663947
          89     0.29558    0.293863 0.000656774
          90    0.289203    0.293811 0.000651514
          91    0.287495    0.293742 0.000648042
          92    0.294463     0.29375 0.000641045
          93    0.293601    0.293748 0.000634154
          94    0.296012    0.293772 0.000627865
          95    0.289201    0.293724 0.000623097
          96    0.289644    0.293682 0.000618055
          97    0.289516    0.293639 0.000613173
          98    0.291768     0.29362 0.000607214
          99    0.293209    0.293616 0.000601094
         100     0.29309     0.29361 0.000595106
