#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.251146    0.251146           0
           2    0.253282    0.252214 0.000755148
           3    0.254072    0.252833 0.000713603
           4    0.249817    0.252079 0.000844314
           5    0.253744    0.252412 0.000738201
           6    0.246194    0.251376  0.00112845
           7    0.244262    0.250359  0.00134937
           8    0.246456    0.249872  0.00126583
           9    0.247885    0.249651  0.00114426
          10    0.245971    0.249283   0.0010874
          11    0.240468    0.248481  0.00124941
          12     0.25549    0.249066  0.00127451
          13    0.259124    0.249839  0.00139166
          14    0.242642    0.249325  0.00138397
          15    0.249245     0.24932  0.00129171
          16    0.258405    0.249888  0.00132994
          17    0.256845    0.250297  0.00131317
          18    0.251797     0.25038  0.00124286
          19    0.248447    0.250279   0.0011816
          20    0.248421    0.250186  0.00112616
          21    0.251239    0.250236  0.00107365
          22    0.245611    0.250026  0.00104523
          23    0.246257    0.249862  0.00101255
          24    0.250167    0.249874  0.00097044
          25    0.248055    0.249802 0.000934346
          26    0.253181    0.249932 0.000907406
          27    0.252822    0.250039 0.000880089
          28    0.245466    0.249875 0.000863678
          29    0.244839    0.249702 0.000851174
          30    0.252787    0.249805 0.000828989
          31     0.25314    0.249912 0.000809202
          32     0.25069    0.249936  0.00078428
          33    0.251837    0.249994 0.000762626
          34    0.246626    0.249895   0.0007466
          35    0.249544    0.249885 0.000725336
          36    0.248837    0.249856 0.000705772
          37    0.251353    0.249896 0.000687856
          38    0.246685    0.249812 0.000674926
          39    0.247858    0.249762 0.000659477
          40    0.247054    0.249694 0.000646456
          41    0.252412     0.24976  0.00063408
          42    0.253567    0.249851 0.000625428
          43    0.248785    0.249826 0.000611374
          44    0.251597    0.249866 0.000598803
          45    0.250348    0.249877 0.000585592
          46     0.25276     0.24994 0.000576206
          47    0.247565    0.249889 0.000566158
          48    0.247997     0.24985 0.000555734
          49    0.251269    0.249879 0.000545147
          50    0.244755    0.249776 0.000543792
          51    0.250116    0.249783  0.00053317
          52    0.256728    0.249917 0.000539386
          53    0.252624    0.249968 0.000531622
          54    0.248796    0.249946  0.00052222
          55    0.247582    0.249903  0.00051449
          56    0.251878    0.249938  0.00050651
          57    0.248955    0.249921 0.000497917
          58     0.24699     0.24987 0.000491891
          59    0.245897    0.249803 0.000488142
          60    0.249865    0.249804 0.000480008
          61    0.248828    0.249788 0.000472406
          62    0.251813    0.249821 0.000465913
          63    0.247083    0.249777  0.00046054
          64    0.244375    0.249693 0.000461015
          65    0.245482    0.249628 0.000458452
          66    0.252721    0.249675 0.000453894
          67    0.248664     0.24966  0.00044737
          68    0.247543    0.249629 0.000441873
          69    0.252149    0.249665 0.000436976
          70    0.248208    0.249644  0.00043123
          71    0.245628    0.249588  0.00042885
          72    0.247631    0.249561 0.000423754
          73    0.245723    0.249508 0.000421198
          74    0.248768    0.249498 0.000415625
          75     0.24776    0.249475 0.000410728
          76    0.243483    0.249396 0.000412821
          77    0.251681    0.249426 0.000408524
          78    0.254337    0.249489  0.00040811
          79    0.246217    0.249447  0.00040504
          80    0.250384    0.249459 0.000400146
          81    0.248791    0.249451 0.000395291
          82    0.252696     0.24949 0.000392446
          83    0.254333    0.249549 0.000392031
          84    0.255793    0.249623 0.000394349
          85    0.245596    0.249576 0.000392544
          86    0.255996     0.24965 0.000395015
          87    0.253883    0.249699  0.00039346
          88    0.241395    0.249605 0.000400144
          89    0.251546    0.249626 0.000396243
          90    0.239995    0.249519 0.000406035
          91    0.246564    0.249487  0.00040287
          92    0.247364    0.249464 0.000399151
          93    0.249932    0.249469 0.000394891
          94      0.2505     0.24948 0.000390842
          95    0.249942    0.249485 0.000386759
          96    0.244042    0.249428 0.000386863
          97    0.248879    0.249422 0.000382916
          98    0.249253    0.249421 0.000379013
          99     0.25188    0.249446 0.000375997
         100    0.249879     0.24945 0.000372262
