#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.334736    0.334736           0
           2    0.349419    0.342078   0.0051913
           3    0.340831    0.341662  0.00347744
           4    0.348055     0.34326  0.00295264
           5    0.341201    0.342849  0.00239067
           6    0.333702    0.341324  0.00243013
           7    0.343808    0.341679  0.00210871
           8    0.337196    0.341119  0.00191814
           9    0.340056    0.341001  0.00170864
          10    0.346806    0.341581  0.00163344
          11    0.352359    0.342561  0.00175435
          12    0.347003    0.342931  0.00164675
          13    0.340567    0.342749  0.00153009
          14    0.325405     0.34151  0.00185578
          15    0.341842    0.341532   0.0017322
          16    0.358084    0.342567  0.00190798
          17    0.342258    0.342549  0.00179583
          18    0.346065    0.342744  0.00170665
          19    0.337918     0.34249  0.00163562
          20    0.340935    0.342412  0.00155568
          21    0.345468    0.342558  0.00148839
          22    0.347712    0.342792  0.00143906
          23    0.330971    0.342278   0.0014654
          24    0.328982    0.341724  0.00150544
          25    0.341551    0.341717  0.00144523
          26    0.345577    0.341866  0.00139725
          27    0.350309    0.342178  0.00138005
          28    0.339645    0.342088  0.00133373
          29    0.349315    0.342337  0.00131081
          30    0.345595    0.342446  0.00127161
          31    0.343055    0.342465  0.00123074
          32     0.33788    0.342322  0.00120059
          33    0.344324    0.342383  0.00116574
          34    0.350768    0.342629  0.00115725
          35     0.34048    0.342568  0.00112582
          36    0.339613    0.342486  0.00109753
          37    0.348741    0.342655  0.00108081
          38    0.348628    0.342812  0.00106374
          39    0.330075    0.342486  0.00108544
          40    0.341716    0.342466  0.00105847
          41    0.349589     0.34264  0.00104682
          42    0.352136    0.342866  0.00104602
          43    0.334074    0.342662  0.00104149
          44    0.344113    0.342695  0.00101834
          45    0.356425       0.343  0.00104042
          46    0.345177    0.343047  0.00101888
          47    0.334962    0.342875  0.00101162
          48     0.33016     0.34261  0.00102464
          49    0.359661    0.342958  0.00106117
          50    0.346545     0.34303  0.00104237
          51    0.346396    0.343096  0.00102402
          52    0.350305    0.343235  0.00101367
          53    0.338582    0.343147 0.000998335
          54    0.332025    0.342941  0.00100087
          55    0.333722    0.342773 0.000996604
          56    0.348692    0.342879 0.000984396
          57    0.334255    0.342728 0.000978685
          58    0.327734    0.342469 0.000995368
          59    0.345899    0.342527 0.000980193
          60    0.337437    0.342442  0.00096752
          61    0.336336    0.342342 0.000956823
          62    0.353435    0.342521 0.000957973
          63    0.348451    0.342615 0.000947379
          64    0.346013    0.342668 0.000934063
          65     0.33959    0.342621 0.000920892
          66    0.346192    0.342675 0.000908528
          67    0.345397    0.342716 0.000895876
          68    0.349825     0.34282  0.00088878
          69    0.336628    0.342731 0.000880418
          70    0.335977    0.342634 0.000873112
          71    0.353795    0.342791 0.000874851
          72    0.343289    0.342798 0.000862728
          73    0.340499    0.342767 0.000851484
          74    0.339546    0.342723 0.000841089
          75    0.355891    0.342899 0.000848003
          76     0.34499    0.342926 0.000837291
          77    0.344705    0.342949 0.000826736
          78    0.347159    0.343003 0.000817896
          79     0.33419    0.342892 0.000815116
          80    0.350083    0.342982 0.000809868
          81    0.329696    0.342818  0.00081631
          82    0.354347    0.342958 0.000818374
          83    0.345715    0.342991 0.000809188
          84    0.341299    0.342971 0.000799806
          85    0.339413    0.342929 0.000791491
          86    0.351604     0.34303 0.000788689
          87    0.350376    0.343115 0.000784129
          88    0.342095    0.343103 0.000775304
          89    0.350584    0.343187 0.000771136
          90    0.337072    0.343119 0.000765555
          91    0.348838    0.343182 0.000759717
          92    0.333798     0.34308 0.000758276
          93    0.369353    0.343363 0.000801019
          94     0.34727    0.343404 0.000793576
          95    0.340464    0.343373 0.000785826
          96    0.348094    0.343422 0.000779177
          97     0.34051    0.343392 0.000771722
          98    0.336605    0.343323 0.000766949
          99    0.352188    0.343413 0.000764412
         100    0.341387    0.343392 0.000757036
