#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.466628    0.466628           0
           2    0.429594    0.448111   0.0130936
           3    0.388348     0.42819   0.0184597
           4     0.44093    0.431375   0.0141169
           5    0.462897    0.437679    0.012623
           6    0.471263    0.443277   0.0116945
           7     0.46705    0.446673   0.0105054
           8    0.425304    0.444002  0.00952578
           9    0.423027    0.441671   0.0087478
          10    0.431557     0.44066  0.00793127
          11    0.447089    0.441244  0.00723175
          12    0.432809    0.440541  0.00666318
          13    0.428255    0.439596  0.00621729
          14    0.407636    0.437313  0.00617812
          15    0.445709    0.437873  0.00579154
          16    0.423956    0.437003   0.0054945
          17     0.47099    0.439002  0.00552305
          18    0.436276    0.438851  0.00521829
          19    0.427634    0.438261  0.00497693
          20    0.423888    0.437542  0.00477969
          21    0.417535    0.436589  0.00464606
          22    0.452734    0.437323  0.00449246
          23    0.444198    0.437622  0.00430706
          24    0.441427    0.437781  0.00413052
          25     0.41497    0.436868  0.00406482
          26    0.432685    0.436707  0.00391167
          27    0.416675    0.435965   0.0038365
          28    0.432785    0.435852  0.00370117
          29     0.43273    0.435744  0.00357511
          30    0.475421    0.437067  0.00369247
          31    0.441329    0.437204  0.00357592
          32    0.437348    0.437209  0.00346417
          33    0.442139    0.437358  0.00336242
          34    0.451334    0.437769  0.00328856
          35    0.433878    0.437658  0.00319648
          36    0.422854    0.437247  0.00313402
          37    0.435693    0.437205   0.0030496
          38    0.451454     0.43758  0.00299231
          39    0.421578    0.437169  0.00294358
          40    0.413145    0.436569  0.00293063
          41    0.445854    0.436795  0.00286789
          42    0.445732    0.437008  0.00280749
          43    0.404514    0.436252  0.00284208
          44    0.418843    0.435857  0.00280489
          45    0.451005    0.436193  0.00276269
          46    0.440301    0.436283  0.00270407
          47    0.399682    0.435504  0.00275639
          48    0.431318    0.435417  0.00270035
          49    0.429081    0.435287  0.00264833
          50    0.463977    0.435861   0.0026568
          51    0.414635    0.435445   0.0026371
          52    0.408329    0.434924  0.00263744
          53     0.44067    0.435032   0.0025899
          54    0.469634    0.435673  0.00262001
          55    0.444411    0.435832  0.00257719
          56    0.446087    0.436015  0.00253767
          57    0.375876     0.43496  0.00270359
          58    0.455202    0.435309  0.00267941
          59    0.417705     0.43501  0.00265056
          60    0.419165    0.434746   0.0026195
          61    0.438165    0.434802  0.00257716
          62    0.438945    0.434869  0.00253646
          63    0.433827    0.434853  0.00249625
          64    0.449434     0.43508  0.00246762
          65    0.431158     0.43502   0.0024304
          66     0.41692    0.434746    0.002409
          67    0.438422    0.434801  0.00237367
          68    0.460361    0.435177  0.00236834
          69    0.437327    0.435208  0.00233422
          70     0.42513    0.435064  0.00230531
          71    0.415773    0.434792  0.00228879
          72    0.388178    0.434145  0.00234679
          73    0.446871    0.434319   0.0023211
          74    0.450745    0.434541  0.00230033
          75    0.451255    0.434764  0.00228043
          76    0.415166    0.434506  0.00226495
          77    0.405148    0.434125   0.0022674
          78    0.443705    0.434247  0.00224166
          79     0.43095    0.434206  0.00221367
          80    0.447882    0.434377  0.00219259
          81    0.399564    0.433947  0.00220724
          82    0.427024    0.433862  0.00218194
          83    0.433222    0.433855  0.00215567
          84     0.41221    0.433597  0.00214535
          85    0.451503    0.433808  0.00213043
          86    0.446659    0.433957  0.00211089
          87    0.428265    0.433892  0.00208764
          88    0.494156    0.434577  0.00217334
          89    0.438275    0.434618  0.00214932
          90    0.410378    0.434349  0.00214224
          91    0.440087    0.434412  0.00211963
          92    0.444362     0.43452  0.00209935
          93    0.442325    0.434604  0.00207845
          94    0.423832    0.434489   0.0020595
          95    0.458236    0.434739  0.00205293
          96    0.465022    0.435055  0.00205564
          97    0.434687    0.435051  0.00203445
          98    0.394278    0.434635  0.00205579
          99    0.419604    0.434483  0.00204063
         100    0.424979    0.434388  0.00202243
