#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.390556    0.390556           0
           2    0.407132    0.398844  0.00586029
           3     0.37702    0.391569  0.00710952
           4    0.411557    0.396566  0.00686716
           5    0.402905    0.397834  0.00560953
           6    0.394816    0.397331   0.0046971
           7    0.401134    0.397874  0.00405738
           8    0.384642     0.39622  0.00387271
           9    0.392441      0.3958   0.0034651
          10    0.392759    0.395496  0.00313191
          11    0.408475    0.396676  0.00306138
          12    0.398741    0.396848   0.0028111
          13    0.382647    0.395756  0.00279908
          14     0.40575     0.39647  0.00268865
          15     0.39984    0.396694  0.00251878
          16    0.388248    0.396166  0.00241604
          17    0.411503    0.397069  0.00243654
          18    0.386469     0.39648  0.00237127
          19    0.396165    0.396463  0.00224653
          20    0.383476    0.395814  0.00222606
          21    0.395898    0.395818  0.00212006
          22    0.398094    0.395921  0.00202622
          23    0.403784    0.396263  0.00196676
          24    0.395372    0.396226  0.00188516
          25    0.399804    0.396369  0.00181518
          26    0.395826    0.396348  0.00174548
          27    0.393882    0.396257  0.00168322
          28    0.394469    0.396193  0.00162432
          29      0.3973    0.396231  0.00156875
          30    0.390663    0.396046   0.0015274
          31    0.391879    0.395911  0.00148403
          32    0.414362    0.396488  0.00154562
          33    0.383668    0.396099  0.00154684
          34    0.416643    0.396703  0.00161505
          35    0.399938    0.396796  0.00157154
          36    0.417055    0.397359  0.00162553
          37     0.40455    0.397553  0.00159318
          38    0.401699    0.397662  0.00155498
          39    0.405638    0.397867   0.0015285
          40    0.405686    0.398062  0.00150274
          41    0.386991    0.397792  0.00149014
          42    0.388516    0.397571  0.00147094
          43    0.403242    0.397703  0.00144263
          44    0.387691    0.397476  0.00142768
          45    0.407903    0.397707  0.00141463
          46    0.397119    0.397694  0.00138394
          47    0.409974    0.397956  0.00137893
          48     0.39317    0.397856   0.0013538
          49    0.392557    0.397748  0.00133049
          50    0.395358      0.3977  0.00130474
          51    0.391737    0.397583  0.00128438
          52     0.39911    0.397613  0.00126002
          53    0.394575    0.397555  0.00123755
          54    0.394644    0.397501   0.0012158
          55    0.403227    0.397605  0.00119815
          56    0.393091    0.397525  0.00117946
          57    0.409016    0.397726  0.00117587
          58    0.415979    0.398041  0.00119697
          59    0.405721    0.398171  0.00118374
          60    0.388976    0.398018  0.00117389
          61    0.392886    0.397934  0.00115765
          62    0.402988    0.398015  0.00114185
          63    0.387427    0.397847  0.00113602
          64    0.402646    0.397922  0.00112075
          65    0.401031     0.39797  0.00110452
          66    0.383551    0.397752  0.00110918
          67    0.393729    0.397692  0.00109425
          68    0.400872    0.397738  0.00107916
          69    0.377856     0.39745  0.00110132
          70    0.395145    0.397417  0.00108608
          71    0.386834    0.397268  0.00108096
          72       0.394    0.397223   0.0010669
          73    0.405157    0.397332  0.00105781
          74    0.399697    0.397364    0.001044
          75    0.398741    0.397382  0.00103024
          76    0.393994    0.397337  0.00101765
          77    0.402268    0.397401  0.00100644
          78     0.39254    0.397339 0.000995468
          79     0.39976     0.39737 0.000983339
          80    0.400403    0.397408 0.000971778
          81    0.402923    0.397476 0.000962163
          82    0.377598    0.397233  0.00098049
          83     0.38653    0.397104  0.00097712
          84    0.389974    0.397019 0.000969168
          85    0.387836    0.396911  0.00096377
          86    0.410586     0.39707 0.000965591
          87    0.399338    0.397096 0.000954844
          88    0.406678    0.397205 0.000950181
          89     0.40944    0.397343 0.000949397
          90    0.396583    0.397334 0.000938886
          91    0.393308     0.39729  0.00092961
          92    0.394888    0.397264 0.000919872
          93    0.408892    0.397389  0.00091844
          94    0.401604    0.397434 0.000909763
          95    0.384197    0.397295 0.000910794
          96    0.387683    0.397194 0.000906792
          97    0.393515    0.397156 0.000898237
          98     0.39575    0.397142 0.000889186
          99    0.402808    0.397199 0.000882044
         100    0.390925    0.397137 0.000875453
