#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.371979    0.371979           0
           2    0.364346    0.368162  0.00269876
           3    0.366286    0.367537  0.00187023
           4    0.375404    0.369504  0.00220655
           5    0.367443    0.369092  0.00180332
           6    0.370752    0.369368  0.00152385
           7    0.373622    0.369976  0.00142215
           8    0.376771    0.370825   0.0014764
           9    0.374861    0.371274  0.00137877
          10    0.373191    0.371466  0.00125415
          11    0.372561    0.371565  0.00114408
          12    0.387822     0.37292  0.00166799
          13    0.371731    0.372828  0.00154219
          14    0.366606    0.372384   0.0014947
          15     0.35846    0.371456  0.00165844
          16     0.38907    0.372557   0.0018851
          17    0.363292    0.372012  0.00185132
          18    0.387487    0.372871  0.00193785
          19    0.366664    0.372545  0.00186319
          20    0.374687    0.372652   0.0017731
          21    0.369824    0.372517  0.00169377
          22    0.370592     0.37243  0.00161904
          23    0.363168    0.372027  0.00159795
          24    0.353733    0.371265  0.00170349
          25    0.366842    0.371088  0.00164451
          26    0.377344    0.371328  0.00159877
          27    0.382422    0.371739  0.00159148
          28    0.366937    0.371568  0.00154385
          29     0.38593    0.372063  0.00156803
          30     0.36153    0.371712  0.00155458
          31    0.374104    0.371789  0.00150635
          32    0.365441    0.371591  0.00147228
          33    0.367691    0.371473   0.0014324
          34    0.374651    0.371566  0.00139332
          35    0.356866    0.371146  0.00141539
          36    0.378776    0.371358  0.00139185
          37     0.37306    0.371404  0.00135499
          38    0.377755    0.371571   0.0013296
          39    0.367927    0.371478  0.00129879
          40    0.373359    0.371525  0.00126717
          41    0.375604    0.371624  0.00124017
          42    0.382877    0.371892  0.00123924
          43    0.361076    0.371641  0.00123569
          44    0.381275     0.37186  0.00122685
          45    0.386375    0.372182  0.00124127
          46    0.376266    0.372271  0.00121746
          47    0.365479    0.372126   0.0012001
          48    0.364113    0.371959  0.00118665
          49    0.363193    0.371781  0.00117585
          50    0.370968    0.371764  0.00115244
          51    0.368823    0.371707  0.00113129
          52    0.384723    0.371957  0.00113689
          53    0.364253    0.371812  0.00112469
          54    0.359905    0.371591  0.00112527
          55    0.368173    0.371529  0.00110653
          56    0.373198    0.371559  0.00108717
          57    0.362914    0.371407  0.00107862
          58    0.351135    0.371058  0.00111521
          59    0.382973     0.37126  0.00111445
          60    0.357855    0.371036  0.00111804
          61    0.372093    0.371053  0.00109985
          62    0.378009    0.371166  0.00108781
          63    0.372598    0.371188  0.00107078
          64    0.368288    0.371143  0.00105501
          65    0.365433    0.371055  0.00104243
          66     0.37199    0.371069  0.00102673
          67    0.368131    0.371025  0.00101235
          68    0.363592    0.370916  0.00100334
          69     0.36136    0.370778 0.000998315
          70    0.363474    0.370673 0.000989491
          71    0.386655    0.370898  0.00100083
          72     0.36521    0.370819 0.000990043
          73    0.368026    0.370781  0.00097722
          74    0.363983    0.370689 0.000968323
          75    0.384804    0.370877 0.000973529
          76    0.373289    0.370909 0.000961236
          77    0.366468    0.370852 0.000950481
          78    0.380014    0.370969 0.000945527
          79    0.364259    0.370884 0.000937365
          80    0.371825    0.370896 0.000925721
          81    0.362147    0.370788 0.000920572
          82    0.375822    0.370849 0.000911391
          83    0.379962    0.370959 0.000906999
          84    0.374484    0.371001 0.000897172
          85     0.35865    0.370856 0.000898307
          86    0.372986     0.37088 0.000888203
          87    0.372882    0.370903 0.000878292
          88    0.382196    0.371032 0.000877636
          89    0.362325    0.370934  0.00087321
          90    0.362975    0.370846 0.000867975
          91    0.368952    0.370825 0.000858686
          92    0.357319    0.370678 0.000861809
          93    0.379786    0.370776 0.000858089
          94    0.381663    0.370892 0.000856741
          95    0.358352     0.37076  0.00085783
          96    0.368318    0.370734 0.000849271
          97     0.36239    0.370648 0.000844861
          98    0.374956    0.370692 0.000837382
          99    0.378733    0.370773 0.000832854
         100    0.365939    0.370725 0.000825927
