#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.383838    0.383838           0
           2    0.255418    0.319628   0.0454032
           3    0.321014     0.32009   0.0302712
           4    0.328978    0.322312   0.0227848
           5    0.352164    0.328282   0.0189939
           6     0.38336    0.337462   0.0179096
           7    0.366177    0.341564   0.0158139
           8    0.327878    0.339853   0.0139294
           9    0.302481    0.335701   0.0129859
          10    0.342129    0.336344   0.0117032
          11    0.322557     0.33509   0.0107062
          12    0.356289    0.336857  0.00995869
          13    0.350127    0.337878  0.00924481
          14    0.384819    0.341231  0.00917236
          15    0.302796    0.338668  0.00891157
          16    0.319739    0.337485  0.00843276
          17    0.372129    0.339523  0.00817924
          18    0.278208    0.336117   0.0084043
          19    0.292375    0.333815  0.00827128
          20    0.276344    0.330941  0.00834194
          21    0.289797    0.328982  0.00817154
          22    0.282016    0.326847  0.00807416
          23    0.288635    0.325186  0.00789219
          24     0.35844    0.326571  0.00768402
          25    0.343239    0.327238  0.00740552
          26    0.338153    0.327658  0.00713259
          27    0.275225    0.325716  0.00712788
          28    0.379207    0.327626  0.00712472
          29    0.373465    0.329207   0.0070522
          30    0.213014    0.325334  0.00780858
          31    0.300428     0.32453  0.00759791
          32    0.251501    0.322248  0.00769559
          33    0.254633    0.320199  0.00773034
          34    0.274788    0.318864  0.00761749
          35    0.387004     0.32081  0.00764459
          36    0.340731    0.321364  0.00745224
          37    0.289516    0.320503  0.00730037
          38     0.33985    0.321012  0.00712598
          39    0.370903    0.322291  0.00705716
          40    0.366851    0.323405  0.00696809
          41    0.321792    0.323366  0.00679825
          42    0.312299    0.323103  0.00664149
          43    0.316114     0.32294  0.00648903
          44    0.356439    0.323701  0.00638606
          45    0.286005    0.322864  0.00629885
          46    0.387053    0.324259  0.00631459
          47    0.288901    0.323507  0.00622489
          48    0.298247    0.322981  0.00611741
          49    0.368412    0.323908  0.00606242
          50     0.39468    0.325323  0.00610417
          51    0.336686    0.325546  0.00598855
          52    0.354271    0.326098  0.00589881
          53    0.320201    0.325987  0.00578856
          54    0.358021     0.32658  0.00571168
          55    0.332578    0.326689  0.00560887
          56     0.38592    0.327747  0.00560755
          57    0.328244    0.327756  0.00550918
          58    0.315834     0.32755  0.00541803
          59    0.291327    0.326936  0.00536087
          60    0.369754     0.32765  0.00531881
          61    0.351884    0.328047  0.00524643
          62    0.382698    0.328929  0.00523534
          63    0.350432     0.32927  0.00516335
          64     0.29918      0.3288  0.00510404
          65    0.332411    0.328855  0.00502581
          66    0.335903    0.328962   0.0049508
          67    0.287436    0.328342  0.00491555
          68    0.324825    0.328291  0.00484353
          69    0.256874    0.327256  0.00488267
          70    0.361144     0.32774  0.00483686
          71      0.3217    0.327655  0.00476948
          72    0.346719    0.327919  0.00471058
          73    0.319276    0.327801  0.00464754
          74    0.320053    0.327696  0.00458592
          75    0.265097    0.326862   0.0046001
          76    0.364116    0.327352  0.00456562
          77    0.334159     0.32744  0.00450718
          78      0.3708    0.327996  0.00448354
          79    0.332857    0.328058  0.00442721
          80     0.33911    0.328196  0.00437403
          81    0.268777    0.327462  0.00438111
          82    0.318254     0.32735  0.00432912
          83    0.356879    0.327706  0.00429155
          84     0.32738    0.327702  0.00424047
          85    0.328757    0.327714   0.0041906
          86    0.200607    0.326236  0.00439479
          87    0.288337    0.325801  0.00436581
          88    0.293938    0.325439  0.00433118
          89    0.358287    0.325808  0.00429822
          90    0.373482    0.326337  0.00428298
          91     0.30364    0.326088  0.00424317
          92    0.327212      0.3261  0.00419706
          93     0.26277    0.325419  0.00420681
          94    0.390131    0.326108  0.00421801
          95     0.27647    0.325585  0.00420585
          96    0.245964    0.324756  0.00424303
          97    0.310944    0.324613  0.00420168
          98    0.379602    0.325175   0.0041961
          99    0.258679    0.324503  0.00420713
         100    0.342626    0.324684  0.00416896
