#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.490239    0.490239           0
           2    0.398696    0.444468   0.0323654
           3    0.417156    0.435364   0.0228214
           4    0.449956    0.439012   0.0174052
           5    0.389074    0.429024   0.0165434
           6    0.385376     0.42175   0.0153023
           7    0.335325    0.409403    0.017398
           8    0.394638    0.407558   0.0153209
           9    0.430559    0.410113   0.0138301
          10    0.445862    0.413688   0.0129008
          11    0.415077    0.413814   0.0117286
          12    0.401605    0.412797   0.0107953
          13    0.400622     0.41186   0.0100054
          14    0.416955    0.412224  0.00929735
          15    0.365681    0.409121   0.0091807
          16     0.40129    0.408632  0.00861995
          17    0.440847    0.410527  0.00831859
          18    0.422764    0.411207  0.00788417
          19    0.381106    0.409623  0.00762673
          20    0.395608    0.408922  0.00727751
          21    0.401831    0.408584  0.00693879
          22    0.412571    0.408765  0.00662576
          23    0.432473    0.409796  0.00641736
          24    0.396604    0.409246  0.00617347
          25     0.40939    0.409252  0.00592653
          26    0.432959    0.410164   0.0057683
          27    0.455751    0.411852   0.0057965
          28    0.415282    0.411975  0.00559077
          29    0.426976    0.412492  0.00542187
          30    0.392072    0.411811  0.00528369
          31    0.391622     0.41116  0.00515323
          32    0.465686    0.412864  0.00526637
          33    0.459718    0.414284  0.00529472
          34     0.40469    0.414002  0.00514651
          35    0.440979    0.414773  0.00505685
          36    0.348955    0.412944  0.00523647
          37    0.396762    0.412507  0.00511317
          38    0.396249    0.412079  0.00499648
          39    0.385602      0.4114  0.00491427
          40    0.408779    0.411335  0.00479185
          41    0.412309    0.411358  0.00467504
          42    0.405659    0.411223  0.00456569
          43    0.448585    0.412092  0.00454144
          44    0.447812    0.412903  0.00451021
          45    0.457437    0.413893  0.00451725
          46    0.473651    0.415192  0.00460206
          47    0.379114    0.414425  0.00456771
          48    0.436757     0.41489  0.00449618
          49    0.397079    0.414526  0.00441909
          50    0.413667    0.414509  0.00433074
          51     0.38795    0.413988  0.00427702
          52    0.401132    0.413741  0.00420191
          53    0.379658    0.413098  0.00417155
          54    0.443472    0.413661  0.00413205
          55    0.394348    0.413309  0.00407181
          56    0.394149    0.412967  0.00401345
          57     0.36092    0.412054  0.00404558
          58    0.420564    0.412201  0.00397849
          59    0.410398     0.41217  0.00391117
          60    0.429062    0.412452   0.0038561
          61    0.417794    0.412539  0.00379388
          62    0.409385    0.412489  0.00373303
          63    0.413631    0.412507  0.00367382
          64    0.437834    0.412902  0.00363767
          65    0.418733    0.412992  0.00358281
          66    0.433961     0.41331  0.00354259
          67     0.46312    0.414053  0.00356686
          68    0.369185    0.413393  0.00357492
          69    0.416282    0.413435  0.00352336
          70    0.394325    0.413162  0.00348358
          71    0.391388    0.412856  0.00344799
          72    0.454719    0.413437  0.00344878
          73    0.436408    0.413752  0.00341586
          74    0.396148    0.413514  0.00337797
          75    0.378661    0.413049  0.00336475
          76    0.354912    0.412284  0.00340632
          77    0.365555    0.411677  0.00341571
          78    0.537369    0.413289  0.00373273
          79    0.425678    0.413446  0.00368877
          80    0.444124    0.413829  0.00366254
          81    0.381232    0.413427  0.00363937
          82    0.395623     0.41321  0.00360145
          83    0.458729    0.413758  0.00359958
          84    0.411649    0.413733  0.00355681
          85    0.414882    0.413746  0.00351499
          86    0.370262    0.413241   0.0035103
          87    0.453879    0.413708  0.00350089
          88     0.39464    0.413491  0.00346781
          89    0.364131    0.412937  0.00347291
          90    0.464417    0.413509  0.00348111
          91    0.399742    0.413357  0.00344614
          92    0.474379    0.414021  0.00347193
          93    0.410832    0.413986  0.00343477
          94    0.455569    0.414429   0.0034266
          95    0.375903    0.414023  0.00341444
          96      0.4354    0.414246  0.00338613
          97    0.427911    0.414387  0.00335415
          98    0.441745    0.414666  0.00333152
          99    0.441018    0.414932  0.00330848
         100     0.43006    0.415083  0.00327885
