#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.451436    0.451436           0
           2    0.445156    0.448296  0.00222035
           3    0.458069    0.451554  0.00304397
           4    0.420675    0.443834  0.00706449
           5    0.396817    0.434431   0.0101332
           6    0.471697    0.440642   0.0101713
           7    0.463931    0.443969  0.00924634
           8    0.473993    0.447722  0.00881938
           9    0.410394    0.443574  0.00876057
          10    0.412705    0.440487   0.0084108
          11    0.421867    0.438795  0.00781468
          12    0.425812    0.437713  0.00723796
          13    0.412225    0.435752  0.00694165
          14    0.412763     0.43411  0.00663719
          15    0.399336    0.431792  0.00658716
          16    0.416712    0.430849  0.00624252
          17     0.45089    0.432028   0.0059856
          18    0.435139    0.432201  0.00565556
          19    0.434743    0.432335  0.00535948
          20    0.397931    0.430615  0.00536046
          21    0.399488    0.429132  0.00530617
          22    0.445976    0.429898  0.00511991
          23    0.423017    0.429599  0.00490604
          24     0.37627    0.427377  0.00518044
          25    0.401459     0.42634  0.00507589
          26     0.46043    0.427651  0.00504716
          27    0.396947    0.426514   0.0049867
          28    0.407477    0.425834  0.00485473
          29    0.374017    0.424047  0.00500535
          30     0.46127    0.425288  0.00498992
          31    0.390868    0.424178  0.00495094
          32    0.434626    0.424504  0.00480698
          33    0.472811    0.425968  0.00487911
          34     0.41124    0.425535   0.0047548
          35    0.393186    0.424611  0.00470792
          36    0.422531    0.424553   0.0045775
          37     0.42491    0.424563  0.00445379
          38    0.442959    0.425047  0.00436282
          39    0.438433     0.42539  0.00426443
          40    0.402939    0.424829   0.0041946
          41    0.402413    0.424282  0.00412777
          42    0.460302     0.42514  0.00411762
          43    0.414604    0.424895  0.00402914
          44    0.459043    0.425671  0.00401162
          45    0.447735    0.426161  0.00395232
          46    0.414426    0.425906  0.00387463
          47    0.405396    0.425469  0.00381668
          48    0.453439    0.426052  0.00378139
          49    0.442868    0.426395  0.00371976
          50    0.440552    0.426678  0.00365612
          51    0.419681    0.426541  0.00358701
          52    0.419565    0.426407  0.00352054
          53    0.405666    0.426016  0.00347579
          54    0.376628    0.425101   0.0035297
          55    0.390607    0.424474  0.00352081
          56    0.442931    0.424804  0.00347333
          57    0.407225    0.424495  0.00342605
          58    0.469789    0.425276  0.00345484
          59    0.435689    0.425453  0.00340079
          60    0.403968    0.425095  0.00336291
          61    0.446246    0.425441   0.0033256
          62    0.371012    0.424563  0.00338586
          63    0.384172    0.423922  0.00339227
          64      0.3972    0.423505  0.00336487
          65     0.45932    0.424056  0.00335791
          66    0.392048    0.423571  0.00334187
          67    0.446779    0.423917  0.00330989
          68    0.432399    0.424042  0.00326357
          69        0.45    0.424418  0.00323788
          70    0.448295    0.424759  0.00320954
          71    0.416458    0.424642  0.00316646
          72     0.41716    0.424538  0.00312419
          73    0.410016    0.424339  0.00308772
          74    0.450447    0.424692  0.00306608
          75    0.392189    0.424259  0.00305568
          76    0.434456    0.424393  0.00301842
          77     0.38143    0.423835  0.00303035
          78    0.434225    0.423968  0.00299442
          79    0.405795    0.423738  0.00296534
          80    0.467618    0.424287  0.00297857
          81     0.38029    0.423744  0.00299091
          82       0.462     0.42421   0.0029906
          83    0.465534    0.424708  0.00299573
          84    0.394844    0.424352  0.00298109
          85    0.414532    0.424237  0.00294825
          86    0.442468    0.424449  0.00292158
          87    0.442877    0.424661  0.00289567
          88    0.396421     0.42434  0.00288049
          89    0.442944    0.424549   0.0028557
          90    0.419521    0.424493  0.00282452
          91    0.399702    0.424221  0.00280659
          92    0.442976    0.424424  0.00278347
          93    0.437166    0.424561  0.00275691
          94    0.445437    0.424783  0.00273652
          95    0.463638    0.425192   0.0027381
          96    0.433581     0.42528  0.00271098
          97    0.401224    0.425032  0.00269435
          98     0.41842    0.424964   0.0026677
          99    0.450697    0.425224  0.00265338
         100    0.404968    0.425022  0.00263457
