#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.276004    0.276004           0
           2     0.27408    0.275042 0.000680265
           3    0.272107    0.274063 0.000918532
           4     0.26916    0.272838  0.00126557
           5    0.279003    0.274071  0.00149717
           6    0.269331    0.273281  0.00144108
           7     0.26782    0.272501  0.00143085
           8     0.26829    0.271974  0.00134533
           9    0.271229    0.271892  0.00119839
          10    0.265113    0.271214  0.00125571
          11    0.267339    0.270861  0.00118994
          12    0.269132    0.270717  0.00109947
          13    0.278316    0.271302  0.00115989
          14     0.26354    0.270747  0.00120228
          15    0.266145    0.270441  0.00116061
          16    0.278286    0.270931  0.00118715
          17    0.276433    0.271255   0.0011606
          18    0.275782    0.271506  0.00112305
          19    0.271995    0.271532  0.00106424
          20     0.27094    0.271502  0.00101143
          21    0.270218    0.271441 0.000965118
          22    0.267398    0.271257 0.000938579
          23     0.27111    0.271251 0.000897793
          24    0.270744     0.27123 0.000860634
          25    0.268936    0.271138 0.000831083
          26     0.27065    0.271119  0.00079933
          27    0.273515    0.271208 0.000774633
          28    0.266704    0.271047 0.000763484
          29    0.267172    0.270914  0.00074876
          30    0.268545    0.270835 0.000727951
          31    0.270142    0.270812 0.000704811
          32    0.267151    0.270698 0.000692009
          33    0.267632    0.270605 0.000677246
          34    0.268122    0.270532 0.000661252
          35    0.273359    0.270613 0.000647272
          36     0.26319    0.270407 0.000661314
          37    0.271813    0.270445 0.000644532
          38     0.26646     0.27034 0.000636044
          39    0.267536    0.270268 0.000623784
          40    0.265079    0.270138 0.000621531
          41    0.273393    0.270217 0.000611421
          42    0.277719    0.270396 0.000622405
          43    0.269224    0.270369 0.000608527
          44     0.26956     0.27035 0.000594974
          45    0.270514    0.270354 0.000581764
          46    0.271096     0.27037  0.00056934
          47    0.271518    0.270395  0.00055775
          48    0.263874    0.270259 0.000562432
          49    0.274707     0.27035 0.000558231
          50    0.265817    0.270259 0.000554379
          51    0.272962    0.270312 0.000546037
          52    0.273709    0.270377 0.000539431
          53    0.275674    0.270477 0.000538432
          54    0.272696    0.270518 0.000530027
          55    0.265235    0.270422 0.000529022
          56    0.270786    0.270429 0.000519615
          57    0.264208     0.27032 0.000521835
          58     0.26777    0.270276 0.000514685
          59    0.271332    0.270294 0.000506273
          60    0.273764    0.270351 0.000501127
          61    0.264993    0.270264 0.000500552
          62    0.270065     0.27026 0.000492489
          63    0.269064    0.270241 0.000485038
          64    0.266109    0.270177 0.000481738
          65    0.265693    0.270108 0.000479239
          66    0.268607    0.270085 0.000472517
          67    0.265599    0.270018 0.000470183
          68    0.271112    0.270034 0.000463544
          69    0.271287    0.270052 0.000457181
          70    0.267344    0.270014 0.000452284
          71    0.265411    0.269949 0.000450536
          72    0.269909    0.269948 0.000444279
          73    0.268165    0.269924 0.000438864
          74    0.273829    0.269977 0.000436095
          75    0.269447     0.26997 0.000430337
          76    0.264716      0.2699 0.000430191
          77    0.272916     0.26994 0.000426383
          78    0.270863    0.269951 0.000421081
          79    0.266341    0.269906 0.000418223
          80    0.271332    0.269924 0.000413375
          81    0.272372    0.269954 0.000409376
          82    0.276334    0.270032 0.000411711
          83     0.27564    0.270099 0.000412258
          84    0.274574    0.270152 0.000410777
          85    0.261951    0.270056 0.000417122
          86    0.277176    0.270139 0.000420408
          87    0.272766    0.270169 0.000416659
          88    0.267242    0.270136  0.00041325
          89    0.273638    0.270175 0.000410476
          90    0.261055    0.270074 0.000418235
          91    0.264624    0.270014 0.000417905
          92    0.265077     0.26996 0.000416794
          93    0.273547    0.269999 0.000414093
          94    0.267944    0.269977 0.000410264
          95    0.267826    0.269954  0.00040657
          96    0.266538    0.269919  0.00040389
          97    0.270562    0.269925  0.00039978
          98    0.270749    0.269934 0.000395789
          99    0.276247    0.269997 0.000396895
         100    0.277271     0.27007 0.000399536
