#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.218686    0.218686           0
           2    0.211898    0.215292  0.00240006
           3    0.218812    0.216465  0.00186489
           4    0.210098    0.214873  0.00196386
           5    0.216729    0.215245  0.00160577
           6    0.212051    0.214712  0.00142363
           7    0.212891    0.214452  0.00124379
           8    0.203095    0.213033  0.00171693
           9       0.215    0.213251  0.00154001
          10    0.212663    0.213192  0.00138713
          11    0.207193    0.212647  0.00136404
          12    0.207453    0.212214  0.00131724
          13    0.220725    0.212869  0.00136897
          14    0.209986    0.212663  0.00128658
          15    0.210618    0.212527  0.00120801
          16    0.216114    0.212751  0.00115312
          17    0.209197    0.212542  0.00110408
          18    0.214764    0.212665  0.00104962
          19    0.211995     0.21263  0.00099497
          20     0.21735    0.212866 0.000972814
          21    0.215065    0.212971 0.000932108
          22    0.208202    0.212754 0.000914592
          23    0.212844    0.212758 0.000874836
          24    0.217663    0.212962 0.000861932
          25    0.211958    0.212922  0.00082839
          26    0.221184     0.21324 0.000855311
          27    0.211978    0.213193 0.000824909
          28    0.213853    0.213217 0.000795785
          29    0.214084    0.213247 0.000768906
          30    0.207676    0.213061 0.000765365
          31    0.210619    0.212982 0.000744717
          32    0.209683    0.212879 0.000728548
          33    0.211712    0.212844 0.000707329
          34    0.213197    0.212854 0.000686602
          35    0.204011    0.212601 0.000711961
          36     0.21005    0.212531 0.000695701
          37    0.215054    0.212599 0.000680233
          38    0.214084    0.212638 0.000663454
          39    0.215292    0.212706 0.000649924
          40    0.217634    0.212829  0.00064525
          41    0.210875    0.212781 0.000631271
          42    0.214053    0.212812 0.000616966
          43    0.217999    0.212932 0.000614297
          44    0.207995     0.21282 0.000610501
          45    0.212973    0.212823 0.000596943
          46    0.206639    0.212689 0.000598914
          47    0.216287    0.212766 0.000591043
          48    0.215421    0.212821 0.000581312
          49     0.21326     0.21283 0.000569518
          50    0.209933    0.212772 0.000561067
          51    0.211732    0.212752 0.000550436
          52    0.215517    0.212805 0.000542414
          53     0.21158    0.212782 0.000532673
          54    0.204268    0.212624 0.000545641
          55    0.210327    0.212582 0.000537316
          56     0.20574     0.21246 0.000541434
          57    0.216389    0.212529 0.000536306
          58    0.211969    0.212519 0.000527146
          59    0.215983    0.212578 0.000521471
          60    0.217955    0.212668 0.000520422
          61    0.208229    0.212595 0.000516953
          62    0.214671    0.212628 0.000509698
          63      0.2155    0.212674 0.000503641
          64    0.210425    0.212639 0.000496996
          65    0.205927    0.212535 0.000499962
          66    0.215499     0.21258 0.000494399
          67    0.211713    0.212567 0.000487189
          68    0.208679     0.21251 0.000483368
          69    0.216282    0.212565 0.000479444
          70    0.221227    0.212689 0.000488303
          71    0.213584    0.212701 0.000481588
          72    0.212308    0.212696  0.00047493
          73    0.210707    0.212669 0.000469205
          74    0.212279    0.212663 0.000462894
          75    0.209724    0.212624 0.000458379
          76    0.205237    0.212527 0.000462539
          77    0.215268    0.212563   0.0004579
          78    0.215996    0.212607  0.00045414
          79    0.215028    0.212637 0.000449424
          80    0.213072    0.212643 0.000443839
          81    0.208616    0.212593 0.000441135
          82    0.208981    0.212549 0.000437949
          83    0.210091    0.212519 0.000433673
          84    0.208409     0.21247 0.000431262
          85     0.20792    0.212417 0.000429498
          86    0.214768    0.212444 0.000425373
          87    0.212565    0.212445 0.000420486
          88    0.210401    0.212422 0.000416349
          89    0.217743    0.212482 0.000415942
          90    0.209218    0.212446 0.000412898
          91    0.213681    0.212459 0.000408584
          92    0.217382    0.212513 0.000407631
          93     0.21217    0.212509 0.000403265
          94    0.216472    0.212551 0.000401173
          95    0.207859    0.212502 0.000399979
          96     0.21038     0.21248 0.000396423
          97    0.214469      0.2125 0.000392866
          98    0.208986    0.212464 0.000390491
          99    0.212242    0.212462 0.000386553
         100    0.206989    0.212407 0.000386542
