#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.410075    0.410075           0
           2    0.430287    0.420181  0.00714609
           3    0.404744    0.415035  0.00635201
           4     0.43679    0.420474  0.00669925
           5    0.432288    0.422837  0.00576104
           6    0.402942    0.419521  0.00567538
           7    0.430662    0.421112  0.00508288
           8    0.417716    0.420688  0.00446522
           9    0.416842     0.42026  0.00398948
          10     0.41863    0.420097  0.00359386
          11    0.436608    0.421598  0.00356684
          12    0.403489    0.420089  0.00357462
          13    0.415008    0.419698  0.00332095
          14    0.413903    0.419284  0.00310944
          15    0.417584    0.419171  0.00290421
          16    0.405754    0.418333  0.00284118
          17    0.433883    0.419247  0.00281746
          18    0.431069    0.419904   0.0027364
          19    0.409144    0.419338  0.00265033
          20    0.410581      0.4189  0.00255372
          21    0.422917    0.419091  0.00243927
          22    0.420527    0.419156  0.00232927
          23    0.424909    0.419407  0.00224138
          24    0.430163    0.419855  0.00219235
          25    0.408734     0.41941  0.00214931
          26    0.404162    0.418823  0.00214516
          27    0.425049    0.419054  0.00207807
          28    0.428102    0.419377  0.00202882
          29    0.413364     0.41917  0.00196943
          30    0.430095    0.419534  0.00193716
          31    0.413019    0.419324  0.00188604
          32    0.414004    0.419158  0.00183441
          33    0.425754    0.419357  0.00178968
          34    0.423747    0.419487  0.00174169
          35    0.414591    0.419347  0.00169753
          36    0.445914    0.420085  0.00180367
          37    0.408111    0.419761  0.00178372
          38    0.426812    0.419947   0.0017464
          39    0.440898    0.420484  0.00178233
          40    0.422664    0.420538   0.0017386
          41    0.412658    0.420346  0.00170679
          42    0.409053    0.420077   0.0016872
          43    0.423788    0.420164  0.00165017
          44    0.412903    0.419999  0.00162089
          45    0.433992    0.420309  0.00161442
          46    0.434496    0.420618  0.00160851
          47    0.412886    0.420453  0.00158268
          48    0.404222    0.420115  0.00158542
          49    0.433082     0.42038  0.00157499
          50    0.417899     0.42033  0.00154427
          51    0.422888     0.42038  0.00151481
          52     0.41101      0.4202  0.00149636
          53    0.413571    0.420075  0.00147334
          54    0.426038    0.420186  0.00145019
          55    0.411292    0.420024  0.00143281
          56    0.425324    0.420118  0.00141035
          57    0.434918    0.420378   0.0014093
          58    0.428995    0.420527  0.00139281
          59    0.420408    0.420525  0.00136921
          60     0.42224    0.420553  0.00134669
          61    0.408406    0.420354  0.00133925
          62     0.42615    0.420448  0.00132091
          63     0.41829    0.420413  0.00130039
          64    0.418113    0.420377  0.00128056
          65    0.404064    0.420126  0.00128522
          66    0.415967    0.420063  0.00126729
          67    0.427532    0.420175  0.00125327
          68    0.419407    0.420164  0.00123489
          69    0.408072    0.419988  0.00122937
          70    0.431808    0.420157  0.00122334
          71    0.414541    0.420078  0.00120867
          72    0.431378    0.420235  0.00120203
          73    0.416754    0.420187  0.00118651
          74    0.414458     0.42011    0.001173
          75    0.397666    0.419811  0.00119492
          76    0.422537    0.419847  0.00117973
          77    0.416445    0.419802  0.00116524
          78    0.406589    0.419633  0.00116255
          79    0.436437    0.419846  0.00116713
          80    0.430214    0.419975  0.00115971
          81    0.410238    0.419855  0.00115161
          82    0.418237    0.419835  0.00113774
          83    0.410171    0.419719  0.00112997
          84    0.418065    0.419699  0.00111669
          85     0.41258    0.419615  0.00110669
          86    0.437738    0.419826   0.0011137
          87    0.425757    0.419894  0.00110299
          88      0.4363    0.420081   0.0011061
          89    0.416863    0.420045  0.00109426
          90    0.414585    0.419984  0.00108378
          91    0.412949    0.419907  0.00107463
          92    0.417662    0.419882  0.00106322
          93    0.427442    0.419964  0.00105489
          94    0.418904    0.419952  0.00104373
          95    0.411085    0.419859  0.00103691
          96    0.407768    0.419733  0.00103373
          97    0.445196    0.419996  0.00105587
          98    0.420584    0.420002  0.00104512
          99    0.433558    0.420138  0.00104349
         100    0.420536    0.420142  0.00103306
