#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.309197    0.309197           0
           2    0.317439    0.313318  0.00291371
           3    0.313553    0.313396  0.00194352
           4    0.320456    0.315161   0.0021121
           5    0.319604     0.31605  0.00186726
           6     0.30733    0.314596  0.00204487
           7    0.308413    0.313713  0.00193414
           8    0.317352    0.314168  0.00174504
           9    0.309667    0.313668  0.00162124
          10    0.314318    0.313733  0.00146042
          11    0.322632    0.314542  0.00153546
          12    0.313406    0.314447  0.00141042
          13    0.323869    0.315172  0.00147643
          14    0.320788    0.315573  0.00142442
          15    0.311616    0.315309  0.00135367
          16    0.322238    0.315742  0.00133653
          17    0.324568    0.316261  0.00135499
          18    0.311641    0.316005   0.0013038
          19    0.314695    0.315936    0.001237
          20    0.315541    0.315916  0.00117531
          21    0.316931    0.315964  0.00112034
          22    0.324603    0.316357  0.00113614
          23    0.319405     0.31649  0.00109445
          24    0.314132    0.316391  0.00105324
          25    0.312965    0.316254  0.00101999
          26    0.330685    0.316809  0.00112165
          27    0.316591    0.316801  0.00108014
          28    0.308448    0.316503  0.00108198
          29    0.320327    0.316635  0.00105267
          30    0.306728    0.316304  0.00106813
          31     0.31855    0.316377  0.00103613
          32    0.312689    0.316262  0.00101014
          33      0.3146    0.316211 0.000980781
          34    0.327024    0.316529  0.00100217
          35    0.315204    0.316491  0.00097425
          36    0.306299    0.316208 0.000987472
          37    0.314431     0.31616 0.000961951
          38    0.312977    0.316077 0.000940278
          39    0.315158    0.316053 0.000916463
          40    0.324615    0.316267  0.00091821
          41    0.314306    0.316219 0.000897059
          42    0.316174    0.316218 0.000875701
          43    0.325939    0.316444 0.000884033
          44    0.323804    0.316611 0.000879624
          45    0.316648    0.316612 0.000860077
          46    0.318526    0.316654 0.000842386
          47    0.322031    0.316768 0.000832195
          48    0.324253    0.316924 0.000829339
          49    0.315746      0.3169 0.000812762
          50    0.321015    0.316982 0.000800662
          51     0.31906    0.317023 0.000785999
          52     0.32335    0.317145 0.000780243
          53    0.316063    0.317124 0.000765789
          54     0.31345    0.317056 0.000754624
          55    0.322468    0.317155 0.000747292
          56    0.310927    0.317044 0.000742177
          57    0.323537    0.317158 0.000737848
          58    0.310133    0.317036    0.000735
          59    0.317489    0.317044 0.000722582
          60    0.322439    0.317134 0.000716111
          61    0.312123    0.317052 0.000709067
          62    0.317142    0.317053 0.000697632
          63    0.307434    0.316901 0.000703068
          64    0.323479    0.317003 0.000699556
          65    0.317254    0.317007 0.000688804
          66     0.32246     0.31709 0.000683305
          67    0.311851    0.317012 0.000677564
          68    0.318364    0.317032 0.000667892
          69    0.314801    0.316999 0.000658994
          70    0.319109    0.317029 0.000650269
          71    0.322294    0.317104 0.000645324
          72    0.325699    0.317223 0.000647311
          73     0.32341    0.317308 0.000643968
          74    0.319914    0.317343 0.000636228
          75    0.317661    0.317347 0.000627759
          76    0.318984    0.317369 0.000619868
          77    0.319215    0.317393 0.000612281
          78    0.324694    0.317486 0.000611546
          79    0.321453    0.317536 0.000605863
          80    0.322919    0.317604 0.000602014
          81    0.320148    0.317635   0.0005954
          82    0.323272    0.317704 0.000592094
          83    0.319368    0.317724 0.000585299
          84    0.310984    0.317644 0.000583805
          85     0.31378    0.317598 0.000578704
          86    0.312342    0.317537 0.000575193
          87    0.316421    0.317524 0.000568724
          88    0.315844    0.317505 0.000562582
          89    0.311919    0.317442 0.000559752
          90     0.30811    0.317339 0.000563054
          91    0.317368    0.317339 0.000556867
          92    0.322047     0.31739  0.00055316
          93    0.315299    0.317368 0.000547669
          94    0.322331    0.317421 0.000544382
          95    0.308731    0.317329 0.000546281
          96    0.317611    0.317332 0.000540599
          97    0.318679    0.317346 0.000535204
          98    0.313808     0.31731 0.000530958
          99    0.321451    0.317352 0.000527241
         100    0.312751    0.317306 0.000523972
