#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.203697    0.203697           0
           2    0.198854    0.201275  0.00171217
           3    0.205364    0.202638  0.00159412
           4    0.195988    0.200976  0.00187151
           5    0.198552    0.200491  0.00155872
           6    0.199702    0.200359  0.00130447
           7    0.192691    0.199264  0.00150962
           8    0.196134    0.198873  0.00137069
           9    0.196808    0.198643  0.00123744
          10    0.195971    0.198376  0.00114218
          11    0.197969    0.198339  0.00103895
          12    0.192467     0.19785  0.00106136
          13    0.197294    0.197807 0.000980577
          14    0.196342    0.197702 0.000916098
          15    0.199569    0.197827  0.00086344
          16    0.202272    0.198105 0.000852995
          17    0.195247    0.197936 0.000819213
          18    0.199477    0.198022 0.000778158
          19    0.196126    0.197922 0.000743574
          20    0.195768    0.197815 0.000714157
          21    0.192182    0.197546 0.000728782
          22    0.192692    0.197326 0.000728299
          23    0.196896    0.197307 0.000696874
          24    0.197632     0.19732 0.000667969
          25    0.195469    0.197246 0.000645345
          26    0.200019    0.197353 0.000629274
          27    0.194769    0.197257 0.000613201
          28    0.198262    0.197293  0.00059235
          29    0.195908    0.197245 0.000573846
          30    0.193575    0.197123 0.000567609
          31    0.200638    0.197237 0.000560508
          32    0.196608    0.197217 0.000543336
          33    0.198778    0.197264 0.000528926
          34    0.196556    0.197243  0.00051378
          35    0.190989    0.197065 0.000529267
          36    0.199418     0.19713 0.000518588
          37    0.194418    0.197057 0.000509727
          38    0.193255    0.196957 0.000506034
          39    0.199158    0.197013 0.000496196
          40    0.197017    0.197013 0.000483792
          41    0.198279    0.197044 0.000472975
          42    0.196112    0.197022 0.000462234
          43    0.204179    0.197188  0.00048052
          44    0.193965    0.197115 0.000475152
          45    0.193419    0.197033 0.000471638
          46     0.19758    0.197045 0.000461535
          47    0.196725    0.197038 0.000451765
          48    0.196709    0.197031 0.000442405
          49    0.197022    0.197031 0.000433377
          50    0.197009    0.197031 0.000424709
          51    0.196842    0.197027 0.000416398
          52    0.198107    0.197048 0.000408908
          53     0.20035     0.19711 0.000405913
          54    0.192655    0.197027 0.000406694
          55    0.194691    0.196985 0.000401512
          56    0.190342    0.196866 0.000411494
          57    0.195878    0.196849  0.00040464
          58    0.197739    0.196864 0.000397954
          59    0.199083    0.196902 0.000392982
          60    0.198026    0.196921 0.000386879
          61    0.197012    0.196922 0.000380539
          62    0.200368    0.196978 0.000378439
          63    0.199019     0.19701 0.000373816
          64    0.192492     0.19694 0.000374584
          65    0.195051     0.19691 0.000369946
          66    0.198289    0.196931  0.00036493
          67    0.196452    0.196924 0.000359554
          68     0.19384    0.196879 0.000357116
          69    0.198548    0.196903 0.000352759
          70    0.198745    0.196929   0.0003487
          71    0.198532    0.196952 0.000344518
          72     0.19408    0.196912 0.000342035
          73    0.199188    0.196943 0.000338767
          74    0.195651    0.196926 0.000334639
          75    0.195991    0.196913 0.000330409
          76     0.19023    0.196825 0.000337561
          77    0.194953    0.196801 0.000334051
          78    0.198028    0.196817 0.000330138
          79    0.193933     0.19678 0.000327971
          80     0.19824    0.196799 0.000324379
          81    0.192072     0.19674 0.000325581
          82     0.19638    0.196736  0.00032164
          83    0.193941    0.196702 0.000319522
          84    0.194882     0.19668 0.000316452
          85    0.194442    0.196654 0.000313823
          86    0.198845     0.19668 0.000311206
          87    0.198422      0.1967 0.000308273
          88    0.196749      0.1967  0.00030477
          89    0.197897    0.196714 0.000301642
          90    0.194893    0.196693 0.000298968
          91    0.202016    0.196752  0.00030135
          92    0.197526     0.19676 0.000298192
          93    0.198048    0.196774 0.000295307
          94    0.199912    0.196808 0.000294046
          95    0.197122    0.196811  0.00029097
          96    0.192673    0.196768 0.000291114
          97    0.197405    0.196774 0.000288187
          98    0.195185    0.196758 0.000285703
          99    0.194424    0.196734 0.000283788
         100    0.193121    0.196698 0.000283241
