#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.316487    0.316487           0
           2    0.317466    0.316976 0.000346079
           3    0.312893    0.315615  0.00113514
           4     0.31672    0.315891 0.000884299
           5    0.320606    0.316834  0.00110079
           6     0.30765    0.315304   0.0016715
           7     0.30878    0.314372  0.00167248
           8    0.311544    0.314018  0.00150029
           9    0.316219    0.314263  0.00135337
          10    0.317924    0.314629  0.00126659
          11    0.316854    0.314831   0.0011675
          12    0.314969    0.314843  0.00107026
          13    0.315879    0.314922   0.0009909
          14     0.31475     0.31491 0.000920198
          15    0.320697    0.315296 0.000936249
          16    0.327795    0.316077  0.00115868
          17    0.316624    0.316109  0.00109096
          18    0.324372    0.316568  0.00112279
          19    0.310097    0.316228  0.00111416
          20    0.319364    0.316385  0.00106943
          21    0.317373    0.316432  0.00101954
          22     0.31627    0.316424 0.000973219
          23    0.312129    0.316237 0.000948652
          24    0.314446    0.316163 0.000912058
          25    0.311743    0.315986 0.000892542
          26    0.316489    0.316005 0.000858423
          27    0.327113    0.316417 0.000919937
          28    0.311463     0.31624 0.000903935
          29    0.324206    0.316515 0.000913555
          30    0.316585    0.316517 0.000883106
          31    0.324051     0.31676 0.000887428
          32    0.308744    0.316509 0.000894351
          33    0.317982    0.316554 0.000868362
          34    0.320595    0.316673 0.000850916
          35    0.327623    0.316986 0.000882245
          36    0.312147    0.316851 0.000867915
          37    0.323298    0.317026 0.000861767
          38    0.308459      0.3168 0.000868075
          39    0.310614    0.316642 0.000860187
          40    0.308961    0.316449 0.000859846
          41    0.323229    0.316615 0.000854624
          42    0.328242    0.316892 0.000877966
          43    0.313286    0.316808 0.000861544
          44    0.320982    0.316903  0.00084717
          45    0.322256    0.317022 0.000836654
          46    0.317981    0.317042 0.000818726
          47    0.311735     0.31693 0.000809057
          48     0.30469    0.316675 0.000831412
          49    0.320992    0.316763   0.0008191
          50    0.316881    0.316765 0.000802721
          51    0.325995    0.316946 0.000807126
          52     0.32207    0.317045 0.000797596
          53    0.316016    0.317025 0.000782783
          54    0.313868    0.316967 0.000770466
          55    0.317182    0.316971 0.000756468
          56    0.323318    0.317084 0.000751403
          57    0.311465    0.316985 0.000744658
          58    0.311332    0.316888 0.000738172
          59    0.320628    0.316951 0.000728377
          60    0.315835    0.316933 0.000716475
          61    0.310366    0.316825 0.000712771
          62    0.326289    0.316978 0.000717433
          63    0.320701    0.317037 0.000708475
          64     0.32442    0.317152 0.000706737
          65    0.316507    0.317142 0.000695934
          66    0.318916    0.317169 0.000685908
          67    0.317664    0.317176  0.00067571
          68    0.317604    0.317183 0.000665802
          69     0.31244    0.317114 0.000659691
          70    0.313794    0.317067  0.00065197
          71    0.314341    0.317028 0.000643916
          72    0.318031    0.317042 0.000635123
          73    0.313965       0.317  0.00062782
          74    0.316601    0.316995 0.000619359
          75    0.326417     0.31712 0.000623713
          76    0.315157    0.317094 0.000616041
          77    0.324756    0.317194 0.000616023
          78     0.32241    0.317261 0.000611745
          79    0.309661    0.317165 0.000611519
          80    0.315106    0.317139 0.000604416
          81    0.314266    0.317103 0.000597994
          82    0.325936    0.317211 0.000600325
          83    0.326223     0.31732  0.00060283
          84     0.31804    0.317328 0.000595715
          85     0.31438    0.317294 0.000589715
          86    0.323653    0.317368 0.000587476
          87    0.321105     0.31741 0.000582291
          88    0.319841    0.317438 0.000576329
          89    0.323611    0.317507 0.000574013
          90    0.309237    0.317416 0.000574943
          91    0.310746    0.317342 0.000573277
          92     0.30786    0.317239 0.000576236
          93    0.322771    0.317299 0.000573101
          94    0.321945    0.317348 0.000569132
          95    0.311306    0.317285 0.000566683
          96    0.315828    0.317269 0.000560983
          97    0.320044    0.317298 0.000555929
          98    0.316971    0.317295 0.000550266
          99    0.318838     0.31731 0.000544929
         100    0.316692    0.317304 0.000539514
