#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.429773    0.429773           0
           2    0.413409    0.421591   0.0057855
           3    0.416381    0.419854  0.00410943
           4    0.421168    0.420183  0.00309517
           5    0.431582    0.422463  0.00320767
           6    0.410885    0.420533  0.00320124
           7    0.427058    0.421465  0.00287642
           8    0.396515    0.418346    0.003853
           9    0.414513     0.41792  0.00344835
          10     0.40783    0.416911  0.00324778
          11    0.430632    0.418159  0.00318306
          12    0.422025    0.418481  0.00293406
          13     0.41186    0.417972  0.00275221
          14    0.408171    0.417272  0.00264316
          15    0.422888    0.417646  0.00249333
          16    0.414863    0.417472  0.00234355
          17    0.413184     0.41722  0.00221923
          18    0.431496    0.418013  0.00223317
          19    0.406765    0.417421   0.0021927
          20    0.425024    0.417801  0.00211576
          21    0.415986    0.417715  0.00201677
          22     0.40064    0.416939  0.00206905
          23    0.403902    0.416372  0.00205526
          24    0.425598    0.416756  0.00200526
          25    0.414217    0.416655  0.00192762
          26    0.409048    0.416362  0.00187555
          27    0.419046    0.416461  0.00180872
          28    0.418644    0.416539   0.0017458
          29    0.416825    0.416549  0.00168563
          30    0.415568    0.416516  0.00162976
          31    0.395743    0.415846  0.00170941
          32    0.410534     0.41568  0.00166403
          33    0.426031    0.415994   0.0016429
          34     0.42146    0.416155  0.00160243
          35    0.419617    0.416254  0.00155969
          36    0.427378    0.416563  0.00154668
          37    0.413504     0.41648  0.00150709
          38     0.41449    0.416428  0.00146833
          39     0.40241    0.416068  0.00147402
          40    0.409831    0.415912  0.00144539
          41    0.423474    0.416097  0.00142186
          42    0.429308    0.416411  0.00142237
          43    0.409094    0.416241  0.00139944
          44    0.427601    0.416499  0.00139124
          45    0.446849    0.417174    0.001515
          46    0.420489    0.417246  0.00148378
          47    0.429054    0.417497  0.00147333
          48    0.410391    0.417349  0.00145005
          49    0.427526    0.417557  0.00143526
          50     0.42746    0.417755  0.00142015
          51    0.430124    0.417997  0.00141286
          52    0.422288     0.41808   0.0013881
          53    0.440454    0.418502  0.00142466
          54    0.418945     0.41851   0.0013983
          55     0.40952    0.418347   0.0013824
          56     0.41765    0.418334  0.00135777
          57    0.411561    0.418215  0.00133914
          58    0.400862    0.417916  0.00134906
          59    0.409814    0.417779  0.00133316
          60    0.432233     0.41802  0.00133253
          61    0.416318    0.417992  0.00131098
          62     0.43211     0.41822  0.00130946
          63    0.414598    0.418162  0.00128994
          64    0.431878    0.418376  0.00128746
          65    0.404693    0.418166  0.00128475
          66    0.403691    0.417947  0.00128387
          67    0.398771     0.41766  0.00129621
          68     0.41665    0.417646  0.00127724
          69    0.414354    0.417598  0.00125962
          70    0.413614    0.417541  0.00124291
          71    0.421642    0.417599  0.00122674
          72    0.413191    0.417538  0.00121123
          73    0.408544    0.417414  0.00120089
          74    0.416965    0.417408  0.00118467
          75     0.41072    0.417319  0.00117223
          76    0.423068    0.417395  0.00115924
          77    0.402056    0.417195  0.00116118
          78    0.413673     0.41715  0.00114717
          79    0.413625    0.417106  0.00113352
          80     0.45372    0.417563  0.00120822
          81    0.432606    0.417749  0.00120749
          82    0.429862    0.417897  0.00120177
          83    0.424095    0.417971   0.0011896
          84    0.408998    0.417865  0.00118023
          85    0.407418    0.417742  0.00117273
          86    0.431822    0.417905  0.00117046
          87    0.419212     0.41792  0.00115711
          88    0.411154    0.417844  0.00114651
          89    0.414942    0.417811  0.00113409
          90    0.404539    0.417664  0.00113104
          91     0.41653    0.417651  0.00111868
          92    0.397132    0.417428  0.00112853
          93    0.417116    0.417425   0.0011164
          94    0.414015    0.417388  0.00110511
          95    0.429609    0.417517  0.00110094
          96    0.431948    0.417667  0.00109969
          97    0.438035    0.417877  0.00110822
          98    0.406356     0.41776  0.00110313
          99    0.416419    0.417746  0.00109207
         100    0.408456    0.417653  0.00108509
