-0.391389	0
-0.393588	0.00219892
-0.391878	0.00212999
-0.397381	0.00570508
-0.396911	0.00444403
-0.400013	0.00477347
-0.40115	0.00419159
-0.401148	0.00363002
-0.400585	0.00325062
-0.403713	0.00427119
-0.405126	0.00411346
-0.406185	0.00390162
-0.404643	0.00390602
-0.404384	0.00362556
-0.404	0.00339705
-0.404511	0.00321861
-0.402932	0.00341116
-0.402352	0.003268
-0.402751	0.00311691
-0.401951	0.00306319
-0.402295	0.00293385
-0.402436	0.00280088
-0.402739	0.00269346
-0.403359	0.00265228
-0.404006	0.00262486
-0.40357	0.0025593
-0.403857	0.0024794
-0.403074	0.00251429
-0.403126	0.00242661
-0.403022	0.00234667
-0.403788	0.00239573
-0.402942	0.0024693
-0.403211	0.00240845
-0.403556	0.00236179
-0.403164	0.00232659
-0.402982	0.00226837
-0.402513	0.00225554
-0.402363	0.00220047
-0.402638	0.00216088
-0.402752	0.00210926
-0.402761	0.00205719
-0.402535	0.00202039
-0.402466	0.00197404
-0.402772	0.00195285
-0.403037	0.00192721
-0.40286	0.00189314
-0.402888	0.00185264
-0.402835	0.00181442
-0.402865	0.00177727
-0.403007	0.00174715
-0.403145	0.00171808
-0.40346	0.00171387
-0.403732	0.00170313
-0.40269	0.00196948
-0.402538	0.00193928
-0.40232	0.00191685
-0.402172	0.00188871
-0.401909	0.00187443
-0.401986	0.00184399
-0.402343	0.00184786
-0.402471	0.00182184
-0.401996	0.00185409
-0.401727	0.00184411
-0.401755	0.00181527
-0.401779	0.00178729
-0.401606	0.00176851
-0.401759	0.00174865
-0.401654	0.00172595
-0.401744	0.0017031
-0.401926	0.00168842
-0.402137	0.00167788
-0.402008	0.00165942
-0.402082	0.00163817
-0.401871	0.0016295
-0.401635	0.00162488
-0.401625	0.00160339
-0.401617	0.00158245
-0.40159	0.00156227
-0.4018	0.00155672
-0.401541	0.00155882
-0.401136	0.00159204
-0.401197	0.00157372
-0.401172	0.00155485
-0.401073	0.00153943
-0.401175	0.00152462
-0.401032	0.00151348
-0.401299	0.0015195
-0.401451	0.00150981
-0.401517	0.00149423
-0.401085	0.00153955
-0.401138	0.00152348
-0.401417	0.00153241
-0.401304	0.00152003
-0.401265	0.0015043
-0.401437	0.00149833
-0.401382	0.00148368
-0.401459	0.00147033
-0.401552	0.00145826
-0.401454	0.0014468
-0.401556	0.00143585
