1.5	1.5	12.112	0.349629
1.45789	1.43092	9.97858	0.36601
1.45789	1.43092	9.97858	0.36601
1.45789	1.43092	9.97858	0.36601
1.45789	1.43092	9.97858	0.36601
1.37093	1.34516	6.7777	0.142296
1.37093	1.34516	6.7777	0.142296
1.33925	1.39058	6.319	0.219963
1.33925	1.39058	6.319	0.219963
1.33925	1.39058	6.319	0.219963
1.33925	1.39058	6.319	0.219963
1.33925	1.39058	6.319	0.219963
1.33925	1.39058	6.319	0.219963
1.29049	1.35282	5.50347	0.164403
1.24817	1.28015	4.7474	0.166468
1.24817	1.28015	4.7474	0.166468
1.20781	1.20107	3.42016	0.137662
1.15054	1.18592	2.74961	0.141769
1.09194	1.15607	2.11051	0.0910872
1.00357	1.18008	1.50891	0.0712468
1.03908	1.15758	1.69225	0.0729036
1.03908	1.15758	1.69225	0.0729036
1.03925	1.06942	1.34511	0.0615605
1.00595	1.03959	0.831176	0.0587025
0.976405	0.985714	0.573451	0.0405773
0.926467	0.981176	0.304721	0.0208641
0.925913	0.927233	0.202776	0.0254324
0.949242	0.879309	0.152783	0.0277802
0.927247	0.876854	0.0788445	0.0237902
0.842552	0.838805	-0.18545	0.0156042
0.756685	0.824044	-0.292509	0.0100918
0.676436	0.78299	-0.33101	0.00959208
0.676436	0.78299	-0.33101	0.00959208
0.593313	0.74772	-0.317505	0.00577401
0.646358	0.805586	-0.329924	0.00968684
0.648248	0.891289	-0.281617	0.0095644
0.640572	0.805089	-0.318258	0.00802219
0.568054	0.814315	-0.299644	0.00681286
0.568054	0.814315	-0.299644	0.00681286
0.512894	0.83291	-0.295503	0.00725249
0.512894	0.83291	-0.295503	0.00725249
0.512894	0.83291	-0.295503	0.00725249
0.512894	0.83291	-0.295503	0.00725249
0.503461	0.906045	-0.263615	0.0100647
0.443038	0.930069	-0.246045	0.0145152
0.421722	0.847036	-0.261011	0.00787657
0.425056	0.828713	-0.258709	0.00792742
0.391382	0.749856	-0.199801	0.00597848
0.402021	0.762246	-0.206053	0.00563319
0.340864	0.839685	-0.224368	0.00708607
0.375231	0.787001	-0.201065	0.00823829
0.390973	0.746324	-0.18067	0.00650842
0.337584	0.720276	-0.1039	0.00837347
0.294127	0.732187	-0.0903991	0.0072506
0.353293	0.722148	-0.111371	0.00732792
0.424606	0.728479	-0.186259	0.00606273
0.456111	0.779012	-0.241443	0.0057338
0.431232	0.811801	-0.254888	0.00700128
0.469335	0.809661	-0.270302	0.0070435
0.515008	0.851352	-0.273142	0.00859582
0.563593	0.821468	-0.27927	0.00680947
0.511733	0.825624	-0.285237	0.00621863
0.518535	0.875582	-0.283722	0.00614927
0.556013	0.909807	-0.266361	0.00925727
0.567005	0.902674	-0.272162	0.0080558
0.603682	0.821935	-0.305764	0.0053228
0.603682	0.821935	-0.305764	0.0053228
0.603682	0.821935	-0.305764	0.0053228
0.579499	0.890071	-0.28163	0.00836159
0.569773	0.831679	-0.295145	0.00964259
0.531029	0.790959	-0.279952	0.00697399
0.531029	0.790959	-0.279952	0.00697399
0.491027	0.810624	-0.27636	0.00876098
0.449156	0.774218	-0.239442	0.00639151
0.42391	0.718771	-0.166029	0.00664032
0.420368	0.79355	-0.241251	0.00624207
0.416547	0.840355	-0.243387	0.00674786
0.481462	0.796754	-0.271078	0.0070345
0.465164	0.837563	-0.265896	0.00663659
0.465164	0.837563	-0.265896	0.00663659
0.514583	0.765419	-0.285715	0.00654603
0.448447	0.831071	-0.252991	0.00727314
0.448447	0.831071	-0.252991	0.00727314
0.466311	0.783806	-0.254937	0.00712023
0.447666	0.76298	-0.232821	0.00636964
0.479851	0.747929	-0.239852	0.00613397
0.432016	0.807366	-0.231913	0.00819986
0.427255	0.841405	-0.25375	0.00574604
0.461206	0.851038	-0.258507	0.00679543
0.487797	0.826382	-0.268154	0.00821497
0.554957	0.807651	-0.284251	0.00593591
0.604452	0.820016	-0.297782	0.0096513
0.533214	0.751487	-0.286821	0.00641178
0.465517	0.794956	-0.260107	0.00550346
0.516139	0.745709	-0.269203	0.00580854
0.445814	0.752026	-0.226896	0.00687591
0.51142	0.807196	-0.276016	0.00720139
0.562679	0.873658	-0.284266	0.00841498
0.518243	0.851691	-0.283314	0.00827037
0.534516	0.782852	-0.291904	0.00682626
0.478405	0.71013	-0.230935	0.00700529
0.513451	0.697896	-0.244419	0.00474325
0.582644	0.738966	-0.309311	0.00491945
0.637298	0.738933	-0.346508	0.00574066
0.70472	0.696899	-0.399023	0.00307542
0.645928	0.649329	-0.37142	0.00375517
0.645928	0.649329	-0.37142	0.00375517
0.645928	0.649329	-0.37142	0.00375517
0.645928	0.649329	-0.37142	0.00375517
0.645928	0.649329	-0.37142	0.00375517
0.673189	0.673514	-0.376651	0.0058032
0.673189	0.673514	-0.376651	0.0058032
0.643743	0.656214	-0.365231	0.00373778
0.673181	0.612502	-0.394377	0.00242455
0.732142	0.602756	-0.429638	0.00264746
0.721051	0.619449	-0.426385	0.00339197
0.68411	0.586266	-0.393193	0.00352494
0.68411	0.586266	-0.393193	0.00352494
0.68411	0.586266	-0.393193	0.00352494
0.744554	0.650989	-0.422847	0.00273885
0.7672	0.619409	-0.442389	0.00250234
0.789306	0.605262	-0.444609	0.00217696
0.789306	0.605262	-0.444609	0.00217696
0.789306	0.605262	-0.444609	0.00217696
0.789306	0.605262	-0.444609	0.00217696
0.829794	0.613174	-0.440512	0.00298756
0.805667	0.657231	-0.428557	0.00469236
0.77425	0.651062	-0.439175	0.0029755
0.804794	0.619019	-0.440777	0.00230128
0.804794	0.619019	-0.440777	0.00230128
0.828803	0.65361	-0.427638	0.00379583
0.879928	0.68656	-0.362505	0.0111112
0.884881	0.690127	-0.362037	0.00998923
0.844688	0.707401	-0.382711	0.00647979
0.800265	0.745173	-0.358511	0.00684899
0.756756	0.678119	-0.429671	0.00331709
0.756756	0.678119	-0.429671	0.00331709
0.756756	0.678119	-0.429671	0.00331709
0.817063	0.651994	-0.43738	0.00309446
0.848197	0.635612	-0.434227	0.00396131
0.868342	0.630106	-0.42694	0.0035917
0.860755	0.584725	-0.42047	0.00370866
0.809856	0.613051	-0.445892	0.0034125
0.762951	0.673769	-0.420544	0.00384689
0.762951	0.673769	-0.420544	0.00384689
0.762951	0.673769	-0.420544	0.00384689
0.82273	0.625202	-0.442325	0.0035519
0.787076	0.676996	-0.424965	0.00378757
0.777263	0.668196	-0.43071	0.00363889
0.777263	0.668196	-0.43071	0.00363889
0.768644	0.669805	-0.429191	0.00345013
0.801922	0.641344	-0.443982	0.00280917
0.801922	0.641344	-0.443982	0.00280917
0.782173	0.686239	-0.417258	0.00360721
0.782173	0.686239	-0.417258	0.00360721
0.729965	0.705524	-0.402118	0.00464535
0.729694	0.769318	-0.349611	0.00880773
0.727219	0.8199	-0.30799	0.00992844
0.727219	0.8199	-0.30799	0.00992844
0.664626	0.810192	-0.325657	0.00555791
0.664626	0.810192	-0.325657	0.00555791
0.664626	0.810192	-0.325657	0.00555791
0.663476	0.769644	-0.330045	0.0057675
0.709698	0.74572	-0.368616	0.00646629
0.652247	0.709469	-0.365604	0.00455374
