# VELOCITY:        AVE_POFV:        ERROR:
   0.0942809       0.012       0.012           0
    0.282843        0.02        0.02           0
    0.471405       0.056       0.056           0
    0.659966       0.048       0.048           0
    0.848528        0.12        0.12           0
     1.03709       0.176       0.176           0
     1.22565       0.408       0.408           0
     1.41421       0.788       0.788           0
     1.60278        1.16        1.16           0
     1.79134       2.772       2.772           0
      1.9799       6.024       6.024           0
     2.16846      11.068      11.068           0
     2.35702      15.816      15.816           0
     2.54558      50.792      50.792           0
     2.73415      11.652      11.652           0
     2.92271       4.744       4.744           0
     3.11127       1.896       1.896           0
     3.29983        0.36        0.36           0
     3.48839       0.088       0.088           0
     3.67696           0           0           0
     3.86552           0           0           0
     4.05408           0           0           0
     4.24264           0           0           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0       0.006  0.00424264
    0.282843       0.356       0.188    0.118794
    0.471405       0.816       0.436    0.268701
    0.659966           1       0.524    0.336583
    0.848528       1.052       0.586    0.329512
     1.03709       1.824           1    0.582656
     1.22565         2.6       1.504    0.774989
     1.41421       5.164       2.976     1.54715
     1.60278       5.868       3.514     1.66453
     1.79134       9.756       6.264     2.46922
      1.9799       11.42       8.722     1.90777
     2.16846       6.728       8.898     1.53442
     2.35702       6.988      11.402     3.12117
     2.54558      12.368       31.58     13.5849
     2.73415      10.412      11.032    0.438406
     2.92271       8.812       6.778     1.43826
     3.11127       7.336       4.616     1.92333
     3.29983        6.86        3.61      2.2981
     3.48839        3.56       1.824     1.22754
     3.67696       2.132       1.066    0.753776
     3.86552       1.628       0.814    0.575585
     4.05408       0.716       0.358    0.253144
     4.24264         0.4         0.2    0.141421
      4.4312       0.092       0.046   0.0325269
     4.61976       0.112       0.056    0.039598
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0       0.004  0.00326599
    0.282843           0    0.125333   0.0942872
    0.471405       0.352       0.408    0.180587
    0.659966       1.836    0.961333    0.421731
    0.848528       3.304       1.492    0.771674
     1.03709       4.556     2.18533     1.04286
     1.22565       7.436     3.48133     1.69514
     1.41421        6.02     3.99067     1.32296
     1.60278       6.804     4.61067      1.4259
     1.79134       7.508     6.67867      1.6806
      1.9799         9.7       9.048      1.2994
     2.16846        7.98       8.592     1.05302
     2.35702       8.248     10.3507     2.25089
     2.54558       7.716     23.6253     11.1448
     2.73415       6.912     9.65867     1.15879
     2.92271       5.852     6.46933    0.991405
     3.11127       7.872     5.70133     1.55865
     3.29983       6.444     4.55467     1.71527
     3.48839        3.08     2.24267    0.886885
     3.67696       1.824     1.31867    0.543216
     3.86552       1.072         0.9    0.390095
     4.05408       1.068    0.594667    0.256557
     4.24264       0.672    0.357333    0.159347
      4.4312       0.708    0.266667    0.181474
     4.61976        0.42    0.177333    0.102525
     4.80833        0.28   0.0933333   0.0762063
     4.99689       0.336       0.112   0.0914476
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0       0.003  0.00259808
    0.282843       0.148       0.131   0.0708855
    0.471405        1.64       0.716    0.299152
    0.659966       2.716         1.4    0.494334
    0.848528       2.812       1.822    0.645471
     1.03709         5.9       3.114     1.12186
     1.22565        5.62       4.016     1.35305
     1.41421       5.996       4.492     1.08305
     1.60278        6.76       5.148     1.16628
     1.79134       9.628       7.416     1.41297
      1.9799       10.64       9.446     1.03371
     2.16846         7.9       8.419    0.803849
     2.35702      11.436      10.622     1.70444
     2.54558        5.24      19.029     9.25803
     2.73415       10.18       9.789    0.876388
     2.92271       4.192         5.9    0.892176
     3.11127       4.216        5.33     1.21241
     3.29983       4.376        4.51     1.28703
     3.48839       3.152        2.47    0.693688
     3.67696       1.228       1.296    0.407885
     3.86552       1.768       1.117    0.347728
     4.05408       0.724       0.627    0.194445
     4.24264       1.168        0.56    0.212339
      4.4312       0.264       0.266    0.136107
     4.61976       0.296       0.207   0.0810725
     4.80833           0        0.07   0.0606218
     4.99689           0       0.084   0.0727461
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809       0.168       0.036   0.0295892
    0.282843       0.448      0.1944   0.0801966
    0.471405       0.544      0.6816    0.241291
    0.659966       1.528      1.4256    0.396129
    0.848528       4.004      2.2584    0.647303
     1.03709       4.804       3.452    0.947037
     1.22565       6.108      4.4344     1.14531
     1.41421       6.676      4.9288     0.95045
     1.60278       9.672      6.0528      1.2351
     1.79134        10.7      8.0728     1.27391
      1.9799      10.688      9.6944    0.856293
     2.16846        10.3      8.7952     0.72579
     2.35702       6.268      9.7512     1.57032
     2.54558       7.916     16.8064     7.66858
     2.73415       7.108      9.2528     0.84945
     2.92271       8.636      6.4472    0.865429
     3.11127       4.052      5.0744    0.996509
     3.29983       2.252      4.0584     1.10602
     3.48839       2.396      2.4552    0.555108
     3.67696        0.62      1.1608    0.347994
     3.86552       1.728      1.2392    0.298884
     4.05408       1.384      0.7784    0.206241
     4.24264           0       0.448    0.197209
      4.4312           0      0.2128    0.118828
     4.61976           0      0.1656   0.0746842
     4.80833           0       0.056   0.0500879
     4.99689           0      0.0672   0.0601055
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0        0.03   0.0252587
    0.282843       0.548    0.253333   0.0857939
    0.471405       1.724    0.855333    0.256094
    0.659966       1.504     1.43867    0.330323
    0.848528       6.004     2.88267    0.784685
     1.03709        5.02     3.71333    0.824467
     1.22565       4.684       4.476    0.955176
     1.41421       7.992     5.43933    0.918985
     1.60278      12.636        7.15     1.43616
     1.79134       9.288     8.27533     1.07758
      1.9799       9.512       9.664    0.714117
     2.16846       7.772     8.62467    0.624539
     2.35702        6.14     9.14933     1.41926
     2.54558       7.396      15.238      6.5489
     2.73415       8.472     9.12267    0.717774
     2.92271       4.152     6.06467    0.801286
     3.11127        4.66     5.00533    0.832815
     3.29983        3.34     3.93867    0.928144
     3.48839       3.368     2.60733    0.482987
     3.67696       1.292     1.18267    0.290681
     3.86552       2.496     1.44867    0.314006
     4.05408           0    0.648667     0.20872
     4.24264           0    0.373333    0.177916
      4.4312           0    0.177333    0.104182
     4.61976           0       0.138   0.0671433
     4.80833           0   0.0466667   0.0426006
     4.99689           0       0.056   0.0511208
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809       0.304   0.0691429   0.0422139
    0.282843        0.28    0.257143   0.0736222
    0.471405       1.096    0.889714    0.221805
    0.659966       1.688     1.47429    0.285048
    0.848528       4.808     3.15771    0.719178
     1.03709       3.876     3.73657    0.707013
     1.22565       5.744     4.65714    0.835722
     1.41421       7.628       5.752    0.839207
     1.60278       11.28        7.74     1.34674
     1.79134      11.436     8.72686     1.01383
      1.9799       7.816         9.4    0.659095
     2.16846      10.148     8.84229    0.571978
     2.35702      10.056     9.27886     1.22241
     2.54558       7.888      14.188      5.6969
     2.73415        9.18     9.13086    0.615281
     2.92271       3.624       5.716    0.758893
     3.11127         2.9     4.70457    0.766227
     3.29983       1.944     3.65371    0.838153
     3.48839       2.964     2.65829    0.416668
     3.67696       0.956     1.15029    0.250953
     3.86552       2.384     1.58229    0.296216
     4.05408           0       0.556     0.19841
     4.24264           0        0.32    0.160294
      4.4312           0       0.152   0.0923277
     4.61976           0    0.118286   0.0603763
     4.80833           0        0.04   0.0370328
     4.99689           0       0.048   0.0444394
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0      0.0605   0.0378116
    0.282843       1.756      0.4445    0.186721
    0.471405       1.108       0.917    0.195751
    0.659966       1.464       1.473     0.24942
    0.848528       4.448       3.319    0.647113
     1.03709         5.6      3.9695    0.655885
     1.22565       5.044      4.7055    0.732655
     1.41421       7.608       5.984    0.765703
     1.60278       12.68      8.3575     1.31235
     1.79134       8.144       8.654    0.889716
      1.9799       8.144       9.243    0.595114
     2.16846       9.528       8.928    0.506862
     2.35702      12.904       9.732     1.15054
     2.54558       9.064     13.5475     5.02066
     2.73415       7.824      8.9675    0.559637
     2.92271       4.308        5.54    0.684136
     3.11127       2.092       4.378    0.736763
     3.29983       0.872       3.306    0.802275
     3.48839       2.136       2.593    0.369664
     3.67696       0.592      1.0805    0.229081
     3.86552       2.684        1.72    0.289437
     4.05408           0      0.4865    0.185382
     4.24264           0        0.28    0.145162
      4.4312           0       0.133   0.0827186
     4.61976           0      0.1035   0.0546097
     4.80833           0       0.035   0.0327395
     4.99689           0       0.042   0.0392874
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0   0.0537778   0.0342027
    0.282843       0.228    0.420444    0.167517
    0.471405       0.888    0.913778    0.174027
    0.659966       3.084       1.652     0.27863
    0.848528       4.056     3.40089     0.58037
     1.03709       6.524     4.25333     0.64149
     1.22565       9.116     5.19556    0.798496
     1.41421      10.488     6.48444    0.828171
     1.60278      12.272     8.79244     1.23651
     1.79134        4.18     8.15689    0.919303
      1.9799         6.1     8.89378    0.623086
     2.16846       11.46     9.20933    0.522823
     2.35702       9.556     9.71244     1.02286
     2.54558       7.568     12.8831     4.50656
     2.73415       8.744     8.94267    0.498006
     2.92271       3.332     5.29467    0.650624
     3.11127       3.956     4.33111    0.656391
     3.29983       2.244       3.188    0.721759
     3.48839       1.132     2.43067    0.362485
     3.67696       0.164    0.978667    0.225127
     3.86552       1.064     1.64711    0.266297
     4.05408        0.46    0.483556    0.164807
     4.24264       0.104    0.260444    0.130343
      4.4312       0.372    0.159556   0.0776734
     4.61976       0.636    0.162667   0.0739463
     4.80833       0.272   0.0613333   0.0382532
     4.99689           0   0.0373333   0.0351982
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809       0.012      0.0496   0.0310365
    0.282843       0.568      0.4352    0.151413
    0.471405       1.452      0.9676    0.164737
    0.659966       4.012       1.888     0.33617
    0.848528       5.208      3.5816    0.549748
     1.03709       6.992      4.5272    0.633108
     1.22565       8.036      5.4796    0.767506
     1.41421        8.24        6.66    0.763735
     1.60278       8.692      8.7824      1.1129
     1.79134        6.86      8.0272    0.836471
      1.9799      12.432      9.2476    0.653561
     2.16846      11.704      9.4588    0.526706
     2.35702       8.188        9.56    0.931868
     2.54558       6.608     12.2556     4.09936
     2.73415       5.596       8.608    0.549262
     2.92271        4.16      5.1812    0.595374
     3.11127       3.412      4.2392    0.597152
     3.29983       0.612      2.9304    0.694032
     3.48839       1.036      2.2912    0.352046
     3.67696       0.076      0.8884    0.219968
     3.86552       0.124      1.4948    0.279855
     4.05408       1.332      0.5684    0.168759
     4.24264        1.32      0.3664    0.154484
      4.4312       0.328      0.1764   0.0717093
     4.61976           1      0.2464     0.10363
     4.80833           0      0.0552   0.0349161
     4.99689           0      0.0336   0.0318758
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0   0.0450909   0.0285407
    0.282843       0.436    0.435273    0.137649
    0.471405       2.312     1.08982    0.189757
    0.659966       5.148     2.18436    0.416226
    0.848528        4.54     3.66873    0.506628
     1.03709       6.564     4.71236    0.602021
     1.22565      10.536     5.93927    0.823967
     1.41421       8.364     6.81491    0.709841
     1.60278        8.68     8.77309     1.01177
     1.79134       9.108     8.12545    0.766177
      1.9799       9.352     9.25709    0.594215
     2.16846       7.128     9.24691      0.5197
     2.35702      10.264       9.624    0.849348
     2.54558       6.924     11.7709     3.75523
     2.73415       4.744     8.25673    0.601253
     2.92271        5.24     5.18655    0.541273
     3.11127       2.556     4.08618    0.562129
     3.29983       0.104     2.67345    0.676832
     3.48839           1     2.17382    0.339047
     3.67696       0.652    0.866909    0.201018
     3.86552       1.712     1.51455     0.25511
     4.05408       0.636    0.574545    0.153529
     4.24264           1       0.424    0.150796
      4.4312           0    0.160364   0.0669594
     4.61976           1    0.314909     0.11464
     4.80833           0   0.0501818   0.0321005
     4.99689           0   0.0305455   0.0291239
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0   0.0413333   0.0264085
    0.282843       0.032    0.401667    0.130216
    0.471405       2.352       1.195    0.200992
    0.659966       2.532     2.21333    0.382547
    0.848528       5.988       3.862    0.499917
     1.03709       8.448     5.02367    0.627196
     1.22565       6.992       6.027    0.759958
     1.41421      10.328     7.10767     0.70849
     1.60278      11.512     9.00133    0.952851
     1.79134        9.38        8.23    0.709426
      1.9799       7.628     9.12133    0.559991
     2.16846       10.72     9.36967    0.490676
     2.35702        9.54       9.617    0.778598
     2.54558       4.632      11.176      3.4891
     2.73415       3.768     7.88267    0.657287
     2.92271       5.916     5.24733    0.499568
     3.11127       1.492        3.87      0.5553
     3.29983        0.74     2.51233    0.639319
     3.48839       0.848     2.06333    0.328301
     3.67696       1.152    0.890667    0.185665
     3.86552           2       1.555    0.237036
     4.05408           0    0.526667    0.148012
     4.24264       0.392    0.421333    0.138254
