# VELOCITY:        AVE_POFV:        ERROR:
   0.0942809       0.004       0.004           0
    0.282843       0.206       0.206           0
    0.471405       0.316       0.316           0
    0.659966       0.576       0.576           0
    0.848528       0.538       0.538           0
     1.03709        1.01        1.01           0
     1.22565       1.608       1.608           0
     1.41421       2.636       2.636           0
     1.60278       3.934       3.934           0
     1.79134       6.216       6.216           0
      1.9799       8.744       8.744           0
     2.16846       8.662       8.662           0
     2.35702      15.132      15.132           0
     2.54558       27.13       27.13           0
     2.73415      11.978      11.978           0
     2.92271       6.782       6.782           0
     3.11127       4.572       4.572           0
     3.29983       3.628       3.628           0
     3.48839       1.726       1.726           0
     3.67696       0.894       0.894           0
     3.86552       0.962       0.962           0
     4.05408       0.432       0.432           0
     4.24264       0.202       0.202           0
      4.4312        0.04        0.04           0
     4.61976       0.072       0.072           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0       0.002  0.00141421
    0.282843       0.038       0.122    0.059397
    0.471405        1.09       0.703     0.27365
    0.659966       1.944        1.26    0.483661
    0.848528       3.222        1.88    0.948937
     1.03709       5.656       3.333     1.64261
     1.22565       5.662       3.635     1.43331
     1.41421       6.072       4.354     1.21481
     1.60278       6.978       5.456     1.07622
     1.79134       9.956       8.086     1.32229
      1.9799        9.05       8.897    0.108187
     2.16846       7.736       8.199     0.32739
     2.35702      10.472      12.802     1.64756
     2.54558       6.664      16.897     7.23582
     2.73415        8.21      10.094     1.33219
     2.92271       5.032       5.907    0.618718
     3.11127       6.122       5.347    0.548008
     3.29983       5.376       4.502    0.618011
     3.48839        2.53       2.128    0.284257
     3.67696       1.734       1.314    0.296985
     3.86552       1.136       1.049   0.0615183
     4.05408       1.142       0.787    0.251023
     4.24264       0.904       0.553    0.248194
      4.4312       0.622       0.331    0.205768
     4.61976        0.29       0.181   0.0770746
     4.80833       0.206       0.103    0.072832
     4.99689       0.156       0.078   0.0551543
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809        0.22   0.0746667   0.0593396
    0.282843         0.4    0.214667   0.0853975
    0.471405       1.068    0.824667    0.207727
    0.659966        1.64     1.38667    0.338621
    0.848528       4.838       2.866     1.02389
     1.03709       4.564     3.74333     1.14518
     1.22565       5.308     4.19267     1.05848
     1.41421       7.304     5.33733     1.14041
     1.60278      12.208     7.70667     1.97276
     1.79134      10.128     8.76667     1.04209
      1.9799        9.59       9.128    0.201931
     2.16846       8.864     8.42067     0.28354
     2.35702        6.46      10.688     2.04591
     2.54558       6.726     13.5067     5.56172
     2.73415        8.46     9.54933    0.993248
     2.92271       6.524     6.11267    0.445352
     3.11127       4.316     5.00333    0.460663
     3.29983       2.942       3.982    0.591622
     3.48839       2.452       2.236    0.209017
     3.67696       1.152        1.26     0.20284
     3.86552       1.054     1.05067   0.0410348
     4.05408       1.782     1.11867    0.318341
     4.24264           0    0.368667    0.223675
      4.4312           0    0.220667    0.164115
     4.61976           0    0.120667   0.0711826
     4.80833           0   0.0686667   0.0560661
     4.99689           0       0.052   0.0424578
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809       0.158      0.0955   0.0480228
    0.282843        1.28       0.481    0.239379
    0.471405       0.828      0.8255    0.155797
    0.659966       2.822      1.7455    0.401335
    0.848528        3.42      3.0045    0.777226
     1.03709       5.058       4.072    0.904819
     1.22565        5.26      4.4595    0.826809
     1.41421       6.894      5.7265    0.919311
     1.60278       13.27      9.0975     1.90786
     1.79134        8.15      8.6125    0.792892
      1.9799        8.56       8.986    0.195088
     2.16846      10.988      9.0625    0.595134
     2.35702       9.728      10.448     1.54845
     2.54558        8.79     12.3275     4.29447
     2.73415       9.436       9.521     0.74534
     2.92271       3.694       5.508    0.621113
     3.11127        2.58      4.3975    0.628207
     3.29983       1.612      3.3895    0.678363
     3.48839       2.304       2.253    0.157452
     3.67696       0.422      1.0505    0.236772
     3.86552       1.624       1.194    0.127889
     4.05408       1.122      1.1195    0.238757
     4.24264           0      0.2765    0.185777
      4.4312           0      0.1655    0.132033
     4.61976           0      0.0905   0.0594364
     4.80833           0      0.0515   0.0446003
     4.99689           0       0.039    0.033775
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809        0.07      0.0904   0.0386881
    0.282843       0.584      0.5016    0.192387
    0.471405       1.372      0.9348    0.158404
    0.659966       5.008       2.398      0.6661
    0.848528       3.938      3.1912    0.643815
     1.03709        5.16      4.2896    0.749564
     1.22565       8.348      5.2372    0.959878
     1.41421       9.086      6.3984     0.94976
     1.60278       9.542      9.1864     1.52836
     1.79134       8.274      8.5448    0.637198
      1.9799       8.612      8.9112    0.169806
     2.16846      12.796      9.8092    0.820199
     2.35702       7.452      9.8488     1.34972
     2.54558       6.836     11.2292     3.57326
     2.73415        8.15      9.2468     0.64474
     2.92271       2.606      4.9276    0.718604
     3.11127        2.95       4.108     0.56535
     3.29983        2.48      3.2076    0.566554
     3.48839       1.118       2.026    0.238934
     3.67696        0.13      0.8664    0.250985
     3.86552       0.492      1.0536    0.161979
     4.05408       0.802       1.056    0.199271
     4.24264       0.506      0.3224    0.154188
      4.4312       0.708       0.274    0.143439
     4.61976       0.846      0.2416    0.143269
     4.80833       0.134       0.068   0.0386119
     4.99689           0      0.0312   0.0279061
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809        0.33    0.130333   0.0486653
    0.282843       0.888       0.566    0.170762
    0.471405        0.79    0.910667    0.133829
    0.659966       3.404     2.56567    0.575799
    0.848528       5.784     3.62333    0.665929
     1.03709       5.736     4.53067    0.662268
     1.22565       9.808       5.999     1.05993
     1.41421       8.142       6.689    0.834742
