0	435.327	480.234
1	435.327	470.771
2	425.884	456.065
3	421.816	439.609
4	421.816	431.463
5	410.965	427.134
6	409.476	419.548
7	405.347	418.517
8	398.477	413.471
9	398.477	411.699
10	392.804	404.703
11	386.375	400.379
12	383.22	393.845
13	383.22	390.092
14	379.895	387.918
15	373.864	384.515
16	373.658	381.319
17	373.658	380.385
18	371.05	377.1
19	367.006	373.962
20	361.769	372.149
21	353.896	368.825
22	353.896	365.382
23	341.181	363.648
24	341.181	359.432
25	341.181	350.974
26	339.598	345.994
27	337.109	343.37
28	333.276	340.808
29	328.775	338.755
30	323.033	338.053
31	323.033	331.791
32	318.957	329.606
33	307.862	325.342
34	307.862	322.439
35	306.635	316.189
36	306.187	314.533
37	305.349	311.537
38	295.514	307.997
39	293.248	304.306
40	284.256	300.393
41	284.256	297.08
42	284.256	296.186
43	281.979	293.46
44	281.979	289.088
45	281.979	288.958
46	279.144	285.733
47	279.144	284.641
48	278.162	285.9
49	278.162	285.894
50	276.345	284.805
51	275.454	281.319
52	275.454	279.82
53	267.911	278.062
54	267.911	275.537
55	267.911	273.172
56	267.911	270.619
57	265.555	271.073
58	264.605	270.438
59	264.605	267.483
60	262.686	266.928
61	255.622	264.87
62	252.508	262.297
63	252.508	261.187
64	252.508	258.867
65	245.445	257.211
66	245.445	255.578
67	241.376	251.779
68	239.541	250.049
69	239.287	247.657
70	238.304	245.113
71	236.343	242.697
72	235.923	239.176
73	235.923	237.747
74	230.986	237.413
75	230.986	235.431
76	229.303	233.619
77	229.303	232.856
78	229.303	231.604
79	229.303	230.656
80	229.303	229.954
81	229.303	229.986
82	229.142	229.658
83	229.095	230.77
84	228.685	231.166
85	227.291	230.695
86	223.355	230.878
87	222.749	228.244
88	222.749	229.072
89	222.749	227.284
90	221.131	224.643
91	221.131	223.893
92	221.052	222.637
93	221.052	221.862
94	220.015	221.447
95	219.433	221.723
96	219.433	221.232
97	218.981	220.541
98	218.981	220.001
99	218.75	219.598
100	218.223	220.55
101	211.153	220.487
102	211.153	219.836
103	211.153	221.362
104	211.153	225.312
105	211.153	223.17
106	211.153	221.59
107	211.153	219.515
108	209.616	215.577
109	209.483	213.162
110	208.32	212.421
111	207.434	211.867
112	206.94	210.304
113	206.94	210.611
114	206.94	209.722
115	206.94	208.872
116	206.726	208.99
117	205.912	207.908
118	205.912	207.905
119	205.912	208.713
120	205.675	207.351
121	203.586	207.001
122	203.586	206.447
123	203.586	206.994
124	203.586	206.911
125	203.559	206.165
126	203.202	204.969
127	203.202	205.428
128	203.202	205.957
129	198.039	205.413
130	198.039	203.388
131	197.303	200.436
132	197.303	199.34
133	193.426	198.363
134	193.426	198.002
135	192.69	196.51
136	192.69	195.318
137	192.69	194.104
138	192.69	193.373
139	190.187	192.735
140	190.187	192.481
141	187.936	192.104
142	187.936	192.279
143	187.936	190.595
144	185.936	190.232
145	185.936	189.374
146	185.15	188.379
147	185.15	186.828
148	183.643	186.929
149	183.643	186.159
150	183.643	185.41
151	182.953	184.441
152	181.112	184.113
153	180.422	184.032
154	180.214	182.303
155	180.214	181.678
156	178.566	181.665
157	178.566	181.131
158	178.566	180.683
159	177.922	179.739
160	177.165	179.547
161	176.943	179.55
162	175.02	177.649
163	175.02	177.562
164	172.31	176.718
165	170.166	175.974
166	168.679	173.868
167	168.679	173.672
168	168.679	172.226
169	168.463	171.998
170	168.463	171.071
171	168.463	170.814
172	168.463	170.715
173	166.605	168.644
174	166.004	168.298
175	166.004	168.034
176	166.004	168.91
177	166.004	168.787
178	166.004	168.456
179	163.055	167.651
180	162.611	166.268
181	162.611	164.865
182	162.611	164.638
183	162.611	164.447
184	161.89	164.834
185	161.89	162.998
186	161.89	164.128
187	161.568	163.856
188	161.568	164.359
189	159.963	164.05
190	159.963	164.547
191	159.641	163.892
192	159.641	162.266
193	159.36	160.496
194	158.088	160.218
195	158.088	159.95
196	157.766	160.483
197	157.766	160.505
198	157.766	159.238
199	157.766	158.082
200	157.766	158.391
201	156.433	157.631
202	155.245	158.57
203	155.245	166.924
204	155.245	166.929
205	155.245	164.153
206	155	161.856
207	155	161.062
208	155	159.2
209	152.37	156.51
210	152.37	157.472
211	152.37	155.798
212	152.37	153.828
213	152.37	153.185
214	151.706	153.074
215	149.512	153.416
216	149.512	153.316
217	149.512	153.259
218	149.512	151.149
219	149.512	151.501
220	149.036	152.751
221	148.839	150.66
222	148.839	150.313
223	148.839	149.991
224	148.839	149.635
225	148.839	149.703
226	147.967	150.085
227	147.452	149.047
228	147.452	149.745
229	146.198	148.514
230	146.198	149.379
231	146.198	149.646
232	145.268	148.819
233	145.268	149.439
234	145.268	149.034
235	145.268	148.04
236	145.268	147.105
237	144.939	146.578
238	141.857	146.39
239	141.857	145.903
240	141.857	145.418
241	141.857	143.638
242	141.15	144.875
243	141.15	144.837
244	141.15	144.36
245	141.095	143.47
246	141.095	142.936
247	141.095	143.023
248	141.095	142.357
249	140.357	141.901
250	140.357	142.135
251	140.357	142.411
252	140.357	141.301
253	140.357	140.697
254	140.357	140.561
255	140.357	140.47
256	140.101	140.811
257	140.101	140.488
258	140.101	140.198
259	138.067	140.116
260	137.531	139.797
261	137.531	139.427
262	137.531	139.404
263	136.279	139.559
264	136.279	139.709
265	134.21	138.764
266	134.21	139.556
267	134.21	137.378
268	134.21	138.954
269	134.21	139.528
270	134.21	136.045
271	134.21	134.633
272	134.21	134.893
273	134.21	134.477
274	134.21	134.363
275	134.21	134.254
276	134.21	134.879
277	134.21	135.225
278	134.21	136.219
279	134.085	136.261
280	134.085	135.923
281	134.085	136.394
282	133.83	135.541
283	132.919	136.011
284	132.919	134.558
285	132.919	134.537
286	132.795	135.016
287	132.338	134.722
288	131.981	134.507
289	131.981	134.901
290	131.29	134.539
291	131.29	136.514
292	131.29	137.231
293	131.29	137.032
294	131.29	137.006
295	131.29	134.477
296	131.11	132.934
297	131.11	133.144
298	131.11	132.33
299	131.11	131.913
300	131.11	131.827
301	131.11	131.421
302	130.948	131.176
303	130.948	131.414
304	130.948	131.26
305	130.155	131.113
306	130.155	132.159
307	130.155	131.696
308	130.155	131.636
309	130.155	131.817
310	130.155	131.131
311	130.155	131.269
312	130.155	130.155
313	130.132	130.155
314	130.132	130.152
315	129.739	130.471
316	129.739	130.133
317	129.739	130.139
318	129.739	130.633
319	129.739	131.004
320	129.739	130.616
321	129.739	131.301
322	129.524	132.119
323	129.524	130.772
324	129.524	130.063
325	127.364	130.293
326	127.364	130.173
