5.28412	0
5.33419	0.0500644
5.44562	0.115118
5.45158	0.0816189
5.37474	0.0995035
5.4164	0.0913029
5.36695	0.0916484
5.40777	0.089252
5.36714	0.0885835
5.40871	0.0894741
5.39064	0.0829254
5.41367	0.0791284
5.42463	0.0736069
5.43031	0.0683837
5.42188	0.0642184
5.42418	0.0601149
5.39158	0.0652023
5.41206	0.0647965
5.43014	0.0639022
5.42794	0.0606632
5.42609	0.0577316
5.43106	0.0552687
5.43194	0.0528185
5.42021	0.0519131
5.4087	0.0511065
5.42586	0.0520148
5.43444	0.0507805
5.42156	0.0505998
5.44015	0.0522437
5.44187	0.0505015
5.43084	0.0500749
5.4238	0.0489931
5.43362	0.0484894
5.42647	0.0475824
5.43008	0.046344
5.43177	0.0450701
5.42932	0.0439034
5.44071	0.0442224
5.44419	0.043214
5.44984	0.0424972
5.45003	0.0414481
5.44565	0.0406851
5.4464	0.0397348
5.44947	0.038942
5.45716	0.0388371
5.45573	0.0380103
5.45579	0.0371928
5.45537	0.0364121
5.44968	0.0361131
5.44979	0.0353836
5.44584	0.034907
5.44432	0.0342627
5.45132	0.0343301
5.44496	0.0342826
5.45053	0.0341108
5.44487	0.0339701
5.44766	0.0334849
5.44966	0.0329635
5.45536	0.032897
5.45139	0.032587
5.4452	0.0326402
5.44499	0.0321101
5.45243	0.032462
5.45092	0.0319865
5.44944	0.0315253
5.44941	0.031044
5.45885	0.0320025
5.4563	0.0316313
5.45397	0.0312565
5.44241	0.0329067
5.44245	0.03244
5.4432	0.0319949
5.44267	0.0315581
5.44941	0.0318508
5.44994	0.0314277
5.44734	0.0311203
5.44883	0.0307498
5.44939	0.0303582
5.45069	0.0299993
5.45601	0.030096
5.4579	0.0297827
5.45554	0.0295118
5.45317	0.029251
5.45103	0.0289798
5.44556	0.0291539
5.44373	0.0288708
5.44436	0.028544
5.4456	0.0282447
5.44851	0.0280773
5.4551	0.0285351
5.46288	0.0292728
5.46024	0.0290728
5.46319	0.0289095
5.46273	0.0286041
5.46064	0.0283786
5.4649	0.0284032
5.459	0.0287206
5.46121	0.0285119
5.4584	0.0283626
5.46674	0.0292894
