#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.804397   -0.804397           0
           2   -0.805031   -0.804714 0.000224294
           3   -0.805019   -0.804816 0.000171052
           4   -0.804607   -0.804764 0.000136002
           5   -0.804114   -0.804634 0.000159241
           6   -0.804294   -0.804577 0.000142383
           7   -0.803247   -0.804387 0.000214082
           8   -0.804757   -0.804433 0.000192245
           9   -0.803274   -0.804304 0.000209667
          10   -0.805342   -0.804408 0.000212848
          11   -0.805025   -0.804464 0.000200742
          12   -0.804026   -0.804428 0.000187301
          13   -0.805434   -0.804505 0.000188219
          14   -0.803959   -0.804466  0.00017877
          15   -0.803786   -0.804421 0.000172515
          16   -0.804881    -0.80445  0.00016411
          17   -0.806954   -0.804597 0.000210419
          18   -0.805666   -0.804656 0.000206936
          19   -0.804718   -0.804659  0.00019607
          20   -0.804964   -0.804675 0.000186857
