#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.442777    0.442777           0
           2    0.433124     0.43795  0.00341291
           3    0.436774    0.437558   0.0022977
           4    0.441665    0.438585  0.00193909
           5     0.43655    0.438178  0.00159342
           6    0.438976    0.438311   0.0013334
           7    0.439519    0.438483  0.00115403
           8    0.438244    0.438453  0.00101016
           9    0.442345    0.438886 0.000986128
          10    0.426216    0.437619  0.00149409
          11    0.435166    0.437396   0.0013748
          12    0.434334    0.437141   0.0012837
          13    0.443601    0.437638  0.00127753
          14    0.434296    0.437399  0.00120838
          15    0.433367     0.43713  0.00115732
          16    0.430134    0.436693  0.00116466
          17    0.441957    0.437003  0.00113658
          18    0.436142    0.436955  0.00107444
          19    0.435114    0.436858  0.00102225
          20    0.437045    0.436867 0.000971178
