#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.504497   -0.504497           0
           2    -0.50444   -0.504468 2.00818e-05
           3   -0.504504    -0.50448 1.65262e-05
           4    -0.50517   -0.504653 0.000149759
           5    -0.50413   -0.504548 0.000152009
           6   -0.504014   -0.504459 0.000150522
           7    -0.50489    -0.50452 0.000141033
           8   -0.505478    -0.50464 0.000166657
           9   -0.504784   -0.504656 0.000148904
          10   -0.504638   -0.504654 0.000134025
          11   -0.505702    -0.50475 0.000151981
          12   -0.504814   -0.504755 0.000139409
          13   -0.504284   -0.504719 0.000133309
          14   -0.505101   -0.504746  0.00012655
          15   -0.504708   -0.504743 0.000118139
          16   -0.505795   -0.504809  0.00012774
          17   -0.504718   -0.504804 0.000120339
          18   -0.504434   -0.504783 0.000115391
          19   -0.504866   -0.504788   0.0001094
          20    -0.50481   -0.504789 0.000103936
