#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.229544    0.229544           0
           2    0.228815     0.22918   0.0002579
           3    0.229863    0.229407 0.000253257
           4    0.227853    0.229019 0.000386364
           5    0.230351    0.229285 0.000390315
           6    0.229594    0.229337 0.000328635
           7    0.230432    0.229493 0.000316758
           8     0.23035      0.2296 0.000294702
           9    0.228312    0.229457 0.000294651
          10    0.230129    0.229524 0.000272735
          11    0.231103    0.229668   0.0002832
          12        0.23    0.229696 0.000260953
          13    0.232936    0.229945 0.000339673
          14    0.230417    0.229979 0.000317083
          15    0.231156    0.230057 0.000305501
          16    0.226352    0.229825 0.000363737
          17    0.229588    0.229811 0.000342609
          18    0.229619    0.229801 0.000323742
          19    0.231702    0.229901 0.000321798
          20     0.22977    0.229894 0.000305775
