#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.972554   -0.972554           0
           2   -0.974445     -0.9735 0.000668357
           3   -0.974958   -0.973986 0.000596801
           4   -0.974514   -0.974118 0.000461996
           5   -0.973533   -0.974001 0.000384136
           6   -0.973367   -0.973895  0.00033432
           7    -0.97442    -0.97397 0.000294843
           8   -0.973522   -0.973914 0.000263268
           9    -0.97541    -0.97408 0.000281655
          10   -0.974864   -0.974159 0.000264164
          11   -0.976352   -0.974358 0.000306286
          12   -0.973072   -0.974251 0.000298928
          13   -0.976904   -0.974455 0.000338501
          14   -0.976983   -0.974636 0.000359275
          15   -0.974728   -0.974642 0.000335376
          16   -0.973193   -0.974551 0.000326414
          17    -0.97559   -0.974612 0.000312884
          18   -0.974297   -0.974595 0.000295992
          19   -0.973858   -0.974556  0.00028294
          20   -0.974313   -0.974544 0.000269055
