#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.198423    0.198423           0
           2    0.197282    0.197853 0.000403402
           3    0.195765    0.197157 0.000628653
           4    0.196708    0.197045 0.000481384
           5    0.197145    0.197065 0.000385529
           6    0.196408    0.196955 0.000336465
           7    0.197001    0.196962 0.000288462
           8    0.195912    0.196831 0.000280653
           9    0.195894    0.196726 0.000268083
          10    0.196765     0.19673 0.000241302
          11    0.196489    0.196708  0.00022036
          12    0.196349    0.196678 0.000204023
          13    0.197141    0.196714 0.000191412
          14    0.196512      0.1967 0.000178284
          15    0.196516    0.196687 0.000166817
          16    0.195723    0.196627 0.000166928
          17    0.196311    0.196608 0.000158138
          18    0.196316    0.196592 0.000150185
          19    0.196829    0.196605 0.000142799
          20    0.196924    0.196621 0.000136551
