#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         566       -0.52   -0.457668  0.00516509
         567       -0.44   -0.457637  0.00515608
         568        -0.6   -0.457887  0.00515309
         569       -0.44   -0.457856  0.00514413
         570       -0.28   -0.457544  0.00514456
         571       -0.52   -0.457653  0.00513671
         572       -0.52   -0.457762  0.00512889
         573        -0.6    -0.45801  0.00512594
         574       -0.68   -0.458397  0.00513158
         575       -0.52   -0.458504  0.00512377
         576       -0.44   -0.458472  0.00511498
         577       -0.36   -0.458302  0.00510896
         578       -0.44    -0.45827  0.00510022
         579       -0.44   -0.458238  0.00509151
         580        -0.6   -0.458483  0.00508859
         581       -0.52   -0.458589  0.00508094
         582       -0.52   -0.458694   0.0050733
         583       -0.44   -0.458662   0.0050647
         584       -0.44    -0.45863  0.00505613
         585       -0.44   -0.458598  0.00504759
         586       -0.28   -0.458294  0.00504817
         587       -0.44   -0.458262  0.00503966
         588       -0.36   -0.458095  0.00503386
         589       -0.44   -0.458065  0.00502541
         590       -0.52   -0.458169  0.00501799
         591       -0.68   -0.458545  0.00502351
         592        -0.6   -0.458784  0.00502071
         593       -0.52   -0.458887   0.0050133
         594       -0.36   -0.458721  0.00500763
         595       -0.44   -0.458689  0.00499931
         596       -0.36   -0.458523  0.00499366
         597       -0.36   -0.458358  0.00498802
         598       -0.36   -0.458194  0.00498239
         599        -0.6   -0.458431   0.0049797
         600        -0.2      -0.458  0.00498999
         601       -0.28   -0.457704  0.00499047
         602       -0.44   -0.457674  0.00498227
         603       -0.44   -0.457645  0.00497409
         604       -0.44   -0.457616  0.00496594
         605        -0.6   -0.457851  0.00496331
         606        -0.6   -0.458086  0.00496066
         607       -0.44   -0.458056  0.00495257
         608       -0.36   -0.457895  0.00494705
         609       -0.44   -0.457865  0.00493902
         610       -0.52   -0.457967  0.00493197
         611       -0.52   -0.458069  0.00492494
         612       -0.52    -0.45817  0.00491793
         613       -0.44    -0.45814     0.00491
         614       -0.36    -0.45798  0.00490461
         615       -0.52   -0.458081  0.00489767
         616        -0.6   -0.458312  0.00489513
         617        -0.6   -0.458541  0.00489258
         618       -0.36   -0.458382  0.00488726
         619       -0.44   -0.458352  0.00487946
         620       -0.52   -0.458452   0.0048726
         621        -0.6    -0.45868  0.00487008
         622       -0.44    -0.45865  0.00486234
         623       -0.44    -0.45862  0.00485463
         624       -0.36   -0.458462  0.00484942
         625       -0.44   -0.458432  0.00484176
         626       -0.52    -0.45853  0.00483502
         627        -0.6   -0.458756  0.00483257
         628       -0.36   -0.458599  0.00482743
         629       -0.28   -0.458315   0.0048281
         630        -0.6    -0.45854  0.00482567
         631        -0.6   -0.458764  0.00482323
         632       -0.44   -0.458734  0.00481569
         633       -0.28   -0.458452  0.00481635
         634       -0.44   -0.458423  0.00480884
         635       -0.36   -0.458268  0.00480377
         636       -0.36   -0.458113   0.0047987
         637       -0.36   -0.457959  0.00479364
         638        -0.6   -0.458182  0.00479129
         639       -0.68   -0.458529  0.00479635
         640       -0.44     -0.4585  0.00478894
         641       -0.36   -0.458346  0.00478394
         642       -0.44   -0.458318  0.00477657
         643       -0.68   -0.458663  0.00478157
         644       -0.52   -0.458758  0.00477509
         645       -0.52   -0.458853  0.00476863
         646       -0.52   -0.458947  0.00476219
         647       -0.44   -0.458918  0.00475492
         648       -0.52   -0.459012  0.00474852
         649       -0.28   -0.458737   0.0047492
         650       -0.36   -0.458585  0.00474433
         651       -0.36   -0.458433  0.00473945
         652       -0.36   -0.458282  0.00473459
         653        -0.6   -0.458499  0.00473231
         654       -0.68   -0.458838  0.00473718
         655       -0.52   -0.458931  0.00473087
         656        -0.6   -0.459146  0.00472854
         657       -0.36   -0.458995  0.00472375
         658       -0.52   -0.459088  0.00471748
         659       -0.36   -0.458938  0.00471272
         660       -0.68   -0.459273  0.00471747
         661       -0.44   -0.459244  0.00471042
         662       -0.52   -0.459335   0.0047042
         663        -0.6   -0.459548  0.00470188
         664        -0.6   -0.459759  0.00469956
         665        -0.6    -0.45997  0.00469722
         666       -0.36    -0.45982  0.00469257
         667       -0.52    -0.45991   0.0046864
         668        -0.6    -0.46012  0.00468407
         669       -0.36    -0.45997  0.00467946
         670        -0.2   -0.459582  0.00468854
         671       -0.52   -0.459672  0.00468241
         672        -0.6   -0.459881   0.0046801
         673       -0.44   -0.459851  0.00467324
         674       -0.12   -0.459347  0.00469343
         675       -0.28   -0.459081  0.00469399
         676       -0.52   -0.459172  0.00468791
         677       -0.28   -0.458907  0.00468845
         678       -0.52   -0.458997   0.0046824
         679       -0.52   -0.459087  0.00467637
         680       -0.52   -0.459176  0.00467035
         681       -0.28   -0.458913   0.0046709
         682       -0.68   -0.459238  0.00467528
         683       -0.52   -0.459327  0.00466928
         684       -0.52   -0.459415   0.0046633
         685       -0.52   -0.459504  0.00465733
         686       -0.44   -0.459475  0.00465063
         687       -0.52   -0.459563  0.00464469
         688        -0.6   -0.459767  0.00464243
         689       -0.44   -0.459739  0.00463578
         690       -0.44    -0.45971  0.00462915
         691        -0.6   -0.459913   0.0046269
         692       -0.52       -0.46  0.00462102
