#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.847324   -0.847324           0
           2   -0.848452   -0.847888 0.000398808
           3   -0.847367   -0.847714 0.000301296
           4   -0.849012   -0.848039 0.000360541
           5    -0.84897   -0.848225 0.000333043
           6   -0.848555    -0.84828 0.000282048
           7    -0.84678   -0.848066 0.000312737
           8   -0.847864    -0.84804 0.000274659
           9   -0.846903   -0.847914  0.00027166
          10   -0.850056   -0.848128 0.000317908
          11   -0.847258   -0.848049   0.0002987
          12   -0.849244   -0.848149 0.000289929
          13   -0.849313   -0.848238 0.000281114
          14   -0.848086   -0.848227 0.000261246
          15   -0.848229   -0.848227  0.00024383
          16   -0.848037   -0.848216 0.000228882
          17    -0.84971   -0.848303 0.000231677
          18   -0.850763    -0.84844 0.000255955
          19   -0.849247   -0.848483 0.000245983
          20   -0.849573   -0.848537 0.000239648
