#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.344465    0.344465           0
           2    0.345051    0.344758 0.000207095
           3    0.343723    0.344413 0.000313589
           4    0.342368    0.343902 0.000501288
           5    0.349113    0.344944  0.00101482
           6    0.346124    0.345141 0.000864518
           7    0.344777    0.345089 0.000742575
           8     0.34855    0.345521  0.00076549
           9    0.342916    0.345232 0.000733141
          10    0.347179    0.345427 0.000685191
          11    0.343926     0.34529 0.000636328
          12    0.346099    0.345358 0.000586855
          13    0.347555    0.345527 0.000565523
          14     0.34272    0.345326 0.000559539
          15    0.344992    0.345304 0.000522679
          16    0.345205    0.345298 0.000490048
          17    0.341709    0.345086 0.000504647
          18    0.345441    0.345106 0.000476995
          19    0.347598    0.345237 0.000469576
          20    0.345816    0.345266 0.000446986
