#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.417671    0.417671           0
           2    0.410091    0.413881  0.00267969
           3    0.423381    0.417048  0.00314273
           4    0.412841    0.415996  0.00252691
           5    0.429417     0.41868   0.0031386
           6    0.404453    0.416309  0.00339509
           7    0.421205    0.417008  0.00298125
           8    0.427296    0.418294   0.0028726
           9    0.418834    0.418354  0.00255405
          10    0.434998    0.420019  0.00278869
          11    0.428234    0.420766  0.00263329
          12    0.421165    0.420799  0.00241406
          13     0.41993    0.420732  0.00222928
          14    0.428513    0.421288  0.00213822
          15    0.436877    0.422327    0.002234
          16    0.410767    0.421605  0.00220813
          17    0.438084    0.422574  0.00228111
          18    0.434315    0.423226  0.00224571
          19    0.412901    0.422683  0.00219229
          20    0.409687    0.422033  0.00217684
