#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.21303     0.21303           0
           2    0.213969    0.213499 0.000332078
           3    0.211996    0.212998 0.000465145
           4     0.21294    0.212984 0.000349088
           5    0.212529    0.212893 0.000290865
           6    0.211681    0.212691 0.000304573
           7    0.210858    0.212429 0.000356245
           8    0.210821    0.212228 0.000364049
           9     0.21334    0.212352 0.000343938
          10    0.211907    0.212307 0.000312408
          11    0.213608    0.212425  0.00030559
          12    0.210785    0.212289 0.000309195
          13    0.211994    0.212266  0.00028624
          14    0.212218    0.212263 0.000265815
          15    0.212401    0.212272 0.000248255
          16    0.210606    0.212168 0.000253636
          17    0.210047    0.212043 0.000267628
          18    0.211224    0.211997 0.000256596
          19    0.213632    0.212084 0.000257116
          20    0.212942    0.212126 0.000247814
