#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.440964    0.440964           0
           2    0.435774    0.438369  0.00183503
           3    0.436405    0.437714  0.00133509
           4     0.43626    0.437351  0.00104966
           5    0.434545     0.43679 0.000978332
           6    0.430112    0.435677  0.00130264
           7    0.437534    0.435942  0.00114324
           8    0.430179    0.435221  0.00120615
           9    0.435192    0.435218  0.00107214
          10     0.43524     0.43522 0.000964927
          11    0.445995      0.4362  0.00128129
          12    0.434759     0.43608  0.00118013
          13    0.454119    0.437467  0.00172167
          14    0.437957    0.437502  0.00159905
          15     0.43534    0.437358  0.00149893
          16    0.445924    0.437894   0.0014978
          17     0.44167    0.438116  0.00142607
          18    0.437679    0.438092  0.00134705
          19    0.453494    0.438902  0.00150039
          20    0.433631    0.438639  0.00144834
