#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.43665     0.43665           0
           2    0.432823    0.434736  0.00135305
           3    0.429444    0.432972  0.00169966
           4     0.43156    0.432619  0.00131088
           5    0.436781    0.433451  0.00128605
           6    0.432009    0.433211  0.00109396
           7    0.436956    0.433746  0.00106048
           8    0.431072    0.433412 0.000979164
           9    0.439439    0.434082  0.00107528
          10    0.435573    0.434231 0.000978049
          11    0.439294    0.434691 0.000991533
          12    0.433417    0.434585 0.000914575
          13    0.432812    0.434448 0.000854329
          14    0.434461    0.434449 0.000793306
          15    0.432404    0.434313 0.000752042
          16     0.43741    0.434507 0.000729529
          17    0.446224    0.435196 0.000958421
          18    0.435286    0.435201 0.000905189
          19    0.436217    0.435254 0.000859126
          20    0.427204    0.434852 0.000905575
