#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.397317    0.397317           0
           2    0.397741    0.397529 0.000150085
           3     0.39121    0.395423  0.00172285
           4    0.396426    0.395674  0.00131028
           5    0.394313    0.395401  0.00107611
           6    0.396368    0.395562 0.000908729
           7    0.392703    0.395154 0.000865844
           8    0.397116    0.395399 0.000791588
           9    0.396668     0.39554 0.000716072
          10    0.395915    0.395578 0.000645446
          11    0.395841    0.395602 0.000587211
          12    0.398282    0.395825 0.000579207
          13    0.396688    0.395891 0.000538447
          14    0.397225    0.395987 0.000508343
          15    0.395989    0.395987 0.000474453
          16    0.398088    0.396118 0.000462617
          17    0.397426    0.396195 0.000441757
          18    0.399616    0.396385 0.000456276
          19    0.399907     0.39657 0.000468396
          20    0.395544    0.396519 0.000447777
