#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.247172    0.247172           0
           2    0.247671    0.247422 0.000176258
           3    0.250922    0.248588  0.00095982
           4     0.24773    0.248374 0.000743485
           5     0.24888    0.248475 0.000601654
           6    0.250937    0.248885  0.00062584
           7    0.250492    0.249115 0.000577012
           8    0.249234     0.24913 0.000505076
           9    0.248708    0.249083 0.000451121
          10    0.249686    0.249143 0.000410019
          11    0.248763    0.249109 0.000374196
          12    0.249196    0.249116 0.000343084
          13    0.251052    0.249265 0.000347516
          14    0.249625    0.249291 0.000323642
          15    0.248253    0.249221 0.000309363
          16    0.248079     0.24915  0.00029816
          17    0.249563    0.249174  0.00028161
          18     0.24733    0.249072 0.000283995
          19    0.249647    0.249102 0.000270654
          20    0.250283    0.249161 0.000263479
