#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.430878    0.430878           0
           2    0.422782     0.42683  0.00286214
           3    0.429576    0.427745  0.00204921
           4    0.420892    0.426032  0.00213621
           5    0.428107    0.426447  0.00174882
           6    0.415723     0.42466  0.00218768
           7    0.422576    0.424362  0.00189529
           8    0.417673    0.423526  0.00183357
           9    0.418801    0.423001  0.00170335
          10    0.425631    0.423264  0.00155318
          11    0.433061    0.424155  0.00164768
          12    0.422584    0.424024  0.00151556
          13    0.429313    0.424431  0.00145257
          14    0.406874    0.423176  0.00181098
          15    0.435774    0.424016   0.0018749
          16    0.420156    0.423775  0.00177318
          17     0.42045    0.423579  0.00167962
          18    0.419968    0.423379  0.00159825
          19    0.427278    0.423584  0.00152725
          20    0.423294     0.42357  0.00145095
