#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.367169    0.367169           0
           2    0.366081    0.366625 0.000384753
           3    0.369992    0.367747 0.000951453
           4    0.370185    0.368357 0.000887509
           5    0.373792    0.369444   0.0012039
           6    0.375157    0.370396  0.00132743
           7    0.368594    0.370138  0.00116249
           8    0.369928    0.370112  0.00101748
           9    0.366934    0.369759 0.000963766
          10    0.369219    0.369705 0.000868902
          11    0.367461    0.369501 0.000813502
          12    0.371694    0.369684 0.000765958
          13    0.374519    0.370056 0.000792203
          14    0.372811    0.370252 0.000759676
          15    0.369758    0.370219 0.000709746
          16    0.369699    0.370187 0.000666133
          17    0.368902    0.370111 0.000631221
          18    0.372928    0.370268 0.000615247
          19    0.371833     0.37035 0.000588354
          20    0.370817    0.370373 0.000559399
