#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.293541    0.293541           0
           2    0.295638     0.29459 0.000741415
           3    0.292692    0.293957  0.00071497
           4    0.292372    0.293561  0.00063662
           5    0.293422    0.293533 0.000509898
           6    0.294836     0.29375 0.000468864
           7    0.292513    0.293574 0.000433908
           8    0.291186    0.293275 0.000471231
           9    0.294332    0.293393 0.000433244
          10    0.292789    0.293332 0.000394096
          11    0.294006    0.293393 0.000362991
          12    0.291241    0.293214 0.000374438
          13    0.293198    0.293213 0.000345637
          14    0.294213    0.293284 0.000328252
          15    0.294319    0.293353 0.000313529
          16    0.292618    0.293307 0.000297283
          17    0.293897    0.293342 0.000281816
          18    0.293466    0.293349 0.000266243
          19    0.294982    0.293435 0.000265747
          20    0.292397    0.293383 0.000257478
