#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.371599    0.371599           0
           2    0.374007    0.372803 0.000851119
           3    0.369883     0.37183 0.000976485
           4      0.3711    0.371647 0.000749194
           5    0.372931    0.371904 0.000641815
           6    0.367517    0.371173 0.000855335
           7    0.368634     0.37081 0.000806385
           8    0.372514    0.371023  0.00073318
           9    0.370583    0.370974 0.000653347
          10    0.369791    0.370856 0.000598623
          11    0.371189    0.370886 0.000544969
          12    0.373731    0.371123 0.000548709
          13    0.370608    0.371084  0.00050793
          14    0.369913       0.371 0.000478478
          15    0.371639    0.371043 0.000448469
          16    0.370395    0.371002 0.000422263
          17    0.370304    0.370961 0.000399417
          18    0.371258    0.370978 0.000377568
          19    0.374734    0.371175 0.000406187
          20    0.370623    0.371148 0.000386813
