#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.341668    0.341668           0
           2    0.343402    0.342535 0.000613212
           3    0.342693    0.342588 0.000411071
           4    0.342725    0.342622 0.000309727
           5    0.345418    0.343181 0.000558231
           6    0.339606    0.342585 0.000715768
           7    0.343891    0.342772 0.000637335
           8    0.345487    0.343111 0.000641723
           9    0.344372    0.343251 0.000585513
          10    0.345953    0.343522 0.000586002
          11    0.344073    0.343572 0.000534866
          12    0.346265    0.343796 0.000535325
          13    0.345694    0.343942  0.00051366
          14    0.344991    0.344017 0.000482403
          15    0.343964    0.344014 0.000450255
          16    0.345403      0.3441 0.000430405
          17    0.345943    0.344209 0.000418519
          18    0.343607    0.344175 0.000396602
          19    0.347902    0.344371 0.000421455
          20    0.342636    0.344285 0.000409217
