#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.614524   -0.614524           0
           2   -0.613491   -0.614008  0.00036515
           3   -0.613286   -0.613767 0.000312711
           4   -0.613212   -0.613628 0.000263543
           5   -0.613782   -0.613659 0.000212626
           6   -0.613638   -0.613656 0.000177217
           7   -0.612455   -0.613484  0.00021974
           8   -0.614084   -0.613559 0.000204663
           9   -0.613227   -0.613522 0.000185217
          10   -0.613983   -0.613568 0.000172334
          11   -0.614199   -0.613626 0.000165934
          12    -0.61465   -0.613711 0.000172654
          13   -0.613771   -0.613716 0.000159435
          14   -0.612839   -0.613653 0.000159867
          15   -0.612526   -0.613578 0.000165919
          16   -0.613743   -0.613588  0.00015587
          17   -0.613558   -0.613587 0.000146711
          18   -0.612953   -0.613551 0.000142723
          19    -0.61285   -0.613514 0.000139898
          20   -0.614055   -0.613541  0.00013549
