#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.41722     0.41722           0
           2     0.41892     0.41807 0.000600896
           3    0.414104    0.416748   0.0011513
           4    0.414353    0.416149  0.00100715
           5    0.425599    0.418039   0.0018726
           6    0.419434    0.418272  0.00157487
           7    0.414891    0.417789  0.00142201
           8    0.417847    0.417796  0.00124428
           9    0.418999     0.41793  0.00111318
          10    0.418134     0.41795  0.00100205
          11    0.419609    0.418101 0.000922231
          12    0.419559    0.418222 0.000853349
          13    0.419373    0.418311 0.000792281
          14    0.415407    0.418103 0.000762355
          15    0.426161    0.418641 0.000880681
          16    0.427518    0.419195 0.000985039
          17    0.422968    0.419417  0.00095177
          18    0.423737    0.419657 0.000928649
          19    0.419957    0.419673 0.000879907
          20    0.420203      0.4197 0.000836311
