#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.583183   -0.583183           0
           2   -0.582496    -0.58284 0.000242962
           3   -0.582074   -0.582584 0.000264006
           4   -0.582302   -0.582514 0.000207195
           5   -0.583798   -0.582771  0.00028334
           6   -0.582863   -0.582786 0.000236535
           7   -0.581895   -0.582659   0.0002345
           8   -0.582858   -0.582684   0.0002065
           9   -0.582625   -0.582677 0.000183659
          10   -0.583692   -0.582779 0.000191288
          11   -0.583268   -0.582823 0.000178996
          12   -0.582999   -0.582838  0.00016468
          13   -0.583182   -0.582864 0.000154131
          14   -0.582296   -0.582824 0.000148371
          15   -0.581755   -0.582752 0.000154637
          16   -0.582581   -0.582742 0.000145344
          17   -0.582815   -0.582746 0.000136859
          18   -0.582618   -0.582739 0.000129441
          19   -0.583256   -0.582766 0.000125457
          20   -0.583524   -0.582804 0.000124775
