#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.313875    0.313875           0
           2     0.31812    0.315997  0.00150073
           3     0.31713    0.316375   0.0010469
           4    0.316252    0.316344 0.000785627
           5    0.319911    0.317057 0.000895576
           6    0.317956    0.317207 0.000758746
           7    0.316523    0.317109 0.000656616
           8    0.321655    0.317678  0.00078269
           9    0.315274    0.317411 0.000739876
          10    0.317092    0.317379 0.000666575
          11    0.317729    0.317411 0.000606736
          12    0.317258    0.317398 0.000556307
          13    0.319935    0.317593 0.000546677
          14    0.316501    0.317515 0.000513166
          15    0.316618    0.317455 0.000482428
          16    0.317551    0.317461 0.000452313
          17    0.318916    0.317547 0.000433729
          18    0.314625    0.317384 0.000438956
          19    0.317736    0.317403 0.000416243
          20    0.319731    0.317519 0.000411384
