#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.270489    0.270489           0
           2    0.269682    0.270086 0.000285344
           3     0.27292    0.271031 0.000794537
           4    0.270146    0.270809 0.000625925
           5    0.270082    0.270664 0.000517389
           6    0.270603    0.270654 0.000431256
           7    0.269539    0.270495 0.000397951
           8    0.273111    0.270822 0.000463509
           9    0.273568    0.271127 0.000502493
          10    0.270657     0.27108 0.000454438
          11    0.270414    0.271019 0.000417134
          12    0.269972    0.270932 0.000391391
          13    0.274249    0.271187 0.000436609
          14    0.270654    0.271149 0.000407079
          15    0.270259     0.27109  0.00038424
          16    0.269778    0.271008 0.000368869
          17    0.268265    0.270846 0.000380819
          18    0.270237    0.270813 0.000361162
          19    0.270479    0.270795 0.000342581
          20    0.272925    0.270902  0.00034161
