#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.395779    0.395779           0
           2    0.396207    0.395993 0.000151412
           3    0.396729    0.396238 0.000224409
           4    0.404286     0.39825  0.00175061
           5    0.396509    0.397902  0.00143471
           6    0.399708    0.398203  0.00122676
           7    0.393854    0.397582  0.00119851
           8    0.397492    0.397571  0.00104875
           9    0.396801    0.397485 0.000935701
          10    0.395513    0.397288 0.000862654
          11    0.400653    0.397594 0.000836713
          12    0.400602    0.397845 0.000803671
          13    0.402171    0.398177 0.000807816
          14    0.396295    0.398043 0.000761218
          15    0.400158    0.398184 0.000723411
          16     0.39562    0.398024 0.000695714
          17    0.394852    0.397837 0.000679345
          18    0.394521    0.397653 0.000666113
          19    0.398038    0.397673 0.000631364
          20    0.400715    0.397825 0.000617838
