#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.441632    0.441632           0
           2    0.424737    0.433185  0.00597301
           3    0.416152    0.427507  0.00611121
           4    0.427497    0.427504  0.00458341
           5    0.435761    0.429156  0.00395301
           6    0.419086    0.427477  0.00363302
           7    0.426243    0.427301  0.00311829
           8    0.422096     0.42665  0.00279557
           9    0.427516    0.426746   0.0024866
          10    0.431361    0.427208  0.00228037
          11    0.435651    0.427975  0.00219844
          12    0.429815    0.428129  0.00202057
          13    0.452181    0.429979  0.00257652
          14    0.430595    0.430023  0.00239286
          15    0.419345    0.429311  0.00233682
          16    0.432345    0.429501  0.00219845
          17    0.445181    0.430423  0.00225434
          18    0.427582    0.430265  0.00213461
          19    0.432055    0.430359  0.00202434
          20    0.423873    0.430035  0.00194893
