#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.213232    0.213232           0
           2    0.212589    0.212911 0.000227505
           3    0.213495    0.213105 0.000219785
           4    0.212157    0.212868 0.000263389
           5    0.212571    0.212809 0.000217298
           6    0.212182    0.212704 0.000204696
           7     0.21285    0.212725 0.000176512
           8    0.212351    0.212678  0.00016053
           9    0.210907    0.212482 0.000234084
          10      0.2121    0.212443 0.000213769
          11    0.211266    0.212336 0.000219485
          12    0.213084    0.212399 0.000209844
          13    0.213263    0.212465 0.000203963
          14    0.213523    0.212541 0.000202911
          15     0.21255    0.212541 0.000189385
          16    0.210475    0.212412 0.000217176
          17    0.212455    0.212415 0.000204416
          18    0.212603    0.212425 0.000193328
          19    0.212619    0.212435 0.000183423
          20     0.21313     0.21247 0.000177505
